Is_Sale,Source,Reference,Town,PropertyType,Latitude,Longitude,TotalRooms,TotalBedrooms,TotalBathrooms,TotalSqm,TotalIntArea,TotalExtArea,Price,Province
True,Remax,240061136-570,Birzebbuga,Penthouse,35.8238,14.50649,5.0,2.0,2.0,190.0,90.0,100.0,282000,Southern
True,Remax,240061136-565,Zabbar,Apartment,35.87442,14.537,6.0,3.0,2.0,103.0,98.0,5.0,210000,South Eastern
True,Remax,240031035-873,Gozo - Xaghra,Apartment,36.05168,14.26752,5.0,2.0,1.0,88.0,81.0,8.0,225000,Gozo
True,Remax,240331016-144,Birkirkara,Townhouse,35.89574,14.45658,8.0,3.0,3.0,210.0,145.0,65.0,795000,Central
True,Remax,240091086-190,St Paul's Bay,Penthouse,35.93579,14.38177,5.0,1.0,1.0,108.0,72.0,36.0,267000,Northern
True,Remax,240061136-540,Cospicua,House of Character,35.88106,14.51644,7.0,2.0,2.0,70.0,65.0,5.0,220000,South Eastern
True,Remax,240081117-102,St Paul's Bay,Apartment,35.93579,14.38177,6.0,3.0,2.0,165.0,125.0,40.0,450000,Northern
True,Remax,240011138-32,Qormi,Townhouse,35.87667,14.45933,10.0,3.0,4.0,164.0,120.0,44.0,500000,Southern
True,Remax,240331005-146,St Paul's Bay,Apartment,35.93579,14.38177,7.0,2.0,2.0,107.0,95.0,12.0,192000,Northern
True,Remax,240461019-10,Msida,Apartment,35.89782,14.47937,7.0,3.0,2.0,95.0,91.0,4.0,275000,Central
True,Remax,240061136-509,Zabbar,Maisonette,35.87442,14.537,5.0,2.0,2.0,112.0,90.0,22.0,264000,South Eastern
True,Remax,240461004-106,Fgura,Apartment,35.87281,14.51684,5.0,2.0,1.0,127.0,107.0,20.0,230000,South Eastern
True,Remax,240331016-145,Qormi,House of Character,35.87667,14.45933,12.0,5.0,4.0,300.0,242.0,58.0,680000,Southern
True,Remax,240351002-912,St Julian's,Apartment,35.91986,14.48087,6.0,2.0,2.0,246.0,206.0,40.0,1750000,Central
True,Remax,240091086-185,St Paul's Bay,Apartment,35.93579,14.38177,7.0,2.0,3.0,129.0,100.0,29.0,249000,Northern
True,Remax,240091086-183,St Paul's Bay,Apartment,35.93579,14.38177,7.0,2.0,3.0,129.0,100.0,29.0,249000,Northern
True,Remax,240021110-42,St Julian's,Apartment,35.91986,14.48087,9.0,3.0,3.0,152.0,141.0,11.0,780000,Central
True,Remax,240221044-119,Luqa,Apartment,35.85177,14.46828,6.0,3.0,2.0,138.0,132.0,7.0,270000,Southern
True,Remax,240081033-201,San Gwann,Penthouse,35.90863,14.47988,5.0,2.0,2.0,110.0,85.0,25.0,324000,Central
True,Remax,240091044-298,Ta' Xbiex,Apartment,35.89926,14.49362,7.0,3.0,2.0,119.0,114.0,5.0,320000,Central
True,Remax,240311009-171,Qormi,Maisonette,35.87667,14.45933,7.0,3.0,1.0,110.0,94.0,16.0,225000,Southern
True,Remax,240231047-9,Gudja,Terraced House,35.84674,14.49962,10.0,3.0,2.0,258.0,181.0,77.0,558000,Southern
True,Remax,240231042-249,Birzebbuga,Apartment,35.8238,14.50649,7.0,3.0,2.0,122.0,97.0,25.0,430000,Southern
True,Remax,240081117-82,Ghaxaq,Maisonette Duplex,35.84683,14.50594,7.0,3.0,2.0,137.0,113.0,46.0,365000,Southern
True,Remax,240231051-7,Qrendi,Apartment,35.83077,14.4414,7.0,3.0,2.0,142.0,130.0,12.0,299000,Southern
True,Remax,240251083-217,Mosta,Apartment,35.91184,14.41168,7.0,3.0,2.0,183.0,155.0,28.0,430000,Northern
True,Remax,240461012-69,Birkirkara,Townhouse,35.89574,14.45658,9.0,2.0,2.0,105.0,90.0,15.0,349000,Central
True,Remax,240061151-3,Balzan,Apartment,35.89738,14.44741,6.0,3.0,1.0,155.0,155.0,0.0,240000,Central
True,Remax,240061149-15,Zejtun,Maisonette,35.85787,14.52515,10.0,3.0,3.0,247.0,190.0,57.0,335000,South Eastern
True,Remax,240461028-43,Madliena,Penthouse,35.92313,14.47163,12.0,3.0,4.0,227.0,153.0,74.0,770000,Northern
True,Remax,240231042-257,Luqa,Apartment,35.85177,14.46828,6.0,2.0,2.0,110.0,90.0,19.0,175000,Southern
True,Remax,240061006-3196,Senglea,Townhouse,35.88792,14.51448,8.0,3.0,2.0,71.0,0.0,0.0,340000,South Eastern
True,Remax,240191028-189,Birzebbuga,Apartment,35.8238,14.50649,8.0,3.0,2.0,146.0,131.0,15.0,273000,Southern
True,Remax,240151100-117,Naxxar,Maisonette,35.93002,14.42395,7.0,3.0,3.0,140.0,108.0,32.0,295000,Northern
True,Remax,240061146-75,Marsascala,Maisonette,35.85982,14.55497,9.0,3.0,3.0,187.0,145.0,42.0,355000,South Eastern
True,Remax,240061150-4,Tarxien,Penthouse,35.86768,14.50854,6.0,2.0,2.0,93.0,68.0,25.0,235000,South Eastern
True,Remax,240251117-6,Zebbug,House of Character,35.87328,14.4305,11.0,3.0,4.0,236.0,186.0,50.0,390000,Southern
True,Remax,240061006-3139,Ghaxaq,Villa Semi-detached,35.84683,14.50594,15.0,8.0,3.0,568.0,312.0,255.0,1325000,Southern
True,Remax,240311040-119,Zabbar,Penthouse,35.87442,14.537,3.0,2.0,0.0,129.0,113.0,16.0,240000,South Eastern
True,Remax,240311040-118,Zabbar,Apartment,35.87442,14.537,6.0,3.0,2.0,129.0,113.0,16.0,213000,South Eastern
True,Remax,240311040-117,Zabbar,Apartment,35.87442,14.537,6.0,3.0,2.0,129.0,113.0,16.0,211000,South Eastern
True,Remax,240311040-116,Zabbar,Apartment,35.87442,14.537,6.0,3.0,2.0,129.0,113.0,16.0,207000,South Eastern
True,Remax,240311040-357,Siggiewi,House of Character,35.84734,14.4136,7.0,2.0,2.0,193.0,145.0,15.0,545000,Southern
True,Remax,240091088-72,Sliema,Apartment,35.91223,14.49969,11.0,3.0,3.0,193.0,182.0,11.0,950000,Central
True,Remax,240091098-85,Attard,House of Character,35.89158,14.4248,9.0,3.0,2.0,172.0,140.0,32.0,535000,Central
True,Remax,240091058-227,San Gwann,Apartment,35.90863,14.47988,9.0,2.0,2.0,154.0,148.0,6.0,295000,Central
True,Remax,240031055-151,Gozo - Marsalforn,Apartment,36.07262,14.25921,3.0,1.0,1.0,38.0,36.0,2.0,145000,Gozo
True,Remax,240021056-126,Mosta,Townhouse,35.91184,14.41168,8.0,3.0,2.0,250.0,225.0,25.0,550000,Northern
True,Remax,240171006-2006,Tigne Point,Apartment,35.91223,14.49997,7.0,3.0,2.0,177.0,155.0,22.0,2150000,Central
True,Remax,240031047-1030,Gozo - Qala,Apartment,36.03831,14.30742,6.0,3.0,2.0,126.0,118.0,8.0,330000,Gozo
True,Remax,240221028-330,Sliema,Penthouse,35.91223,14.49969,6.0,3.0,2.0,270.0,180.0,90.0,2200000,Central
True,Remax,240031057-12,Gozo - Xaghra,Apartment,36.05168,14.26752,6.0,3.0,2.0,160.0,110.0,50.0,215000,Gozo
True,Remax,240171028-180,Gzira,Maisonette,35.90512,14.49346,6.0,3.0,2.0,180.0,0.0,0.0,450000,Central
True,Remax,240171006-1977,Fort Cambridge,Apartment,35.90931,14.50988,6.0,2.0,2.0,162.0,132.0,30.0,695000,Central
True,Remax,240031035-855,Gozo - Nadur,Penthouse,36.04965,14.28253,4.0,2.0,1.0,138.0,94.0,44.0,275000,Gozo
True,Remax,240031035-854,Gozo - Ghajnsielem,Penthouse,36.02502,14.28362,5.0,2.0,2.0,168.0,132.0,36.0,415000,Gozo
True,Remax,240351001-50840,Zebbug,Apartment,35.87328,14.4305,7.0,3.0,2.0,140.0,120.0,20.0,290000,Southern
True,Remax,240031036-179,Gozo - Ghajnsielem,Penthouse,36.02502,14.28362,5.0,2.0,2.0,100.0,69.0,31.0,265000,Gozo
True,Remax,240351001-49487,Fort Cambridge,Apartment,35.90931,14.50988,9.0,4.0,4.0,319.0,239.0,80.0,1480000,Central
True,Remax,240021017-3386,Sliema,Apartment,35.91223,14.49969,5.0,3.0,2.0,104.0,98.0,6.0,425000,Central
True,Remax,240021017-3385,Sliema,Apartment,35.91223,14.49969,3.0,1.0,1.0,42.0,41.0,1.0,266000,Central
True,Remax,240021017-3384,Sliema,Apartment,35.91223,14.49969,3.0,1.0,1.0,42.0,41.0,1.0,266000,Central
True,Remax,240021106-195,Swieqi,Maisonette,35.92315,14.46222,6.0,3.0,2.0,170.0,175.0,15.0,490000,Northern
True,Remax,240221044-121,Hamrun,Maisonette,35.88683,14.48569,3.0,1.0,1.0,46.0,44.0,2.0,123000,Southern
True,Remax,240031056-132,Gozo - Nadur,Penthouse,36.04965,14.28253,7.0,2.0,3.0,147.0,106.0,41.0,468000,Gozo
True,Remax,240151029-637,Gharghur,House of Character,35.9227,14.44798,8.0,3.0,2.0,95.0,115.0,20.0,465000,Northern
True,Remax,240031036-176,Gozo - Ghajnsielem,Penthouse,36.02502,14.28362,7.0,3.0,2.0,143.0,100.0,43.0,385000,Gozo
True,Remax,240171029-498,San Gwann,Maisonette,35.90863,14.47988,7.0,3.0,3.0,210.0,160.0,50.0,480000,Central
True,Remax,240171006-1952,San Gwann,Apartment,35.90863,14.47988,6.0,3.0,2.0,136.0,120.0,16.0,335000,Central
True,Remax,240171023-350,San Gwann,Penthouse,35.90863,14.47988,7.0,3.0,2.0,135.0,107.0,28.0,375000,Central
True,Remax,240031028-223,Gozo - Nadur,Townhouse,36.04965,14.28253,18.0,8.0,6.0,775.0,380.0,395.0,750000,Gozo
True,Remax,240041063-214,St Paul's Bay,Apartment,35.93579,14.38177,3.0,1.0,1.0,55.0,55.0,0.0,125000,Northern
True,Remax,240351001-48414,St Paul's Bay,Apartment,35.93579,14.38177,3.0,1.0,1.0,55.0,55.0,0.0,135000,Northern
True,Remax,240151120-10,Fort Cambridge,Apartment,35.90931,14.50988,4.0,1.0,1.0,100.0,85.0,15.0,470000,Central
True,Remax,240031028-222,Gozo - Victoria,Apartment,36.04335,14.23154,6.0,3.0,1.0,100.0,95.0,5.0,225000,Gozo
True,Remax,240351001-49773,Sliema,Townhouse,35.91223,14.49969,9.0,2.0,2.0,158.0,117.0,41.0,550000,Central
True,Remax,240171025-798,Kappara,Villa Detached,35.9077,14.4829,14.0,4.0,4.0,330.0,260.0,200.0,1050000,Central
True,Remax,240041024-518,Qormi,Townhouse,35.87667,14.45933,8.0,2.0,3.0,150.0,124.0,26.0,370000,Southern
True,Remax,240221053-39,Sliema,Block Of Apartments,35.91223,14.49969,0.0,0.0,0.0,700.0,0.0,0.0,1735000,Central
True,Remax,240091099-262,Sliema,Apartment,35.91223,14.49969,6.0,2.0,2.0,89.0,81.0,8.0,295000,Central
True,Remax,240031036-68,Gozo - Ghajnsielem,Plot,36.02502,14.28362,0.0,0.0,0.0,140.0,140.0,0.0,460000,Gozo
True,Remax,240031047-770,Gozo - Nadur,Terraced House,36.04965,14.28253,10.0,3.0,4.0,248.0,174.0,74.0,400000,Gozo
True,Remax,240021017-3383,Sliema,Apartment,35.91223,14.49969,3.0,1.0,1.0,137.0,52.0,86.0,570000,Central
True,Remax,240021017-3382,Sliema,Apartment,35.91223,14.49969,5.0,2.0,2.0,189.0,134.0,55.0,625000,Central
True,Remax,240021017-3381,Sliema,Apartment,35.91223,14.49969,4.0,2.0,1.0,77.0,74.0,3.0,380000,Central
True,Remax,240021017-3380,Sliema,Apartment,35.91223,14.49969,5.0,2.0,2.0,80.0,77.0,2.0,375000,Central
True,Remax,240021017-3379,Sliema,Apartment,35.91223,14.49969,5.0,2.0,2.0,80.0,77.0,2.0,365000,Central
True,Remax,240021017-3378,Sliema,Apartment,35.91223,14.49969,5.0,2.0,2.0,80.0,77.0,2.0,355000,Central
True,Remax,240021017-3377,Sliema,Apartment,35.91223,14.49969,5.0,2.0,2.0,80.0,77.0,2.0,345000,Central
True,Remax,240021017-3376,Sliema,Apartment,35.91223,14.49969,5.0,2.0,2.0,80.0,77.0,2.0,330000,Central
True,Remax,240021106-38,Santa Venera,Apartment,35.88952,14.47322,5.0,2.0,2.0,90.0,84.0,6.0,270000,Central
True,Remax,240171006-1470,St Julian's,Apartment,35.91986,14.48087,3.0,1.0,1.0,68.0,59.0,9.0,625000,Central
True,Remax,240041053-175,St Paul's Bay,Apartment,35.93579,14.38177,6.0,3.0,2.0,126.0,120.0,6.0,208000,Northern
True,Remax,240171002-317,Fort Cambridge,Apartment,35.90931,14.50988,10.0,3.0,3.0,213.0,175.0,38.0,1100000,Central
True,Remax,240171015-489,Sliema,Maisonette Duplex,35.91223,14.49969,7.0,3.0,2.0,100.0,97.0,0.0,450000,Central
True,Remax,240331023-2,Qawra,Apartment,35.95441,14.41972,7.0,2.0,2.0,88.0,70.0,18.0,260000,Northern
True,Remax,240091098-205,Gzira,Maisonette,35.90512,14.49346,6.0,2.0,2.0,113.0,84.0,29.0,243000,Central
True,Remax,240221049-44,Tigne Point,Apartment,35.91223,14.49997,7.0,3.0,3.0,180.0,156.0,24.0,1050000,Central
True,Remax,240091098-204,Gzira,Apartment,35.90512,14.49346,7.0,2.0,2.0,95.0,91.0,5.0,227000,Central
True,Remax,240171009-1373,St Paul's Bay,Penthouse,35.93579,14.38177,5.0,2.0,2.0,145.0,105.0,40.0,478000,Northern
True,Remax,240061149-38,Paola,Townhouse,35.87471,14.4968,8.0,2.0,2.0,115.0,90.0,25.0,308000,South Eastern
True,Remax,240081105-85,Mgarr,Garage (Residential),35.91883,14.34947,0.0,0.0,0.0,52.0,41.0,11.0,165000,Northern
True,Remax,240231051-20,Paola,Apartment,35.87471,14.4968,6.0,3.0,2.0,103.0,94.0,9.0,176000,South Eastern
True,Remax,240271020-115,Mosta,Maisonette,35.91184,14.41168,9.0,3.0,2.0,197.0,195.0,2.0,495000,Northern
True,Remax,240221001-501,Ta' Xbiex,Apartment,35.89926,14.49362,5.0,2.0,2.0,91.0,87.0,4.0,245000,Central
True,Remax,240231051-19,Paola,Apartment,35.87471,14.4968,4.0,1.0,1.0,65.0,61.0,3.0,127000,South Eastern
True,Remax,240061138-194,Ghaxaq,House of Character,35.84683,14.50594,5.0,2.0,1.0,130.0,120.0,10.0,265000,Southern
True,Remax,240271011-279,Birzebbuga,Apartment,35.8238,14.50649,8.0,4.0,2.0,140.0,130.0,10.0,450000,Southern
True,Remax,240221028-336,Pender Place,Apartment,35.92248,14.48854,8.0,3.0,2.0,168.0,140.0,28.0,565000,Central
True,Remax,240061130-374,Zabbar,Maisonette,35.87442,14.537,6.0,3.0,2.0,81.0,75.0,8.0,233000,South Eastern
True,Remax,240271011-278,Birzebbuga,Apartment,35.8238,14.50649,4.0,2.0,1.0,111.0,98.0,13.0,245000,Southern
True,Remax,240061130-373,Marsaxlokk,Maisonette,35.83352,14.54064,7.0,3.0,2.0,139.0,114.0,25.0,372000,South Eastern
True,Remax,240151093-126,Paola,Penthouse,35.87471,14.4968,6.0,3.0,2.0,156.0,130.0,26.0,327000,South Eastern
True,Remax,240041023-381,Gharghur,Apartment,35.9227,14.44798,9.0,3.0,2.0,105.0,90.0,15.0,350000,Northern
True,Remax,240461021-19,Qormi,Maisonette,35.87667,14.45933,9.0,1.0,2.0,189.0,165.0,24.0,638000,Southern
True,Remax,240081121-5,Kalkara,Maisonette Duplex,35.89132,14.53029,7.0,3.0,2.0,119.0,97.0,39.0,379000,South Eastern
True,Remax,240291025-143,Bugibba,Garage (Residential),35.95205,14.40935,0.0,0.0,0.0,15.0,15.0,0.0,40000,Northern
True,Remax,240081121-4,Lija,Apartment,35.90114,14.43885,7.0,3.0,2.0,147.0,139.0,8.0,385000,Central
True,Remax,240291025-137,Bugibba,Apartment,35.95205,14.40935,5.0,2.0,2.0,103.0,88.0,15.0,220000,Northern
True,Remax,240291025-138,Bugibba,Apartment,35.95205,14.40935,5.0,2.0,2.0,103.0,88.0,15.0,215000,Northern
True,Remax,240291025-139,Bugibba,Apartment,35.95205,14.40935,5.0,2.0,2.0,103.0,88.0,15.0,210000,Northern
True,Remax,240291025-140,Bugibba,Apartment,35.95205,14.40935,5.0,2.0,2.0,125.0,110.0,15.0,260000,Northern
True,Remax,240291025-141,Bugibba,Apartment,35.95205,14.40935,7.0,2.0,4.0,125.0,110.0,15.0,255000,Northern
True,Remax,240291025-142,Bugibba,Apartment,35.95205,14.40935,6.0,3.0,2.0,134.0,110.0,24.0,260000,Northern
True,Remax,240251096-292,Mosta,Apartment,35.91184,14.41168,4.0,2.0,1.0,82.0,82.0,0.0,234000,Northern
True,Remax,240031019-8061,Gozo - Nadur,Apartment,36.04965,14.28253,5.0,2.0,2.0,83.0,65.0,18.0,550000,Gozo
True,Remax,240191037-392,St Julian's,Penthouse,35.91986,14.48087,8.0,3.0,2.0,172.0,150.0,22.0,800000,Central
True,Remax,240091098-203,Hamrun,Townhouse,35.88683,14.48569,7.0,3.0,3.0,168.0,155.0,14.0,380000,Southern
True,Remax,240461027-395,Mosta,Apartment,35.91184,14.41168,7.0,3.0,2.0,134.0,115.0,19.0,285000,Northern
True,Remax,240031056-191,Gozo - Marsalforn,Penthouse,36.07262,14.25921,6.0,2.0,2.0,108.0,99.0,8.0,295000,Gozo
True,Remax,240191037-391,San Gwann,Apartment,35.90863,14.47988,5.0,2.0,2.0,108.0,90.0,18.0,287000,Central
True,Remax,240061150-82,Pieta,Apartment,35.89257,14.48986,6.0,2.0,2.0,129.0,120.0,9.0,266000,Central
True,Remax,240151078-195,San Gwann,Apartment,35.90863,14.47988,5.0,2.0,1.0,90.0,85.0,5.0,285000,Central
True,Remax,240061150-81,Pieta,Apartment,35.89257,14.48986,7.0,2.0,2.0,129.0,120.0,9.0,266000,Central
True,Remax,240031056-190,Gozo - Marsalforn,Penthouse,36.07262,14.25921,5.0,2.0,2.0,84.0,72.0,12.0,255000,Gozo
True,Remax,240151078-194,San Gwann,Apartment,35.90863,14.47988,5.0,2.0,1.0,90.0,85.0,5.0,285000,Central
True,Remax,240031056-189,Gozo - Marsalforn,Apartment,36.07262,14.25921,7.0,2.0,3.0,128.0,111.0,17.0,183000,Gozo
True,Remax,240031035-879,Gozo - Ghajnsielem,Apartment,36.02502,14.28362,6.0,2.0,1.0,345.0,180.0,165.0,420000,Gozo
True,Remax,240151119-44,Naxxar,Apartment,35.93002,14.42395,7.0,3.0,2.0,135.0,120.0,15.0,415000,Northern
True,Remax,240461012-115,Iklin,Maisonette,35.9095,14.4511,7.0,3.0,2.0,124.0,104.0,28.0,480000,Central
True,Remax,240311051-78,Hamrun,Apartment,35.88683,14.48569,3.0,1.0,1.0,50.0,46.0,4.0,180000,Southern
True,Remax,240031047-1076,Gozo - Victoria,Penthouse Duplex,36.04335,14.23154,6.0,3.0,2.0,194.0,107.0,87.0,223000,Gozo
True,Remax,240031047-1075,Gozo - Victoria,Apartment,36.04335,14.23154,6.0,3.0,2.0,143.0,128.0,15.0,192000,Gozo
True,Remax,240031047-1069,Gozo - Victoria,Penthouse Duplex,36.04335,14.23154,5.0,3.0,1.0,174.0,100.0,74.0,268000,Gozo
True,Remax,240031047-1068,Gozo - Victoria,Penthouse Duplex,36.04335,14.23154,4.0,1.0,1.0,149.0,72.0,77.0,218000,Gozo
True,Remax,240031047-1066,Gozo - Victoria,Apartment,36.04335,14.23154,5.0,2.0,2.0,103.0,81.0,22.0,176000,Gozo
True,Remax,240031047-1062,Gozo - Victoria,Apartment,36.04335,14.23154,5.0,2.0,2.0,102.0,81.0,21.0,170000,Gozo
True,Remax,240031036-278,Gozo - Xewkija,Apartment,36.032,14.24884,6.0,3.0,2.0,146.0,127.0,19.0,165000,Gozo
True,Remax,240061150-80,Qormi,Apartment,35.87667,14.45933,5.0,2.0,2.0,126.0,108.0,18.0,210000,Southern
True,Remax,240171006-2012,Portomaso,Apartment,35.92136,14.49149,6.0,2.0,2.0,92.0,80.0,12.0,550000,Central
True,Remax,240081103-303,Rabat,Apartment,35.88588,14.35485,8.0,3.0,2.0,129.0,119.0,10.0,370000,Northern
True,Remax,240041034-334,St Paul's Bay,Apartment,35.93579,14.38177,4.0,2.0,1.0,73.0,61.0,12.0,233000,Northern
True,Remax,240251083-256,Attard,Penthouse,35.89158,14.4248,6.0,3.0,2.0,310.0,160.0,150.0,825000,Central
True,Remax,240081104-266,Balzan,Maisonette,35.89738,14.44741,11.0,3.0,3.0,157.0,125.0,32.0,270000,Central
True,Remax,240171029-505,Swatar,Apartment,35.8977,14.47191,7.0,3.0,2.0,120.0,120.0,0.0,250000,Central
True,Remax,240151029-679,Birkirkara,Terraced House,35.89574,14.45658,11.0,3.0,2.0,135.0,175.0,30.0,559000,Central
True,Remax,240151078-193,Birkirkara,Apartment,35.89574,14.45658,4.0,2.0,1.0,95.0,85.0,10.0,220000,Central
True,Remax,240231060-1,Marsascala,Apartment,35.85982,14.55497,4.0,2.0,1.0,82.0,60.0,22.0,242500,South Eastern
True,Remax,240331007-75,Msida,Penthouse,35.89782,14.47937,5.0,2.0,1.0,121.0,0.0,0.0,299000,Central
True,Remax,240311040-366,Gharghur,Garage (Residential),35.9227,14.44798,0.0,0.0,0.0,24.0,24.0,0.0,65000,Northern
True,Remax,240311040-365,Balzan,Garage (Residential),35.89738,14.44741,0.0,0.0,0.0,24.0,24.0,0.0,45000,Central
True,Remax,240311040-364,Balzan,Garage (Residential),35.89738,14.44741,0.0,0.0,0.0,24.0,24.0,0.0,45000,Central
True,Remax,240251117-7,Qawra,Apartment,35.95441,14.41972,5.0,1.0,1.0,47.0,45.0,2.0,180000,Northern
True,Remax,240291036-172,Gzira,Apartment,35.90512,14.49346,6.0,3.0,2.0,141.0,128.0,13.0,356000,Central
True,Remax,240061135-534,Marsascala,Maisonette,35.85982,14.55497,5.0,2.0,2.0,123.0,100.0,23.0,265000,South Eastern
True,Remax,240251003-409,St Julian's,Apartment,35.91986,14.48087,7.0,3.0,2.0,140.0,132.0,8.0,380000,Central
True,Remax,240061151-15,Marsa,Terraced House,35.87578,14.48352,13.0,4.0,3.0,180.0,151.0,29.0,531500,South Eastern
True,Remax,240081104-267,Birkirkara,Maisonette,35.89574,14.45658,8.0,3.0,1.0,130.0,130.0,0.0,350000,Central
True,Remax,240191039-35,Luqa,Townhouse,35.85177,14.46828,11.0,4.0,3.0,100.0,170.0,20.0,450000,Southern
True,Remax,240311061-2,Mgarr,Land,35.91883,14.34947,1.0,0.0,0.0,750.0,750.0,0.0,215000,Northern
True,Remax,240191026-626,Msida,Penthouse,35.89782,14.47937,5.0,2.0,2.0,135.0,69.0,65.0,295000,Central
True,Remax,240041036-689,Mellieha,Apartment,35.96342,14.33521,4.0,2.0,1.0,89.0,86.0,3.0,425500,Northern
True,Remax,240031036-269,Gozo - Nadur,Apartment,36.04965,14.28253,5.0,2.0,2.0,87.0,83.0,4.0,150000,Gozo
True,Remax,240151013-216,Attard,Terraced House,35.89158,14.4248,12.0,5.0,3.0,361.0,130.0,240.0,900000,Central
True,Remax,240171033-146,Naxxar,Maisonette,35.93002,14.42395,6.0,3.0,2.0,117.0,90.0,27.0,425000,Northern
True,Remax,240031036-268,Gozo - Nadur,Apartment,36.04965,14.28253,6.0,3.0,2.0,128.0,115.0,13.0,195000,Gozo
True,Remax,240291037-8,Ghaxaq,Penthouse,35.84683,14.50594,8.0,3.0,2.0,112.0,64.0,48.0,350000,Southern
True,Remax,240461021-18,Gharghur,Apartment,35.9227,14.44798,7.0,3.0,2.0,140.0,118.0,21.0,404000,Northern
True,Remax,240171033-145,St Julian's,Apartment,35.91986,14.48087,8.0,2.0,2.0,121.0,85.0,36.0,360000,Central
True,Remax,240221053-126,Hamrun,Garage (Residential),35.88683,14.48569,0.0,0.0,0.0,34.0,34.0,0.0,50000,Southern
True,Remax,240221053-125,Hamrun,Garage (Residential),35.88683,14.48569,0.0,0.0,0.0,34.0,34.0,0.0,50000,Southern
True,Remax,240221053-124,Hamrun,Garage (Residential),35.88683,14.48569,0.0,0.0,0.0,47.0,47.0,0.0,50000,Southern
True,Remax,240221053-123,Hamrun,Penthouse,35.88683,14.48569,3.0,1.0,1.0,91.0,73.0,18.0,225000,Southern
True,Remax,240221053-122,Hamrun,Penthouse,35.88683,14.48569,4.0,1.0,2.0,91.0,73.0,18.0,225000,Southern
True,Remax,240221053-121,Hamrun,Apartment,35.88683,14.48569,5.0,2.0,2.0,94.0,84.0,10.0,235000,Southern
True,Remax,240221053-120,Hamrun,Apartment,35.88683,14.48569,5.0,2.0,2.0,97.0,87.0,10.0,235000,Southern
True,Remax,240031047-1060,Gozo - Ghajnsielem,Penthouse,36.02502,14.28362,5.0,2.0,2.0,183.0,95.0,88.0,400000,Gozo
True,Remax,240221053-119,Hamrun,Apartment,35.88683,14.48569,5.0,2.0,2.0,94.0,84.0,10.0,235000,Southern
True,Remax,240031047-1059,Gozo - Ghajnsielem,Apartment,36.02502,14.28362,5.0,2.0,2.0,88.0,81.0,7.0,168000,Gozo
True,Remax,240221053-118,Hamrun,Apartment,35.88683,14.48569,5.0,2.0,2.0,97.0,87.0,10.0,235000,Southern
True,Remax,240031047-1058,Gozo - Ghajnsielem,Apartment,36.02502,14.28362,6.0,3.0,2.0,113.0,102.0,11.0,172000,Gozo
True,Remax,240221053-117,Hamrun,Apartment,35.88683,14.48569,5.0,2.0,2.0,94.0,84.0,10.0,235000,Southern
True,Remax,240221053-116,Hamrun,Apartment,35.88683,14.48569,5.0,2.0,2.0,97.0,87.0,10.0,235000,Southern
True,Remax,240221053-115,Hamrun,Apartment,35.88683,14.48569,5.0,2.0,2.0,105.0,85.0,20.0,235000,Southern
True,Remax,240031047-1054,Gozo - Ghajnsielem,Apartment,36.02502,14.28362,6.0,3.0,2.0,113.0,102.0,11.0,165000,Gozo
True,Remax,240031047-1053,Gozo - Xaghra,Terraced House,36.05168,14.26752,9.0,3.0,4.0,224.0,179.0,45.0,400000,Gozo
True,Remax,240031047-1052,Gozo - Xaghra,Terraced House,36.05168,14.26752,9.0,3.0,4.0,224.0,179.0,45.0,400000,Gozo
True,Remax,240231051-15,Fgura,Garage (Residential),35.87281,14.51684,1.0,0.0,0.0,17.0,17.0,0.0,43000,South Eastern
True,Remax,240031047-1051,Gozo - Xaghra,Terraced House,36.05168,14.26752,9.0,3.0,4.0,224.0,179.0,45.0,400000,Gozo
True,Remax,240291037-7,Bugibba,Garage (Residential),35.95205,14.40935,0.0,0.0,0.0,52.0,52.0,0.0,79000,Northern
True,Remax,240031047-1050,Gozo - Xaghra,Terraced House,36.05168,14.26752,8.0,3.0,3.0,230.0,175.0,55.0,400000,Gozo
True,Remax,240061006-3233,Hamrun,Apartment,35.88683,14.48569,4.0,2.0,1.0,116.0,95.0,21.0,192000,Southern
True,Remax,240221053-114,Hamrun,Apartment,35.88683,14.48569,5.0,2.0,2.0,103.0,85.0,18.0,235000,Southern
True,Remax,240231051-14,Fgura,Penthouse,35.87281,14.51684,7.0,3.0,2.0,147.0,112.0,35.0,350000,South Eastern
True,Remax,240031055-159,Gozo - Xlendi,Penthouse,36.03224,14.21726,6.0,2.0,2.0,132.0,110.0,22.0,236000,Gozo
True,Remax,240031055-158,Gozo - Xlendi,Penthouse,36.03224,14.21726,6.0,2.0,2.0,132.0,110.0,22.0,238000,Gozo
True,Remax,240031055-156,Gozo - Xlendi,Apartment,36.03224,14.21726,7.0,3.0,2.0,139.0,124.0,15.0,186000,Gozo
True,Remax,240061150-79,Kalkara,Maisonette,35.89132,14.53029,6.0,3.0,2.0,90.0,90.0,0.0,287000,South Eastern
True,Remax,240251097-749,Pieta,Apartment,35.89257,14.48986,3.0,1.0,1.0,69.0,54.0,15.0,155000,Central
True,Remax,240031055-155,Gozo - Xlendi,Apartment,36.03224,14.21726,7.0,3.0,2.0,139.0,124.0,15.0,188000,Gozo
