PropertyType,Town,TotalBedrooms,Sale_Count,Rent_Count,Sale_Median_Bathrooms,Rent_Median_Bathrooms,Sale_Median_IntArea,Rent_Median_IntArea,Sale_Median_ExtArea,Rent_Median_ExtArea,Sale_Min_Price,Sale_Max_Price,Sale_Mean_Price,Rent_Min_Price,Rent_Max_Price,Rent_Mean_Price,Downpayment,Repayment_Year,Repayment_Monthly,Vacancy_Monthly,Repairs_Monthly,Management_Monthly,Net_Rent_Year,Net_Rent_Monthly,CoC_Return
Apartment,Qormi,4.0,5,6,3.0,2.0,145.0,0.0,13.0,0.0,230000,297000,264400.0,1500,1600,1516.67,66100.0,3795.98,316.33,75.83,75.83,151.67,10764.05,897.0,0.16
Penthouse,Gozo - Xlendi,2.0,3,2,2.0,2.0,110.0,0.0,22.0,0.0,163500,238000,212500.0,1200,1200,1200.0,53125.0,3050.86,254.24,60.0,60.0,120.0,8469.14,705.76,0.16
Block Of Apartments,Sliema,0.0,2,4,0.0,0.0,0.0,0.0,14.5,0.0,1275000,1735000,1505000.0,1000,18950,8362.5,376250.0,21607.24,1800.6,418.12,418.12,836.25,58672.76,4889.4,0.16
Apartment,Santa Venera,1.0,4,12,1.0,1.0,57.5,0.0,3.5,0.0,152000,170000,158250.0,750,1050,862.5,39562.5,2271.99,189.33,43.12,43.12,86.25,6008.01,500.67,0.15
Townhouse,Senglea,3.0,13,2,2.0,2.5,112.5,0.0,6.5,0.0,266000,900000,448000.0,1700,2900,2300.0,112000.0,6431.92,535.99,115.0,115.0,230.0,15648.08,1304.01,0.14
House of Character,Zejtun,3.0,10,3,2.0,3.0,140.5,0.0,24.5,0.0,235000,990000,523600.0,900,4000,2633.33,130900.0,7517.31,626.44,131.67,131.67,263.33,17762.66,1480.22,0.14
Apartment,Kappara,1.0,3,12,0.0,1.0,50.0,0.0,7.0,0.0,175000,196000,182000.0,650,1350,904.17,45500.0,2612.97,217.75,45.21,45.21,90.42,6067.06,505.59,0.13
Apartment,Paola,2.0,17,9,2.0,1.0,80.0,0.0,10.0,0.0,130000,223000,179941.18,675,1350,858.33,44985.3,2583.41,215.28,42.92,42.92,85.83,5656.56,471.38,0.13
Apartment,Guardamangia,1.0,3,4,1.0,1.0,50.0,0.0,9.0,0.0,159000,175000,164666.67,750,950,812.5,41166.67,2364.11,197.01,40.62,40.62,81.25,5435.89,452.99,0.13
Apartment,Gozo - Zebbug,3.0,3,16,2.0,2.0,0.0,0.0,0.0,0.0,172000,175000,173666.67,450,2200,869.69,43416.67,2493.33,207.78,43.48,43.48,86.97,5855.7,487.97,0.13
Apartment,Hamrun,1.0,17,4,1.0,1.0,55.0,0.0,5.0,0.0,127000,210000,154529.41,650,800,737.5,38632.35,2218.57,184.88,36.88,36.88,73.75,4861.43,405.12,0.13
Apartment,San Gwann,4.0,3,9,1.0,3.0,135.0,0.0,13.0,0.0,266000,360000,317000.0,950,3800,1538.89,79250.0,4551.16,379.26,76.94,76.94,153.89,10222.19,851.85,0.13
Maisonette,Balzan,2.0,2,9,1.5,2.0,91.0,0.0,21.0,0.0,240000,250000,245000.0,900,1500,1188.89,61250.0,3517.46,293.12,59.44,59.44,118.89,7895.89,657.99,0.13
Apartment,Rabat,1.0,4,3,1.0,1.0,66.0,0.0,6.0,0.0,160000,170000,163750.0,700,850,788.33,40937.5,2350.95,195.91,39.42,39.42,78.83,5217.01,434.75,0.13
Apartment,Pieta,3.0,34,57,2.0,2.0,119.0,0.0,10.0,0.0,155000,735000,288911.76,700,3000,1443.86,72227.94,4147.9,345.66,72.19,72.19,144.39,9713.16,809.43,0.13
Apartment,Pieta,1.0,29,11,1.0,1.0,50.0,0.0,4.0,0.0,130000,225000,165551.72,700,1000,804.55,41387.93,2376.82,198.07,40.23,40.23,80.46,5346.86,445.57,0.13
Apartment,Ta' l-Ibragg,4.0,2,7,2.0,2.0,154.5,0.0,7.0,0.0,330000,395000,362500.0,1250,2300,1657.14,90625.0,5204.4,433.7,82.86,82.86,165.71,10704.14,892.01,0.12
Apartment,Gozo - Xewkija,2.0,4,5,2.0,1.0,85.0,0.0,5.0,0.0,125000,135000,130875.0,550,650,590.0,32718.75,1878.97,156.58,29.5,29.5,59.0,3785.03,315.42,0.12
Apartment,Paola,3.0,26,18,2.0,2.0,114.5,0.0,9.5,0.0,164719,372000,222604.58,700,2000,1016.67,55651.14,3195.93,266.33,50.83,50.83,101.67,6564.11,547.01,0.12
Apartment,Tarxien,2.0,11,8,2.0,2.0,91.0,0.0,9.0,0.0,180000,223000,196181.82,800,1200,887.5,49045.46,2816.58,234.71,44.38,44.38,88.75,5703.42,475.29,0.12
Apartment,Gudja,3.0,7,6,2.0,2.0,115.0,0.0,10.0,0.0,235000,308000,262142.86,850,1400,1191.67,65535.72,3763.58,313.63,59.58,59.58,119.17,7676.46,639.7,0.12
Apartment,Zabbar,2.0,55,11,2.0,2.0,82.0,0.0,9.0,0.0,160000,298000,201194.55,680,1250,884.55,50298.64,2888.54,240.71,44.23,44.23,88.46,5603.14,466.93,0.11
Apartment,Gozo - Fontana,2.0,3,4,2.0,1.5,97.0,0.0,8.0,0.0,141000,170000,152666.67,450,850,650.0,38166.67,2191.83,182.65,32.5,32.5,65.0,4048.17,337.35,0.11
Apartment,Msida,2.0,85,336,2.0,2.0,80.0,0.0,6.0,0.0,136000,295000,214430.0,80,1500,920.51,53607.5,3078.56,256.55,46.03,46.03,92.05,5758.33,479.86,0.11
Apartment,Hamrun,2.0,58,15,2.0,1.0,87.0,0.0,6.0,0.0,108000,245000,193508.62,650,1200,826.67,48377.16,2778.2,231.52,41.33,41.33,82.67,5157.83,429.82,0.11
Apartment,Ta' Xbiex,1.0,4,9,1.5,1.0,50.0,0.0,3.0,0.0,170000,329000,240250.0,700,1400,1016.67,60062.5,3449.26,287.44,50.83,50.83,101.67,6310.77,525.9,0.11
Penthouse,Fgura,1.0,6,4,1.0,1.0,61.0,0.0,24.5,0.0,155000,199000,180166.67,700,850,800.0,45041.67,2586.65,215.55,40.0,40.0,80.0,5093.35,424.45,0.11
Apartment,Msida,1.0,38,125,1.0,1.0,58.5,0.0,5.5,0.0,150000,239000,178092.11,650,1000,777.28,44523.03,2556.86,213.07,38.86,38.86,77.73,4905.03,408.75,0.11
Apartment,Pembroke,3.0,23,8,2.0,2.0,95.0,0.0,12.0,0.0,284500,495000,349782.61,1000,1900,1481.25,87445.65,5021.82,418.48,74.06,74.06,148.12,9198.18,766.52,0.11
Penthouse,Pieta,2.0,4,15,1.5,2.0,79.5,0.0,32.5,0.0,268000,319000,296000.0,1000,1700,1323.33,74000.0,4249.66,354.14,66.17,66.17,132.33,8454.31,704.53,0.11
Apartment,Marsascala,0.0,2,4,0.5,0.0,88.5,0.0,10.5,0.0,178000,202000,190000.0,700,900,837.5,47500.0,2727.82,227.32,41.88,41.88,83.75,5312.18,442.68,0.11
Apartment,Luqa,2.0,5,20,2.0,2.0,101.0,0.0,16.0,0.0,175000,205000,193200.0,700,1000,842.5,48300.0,2773.77,231.15,42.12,42.12,84.25,5314.23,442.85,0.11
Apartment,Hamrun,3.0,13,11,2.0,2.0,118.0,0.0,12.0,0.0,133000,257000,207000.0,800,1000,900.0,51750.0,2971.89,247.66,45.0,45.0,90.0,5668.11,472.34,0.11
Apartment,San Gwann,1.0,14,53,1.0,1.0,62.0,0.0,8.0,0.0,155000,375000,195500.0,625,1350,845.28,48875.0,2806.79,233.9,42.26,42.26,84.53,5307.9,442.33,0.11
Penthouse Duplex,Gzira,2.0,3,9,2.0,2.0,95.0,0.0,41.0,0.0,330000,356000,345333.33,1000,2700,1505.56,86333.33,4957.94,413.16,75.28,75.28,150.56,9495.44,791.29,0.11
House of Character,Zebbug,4.0,4,2,2.0,3.5,187.5,0.0,47.5,0.0,350000,2500000,1006000.0,3500,5000,4250.0,251500.0,14443.11,1203.59,212.5,212.5,425.0,26356.89,2196.41,0.1
Apartment,Pieta,2.0,25,57,2.0,2.0,93.0,0.0,8.0,0.0,154000,450000,258840.0,750,1850,1034.56,64710.0,3716.16,309.68,51.73,51.73,103.46,6215.62,517.97,0.1
Apartment,Gzira,2.0,79,422,2.0,2.0,89.0,0.0,10.0,0.0,195000,595000,264260.57,45,2500,1099.77,66065.14,3793.98,316.17,54.99,54.99,109.98,6763.81,563.65,0.1
Maisonette,Luqa,2.0,2,5,1.5,2.0,86.5,0.0,23.0,0.0,194000,235000,214500.0,850,1000,890.0,53625.0,3079.57,256.63,44.5,44.5,89.0,5464.43,455.37,0.1
Penthouse,St Julian's,2.0,5,73,2.0,2.0,80.0,0.0,50.0,0.0,285000,675000,482000.0,85,6000,1938.84,120500.0,6920.06,576.67,96.94,96.94,193.88,11692.81,974.4,0.1
Apartment,Zejtun,2.0,22,10,2.0,2.0,83.0,0.0,12.5,0.0,148000,260000,193931.82,675,900,777.5,48482.96,2784.27,232.02,38.88,38.88,77.75,4679.73,389.98,0.1
Maisonette,Kalkara,2.0,3,2,2.0,1.0,80.0,0.0,18.0,0.0,215000,245000,225000.0,900,900,900.0,56250.0,3230.32,269.19,45.0,45.0,90.0,5409.68,450.81,0.1
Apartment,Marsaxlokk,2.0,27,16,2.0,2.0,86.0,0.0,11.0,0.0,156000,270000,195555.56,700,1000,815.62,48888.89,2807.58,233.97,40.78,40.78,81.56,5022.37,418.53,0.1
Maisonette,Pieta,2.0,4,3,1.5,2.0,89.5,0.0,13.5,0.0,143000,266000,196000.0,700,1000,816.67,49000.0,2813.97,234.5,40.83,40.83,81.67,5026.07,418.84,0.1
Apartment,Guardamangia,3.0,7,17,2.0,2.0,115.0,0.0,8.0,0.0,235000,350000,265000.0,900,1550,1100.0,66250.0,3804.6,317.05,55.0,55.0,110.0,6755.4,562.95,0.1
Apartment,Ta' Xbiex,2.0,8,37,2.0,2.0,88.5,0.0,6.0,0.0,215000,575000,305500.0,800,4000,1290.54,76375.0,4386.05,365.5,64.53,64.53,129.05,8003.13,666.93,0.1
Apartment,Birkirkara,2.0,47,74,2.0,2.0,85.0,0.0,8.0,0.0,196000,305000,229553.19,650,1400,942.36,57388.3,3295.69,274.64,47.12,47.12,94.24,5750.97,479.25,0.1
Apartment,Qormi,2.0,47,11,2.0,2.0,87.0,0.0,11.0,0.0,170000,245000,213425.53,700,1000,859.09,53356.38,3064.14,255.35,42.95,42.95,85.91,5183.12,431.93,0.1
Apartment,Qormi,3.0,73,22,2.0,2.0,120.0,0.0,14.0,0.0,160000,395000,254714.38,650,1600,1040.91,63678.6,3656.93,304.74,52.05,52.05,104.09,6335.81,527.98,0.1
Apartment,Mellieha,1.0,8,23,1.5,1.0,68.0,0.0,11.0,0.0,190000,305000,226750.0,550,1700,947.83,56687.5,3255.44,271.29,47.39,47.39,94.78,5843.73,486.98,0.1
Maisonette,San Pawl tat Targa,3.0,5,4,2.0,2.0,119.0,0.0,40.0,0.0,440000,440000,440000.0,950,3000,1850.0,110000.0,6317.07,526.42,92.5,92.5,185.0,11442.93,953.58,0.1
Apartment,St Paul's Bay,1.0,18,43,1.0,1.0,57.0,0.0,5.5,0.0,125000,345000,183583.33,80,1200,760.58,45895.83,2635.7,219.64,38.03,38.03,76.06,4665.87,388.82,0.1
Penthouse,Gzira,1.0,15,47,1.0,1.0,56.0,0.0,22.0,0.0,190000,325000,251200.0,72,1500,1019.09,62800.0,3606.47,300.54,50.95,50.95,101.91,6176.79,514.73,0.1
Apartment,Guardamangia,2.0,15,20,2.0,2.0,90.0,0.0,6.0,0.0,195000,250000,226400.0,850,1300,930.0,56600.0,3250.42,270.87,46.5,46.5,93.0,5677.58,473.13,0.1
Penthouse,Santa Venera,1.0,10,5,1.0,1.0,58.5,0.0,18.0,0.0,180000,245000,213200.0,800,1000,890.0,53300.0,3060.91,255.08,44.5,44.5,89.0,5483.09,456.92,0.1
Maisonette,Hamrun,1.0,8,4,1.0,1.0,47.0,0.0,5.0,0.0,88000,372000,197250.0,750,850,775.0,49312.5,2831.91,235.99,38.75,38.75,77.5,4608.09,384.01,0.09
Maisonette,Gozo - Victoria,3.0,4,9,2.5,2.0,137.5,0.0,20.5,0.0,176000,225000,201500.0,600,1100,750.0,50375.0,2892.93,241.08,37.5,37.5,75.0,4307.07,358.92,0.09
Apartment,San Gwann,3.0,41,117,2.0,2.0,120.0,0.0,16.0,0.0,208000,450000,300743.9,700,2500,1148.72,75185.98,4317.77,359.81,57.44,57.44,114.87,6709.94,559.16,0.09
Maisonette,Gozo - Sannat,3.0,2,2,1.5,3.0,123.5,0.0,30.0,0.0,178000,240000,209000.0,800,850,825.0,52250.0,3000.61,250.05,41.25,41.25,82.5,4919.39,409.95,0.09
Apartment,Floriana,2.0,2,14,1.5,2.0,87.5,0.0,13.0,0.0,266000,350000,308000.0,750,2000,1200.0,77000.0,4421.95,368.5,60.0,60.0,120.0,7098.05,591.5,0.09
Penthouse,Naxxar,1.0,2,9,0.5,1.0,62.0,0.0,81.0,0.0,275000,295000,285000.0,700,2200,1120.0,71250.0,4091.74,340.98,56.0,56.0,112.0,6660.26,555.02,0.09
Penthouse,Pender Place,3.0,2,6,2.0,2.5,150.0,0.0,68.0,0.0,899000,980000,939500.0,2900,4500,3600.0,234875.0,13488.37,1124.03,180.0,180.0,360.0,21071.63,1755.97,0.09
Penthouse,Iklin,1.0,5,2,1.0,1.0,56.0,0.0,37.0,0.0,250000,350000,300000.0,1000,1250,1125.0,75000.0,4307.09,358.92,56.25,56.25,112.5,6492.91,541.08,0.09
Penthouse,Hamrun,2.0,10,4,2.0,1.5,70.0,0.0,21.5,0.0,189000,404000,247700.0,800,1100,950.0,61925.0,3556.22,296.35,47.5,47.5,95.0,5563.78,463.65,0.09
Apartment,Gzira,1.0,31,245,1.0,1.0,55.0,0.0,5.0,0.0,165000,595000,251870.97,70,2500,966.47,62967.74,3616.1,301.34,48.32,48.32,96.65,5662.01,471.83,0.09
Penthouse,Hamrun,1.0,6,4,1.0,1.0,60.0,27.5,21.0,9.0,160000,235000,210500.0,650,850,800.0,52625.0,3022.14,251.85,40.0,40.0,80.0,4657.86,388.15,0.09
Apartment,Msida,3.0,41,197,2.0,2.0,105.0,0.0,9.0,0.0,215000,670000,288902.44,60,1700,1097.46,72225.61,4147.76,345.65,54.87,54.87,109.75,6387.85,532.32,0.09
Apartment,Gozo - Victoria,2.0,11,56,2.0,1.0,105.0,0.0,14.0,0.0,129000,225000,175454.55,450,1000,651.79,43863.64,2519.0,209.92,32.59,32.59,65.18,3738.19,311.52,0.09
Penthouse,San Gwann,3.0,14,14,2.0,2.0,108.5,0.0,24.0,0.0,320000,750000,472928.57,1200,4000,1782.14,118232.14,6789.82,565.82,89.11,89.11,178.21,10318.72,859.89,0.09
Apartment,San Gwann,2.0,61,213,2.0,2.0,85.0,0.0,10.0,0.0,210000,388000,249639.34,600,2200,981.1,62409.84,3584.06,298.67,49.06,49.06,98.11,5834.5,486.21,0.09
Apartment,Santa Venera,2.0,55,27,2.0,2.0,91.0,0.0,8.0,0.0,165000,350000,221083.64,700,1100,864.81,55270.91,3174.09,264.51,43.24,43.24,86.48,5128.09,427.34,0.09
Maisonette,Zabbar,2.0,21,6,2.0,2.0,90.0,0.0,20.0,0.0,180000,315000,238490.48,700,1100,916.67,59622.62,3424.0,285.33,45.83,45.83,91.67,5376.03,448.0,0.09
Apartment,Gozo - Gharb,2.0,2,5,2.0,2.0,84.0,0.0,6.0,0.0,155000,159000,157000.0,500,750,590.0,39250.0,2254.04,187.84,29.5,29.5,59.0,3409.96,284.16,0.09
Maisonette,Santa Venera,3.0,2,5,1.0,2.0,133.5,0.0,22.5,0.0,295000,352000,323500.0,1000,1500,1220.0,80875.0,4644.48,387.04,61.0,61.0,122.0,7067.52,588.96,0.09
Penthouse,Tarxien,2.0,9,2,2.0,1.5,88.0,0.0,22.0,0.0,190000,314000,255055.56,900,1100,1000.0,63763.89,3661.82,305.15,50.0,50.0,100.0,5938.18,494.85,0.09
Apartment,Manikata,2.0,10,12,1.0,2.0,78.0,0.0,5.0,0.0,198000,239000,214400.0,650,1000,850.0,53600.0,3078.13,256.51,42.5,42.5,85.0,5081.87,423.49,0.09
Apartment,Xghajra,2.0,5,17,1.0,2.0,80.0,0.0,5.0,0.0,190000,273000,210800.0,650,1200,826.47,52700.0,3026.45,252.2,41.32,41.32,82.65,4907.66,408.97,0.09
Apartment,Fgura,3.0,72,11,2.0,2.0,114.5,0.0,10.0,0.0,180000,329000,224776.39,700,1200,859.09,56194.1,3227.11,268.93,42.95,42.95,85.91,5020.16,418.35,0.09
Townhouse,Rabat,2.0,6,4,2.0,2.5,89.5,0.0,9.0,0.0,238000,470000,326333.33,850,2100,1225.0,81583.33,4685.16,390.43,61.25,61.25,122.5,7074.84,589.57,0.09
Maisonette,Pieta,1.0,2,2,1.0,1.0,66.5,0.0,1.5,0.0,175000,266000,220500.0,750,900,825.0,55125.0,3165.71,263.81,41.25,41.25,82.5,4754.29,396.19,0.09
Apartment,Birkirkara,3.0,49,87,2.0,2.0,120.0,0.0,10.0,0.0,225000,399000,281693.84,700,1700,1082.41,70423.46,4044.27,337.02,54.12,54.12,108.24,6346.87,528.91,0.09
Apartment,Birkirkara,1.0,4,4,1.0,1.5,57.0,0.0,7.5,0.0,183000,212000,199250.0,650,850,750.0,49812.5,2860.63,238.39,37.5,37.5,75.0,4339.37,361.61,0.09
Maisonette,Qawra,2.0,13,18,2.0,1.0,91.0,0.0,10.0,0.0,185000,295000,220692.31,600,1200,833.33,55173.08,3168.47,264.04,41.67,41.67,83.33,4831.5,402.62,0.09
Apartment,Balzan,2.0,14,16,2.0,2.0,86.0,0.0,11.0,0.0,240000,385000,262571.43,650,2500,1003.12,65642.86,3769.73,314.14,50.16,50.16,100.31,5860.22,488.35,0.09
Penthouse Duplex,Sliema,3.0,6,11,2.0,3.0,127.0,0.0,29.5,0.0,580000,1100000,696500.0,1500,5000,2718.18,174125.0,9999.63,833.3,135.91,135.91,271.82,16094.9,1341.24,0.09
Apartment,Fgura,2.0,15,8,2.0,1.5,93.0,0.0,9.0,0.0,175000,244000,206266.67,700,900,811.88,51566.67,2961.36,246.78,40.59,40.59,81.19,4832.68,402.72,0.09
Apartment,Gozo - Xlendi,1.0,4,8,1.0,1.0,58.5,0.0,14.5,0.0,145000,160000,152125.0,450,1000,553.75,38031.25,2184.05,182.0,27.69,27.69,55.38,3131.95,261.0,0.08
Apartment,Gzira,3.0,68,181,2.0,2.0,111.0,0.0,9.5,0.0,225000,2500000,353433.82,67,7000,1307.19,88358.46,5074.24,422.85,65.36,65.36,130.72,7474.79,622.9,0.08
Apartment,Birguma,3.0,2,3,2.0,2.0,57.5,0.0,4.5,0.0,330000,340000,335000.0,1000,1600,1200.0,83750.0,4809.58,400.8,60.0,60.0,120.0,6710.42,559.2,0.08
Apartment,Kappara,2.0,7,46,2.0,2.0,91.0,0.0,22.0,0.0,240000,385000,309142.86,700,1750,1135.76,77285.72,4438.35,369.86,56.79,56.79,113.58,6464.94,538.75,0.08
Apartment,Kappara,3.0,20,15,2.0,2.0,113.5,0.0,13.0,0.0,240000,425000,341750.0,850,1500,1183.33,85437.5,4906.49,408.87,59.17,59.17,118.33,6453.47,537.79,0.08
Apartment,Iklin,2.0,23,9,2.0,2.0,81.0,0.0,10.0,0.0,232000,350000,266434.78,700,1200,922.22,66608.7,3825.2,318.77,46.11,46.11,92.22,5028.12,419.01,0.08
Apartment,Ghaxaq,3.0,30,15,2.0,2.0,111.0,0.0,13.0,0.0,220000,372000,260233.33,700,1200,920.0,65058.33,3736.16,311.35,46.0,46.0,92.0,5095.84,424.65,0.08
Apartment,Gozo - Xaghra,2.0,4,14,1.5,2.0,86.5,0.0,19.5,0.0,135000,225000,181750.0,450,850,662.5,45437.5,2609.38,217.45,33.12,33.12,66.25,3750.62,312.55,0.08
Apartment,Gozo - Sannat,2.0,16,6,2.0,2.0,92.0,0.0,10.0,0.0,120000,306000,165906.25,500,750,575.0,41476.56,2381.91,198.49,28.75,28.75,57.5,3138.09,261.51,0.08
Townhouse,Paola,2.0,4,4,2.0,1.0,90.0,0.0,11.0,0.0,270000,340000,303750.0,900,1200,1050.0,75937.5,4360.93,363.41,52.5,52.5,105.0,5719.07,476.59,0.08
Penthouse,Santa Venera,2.0,8,10,1.0,2.0,87.0,0.0,24.5,0.0,215000,400000,266125.0,750,1200,937.5,66531.25,3820.75,318.4,46.88,46.88,93.75,5179.25,431.6,0.08
Penthouse,St Julian's,1.0,3,42,1.0,1.0,66.0,0.0,17.0,0.0,260000,350000,313333.33,700,1600,1137.5,78333.33,4498.52,374.88,56.88,56.88,113.75,6421.48,535.12,0.08
Maisonette,Gzira,1.0,4,21,1.0,1.0,62.0,0.0,11.5,0.0,165000,350000,235000.0,650,1100,829.76,58750.0,3373.89,281.16,41.49,41.49,82.98,4591.81,382.65,0.08
Penthouse,Swatar,2.0,4,27,2.0,2.0,0.0,0.0,4.0,0.0,266000,309000,285000.0,750,1300,987.04,71250.0,4091.74,340.98,49.35,49.35,98.7,5383.85,448.65,0.08
Apartment,Bugibba,3.0,56,90,2.0,2.0,113.0,0.0,20.0,0.0,185000,795000,280553.57,64,2000,1008.49,70138.39,4027.9,335.66,50.42,50.42,100.85,5653.61,471.13,0.08
House of Character,Siggiewi,3.0,7,6,3.0,2.5,194.0,0.0,58.0,0.0,365000,795000,645000.0,750,3500,2241.67,161250.0,9260.24,771.69,112.08,112.08,224.17,12259.79,1021.65,0.08
Apartment,Gozo - Gharb,3.0,4,15,2.0,2.0,142.5,0.0,18.0,0.0,180000,250000,209250.0,500,1200,736.67,52312.5,3004.2,250.35,36.83,36.83,73.67,4067.84,338.99,0.08
Apartment,Gozo - Fontana,3.0,3,6,2.0,1.5,130.0,0.0,19.0,0.0,170000,230000,190666.67,550,800,658.33,47666.67,2737.4,228.12,32.92,32.92,65.83,3582.57,298.55,0.08
Apartment,Gozo - Victoria,3.0,28,80,2.0,2.0,117.5,0.0,14.5,0.0,153000,325000,213392.86,400,1500,772.44,53348.22,3063.67,255.31,38.62,38.62,77.24,4351.75,362.65,0.08
Maisonette,Mosta,2.0,14,11,2.0,2.0,100.0,0.0,19.0,0.0,183000,372000,273607.14,700,1700,959.09,68401.78,3928.17,327.35,47.95,47.95,95.91,5279.1,439.92,0.08
House of Character,Siggiewi,2.0,3,3,2.0,3.0,145.0,0.0,15.0,0.0,350000,545000,457333.33,750,2800,1616.67,114333.33,6565.92,547.16,80.83,80.83,161.67,8954.11,746.18,0.08
Apartment,Swieqi,4.0,2,34,2.5,2.0,116.5,0.0,6.0,0.0,385000,410000,397500.0,900,2300,1372.06,99375.0,5706.89,475.57,68.6,68.6,137.21,7464.88,622.07,0.08
Maisonette,St Julian's,2.0,5,31,2.0,2.0,87.0,0.0,5.0,0.0,260000,425000,352000.0,115,3500,1301.13,88000.0,5053.65,421.14,65.06,65.06,130.11,7437.2,619.77,0.08
Maisonette,San Gwann,2.0,3,10,2.0,2.0,96.0,0.0,29.0,0.0,189000,388000,298666.67,800,1500,1052.5,74666.67,4287.95,357.33,52.62,52.62,105.25,5816.05,484.67,0.08
Apartment,Swatar,2.0,12,64,2.0,2.0,0.0,0.0,0.0,0.0,224000,256000,244916.67,85,1400,896.25,61229.17,3516.26,293.02,44.81,44.81,89.62,5087.74,423.98,0.08
Apartment,Swieqi,1.0,4,85,1.0,1.0,60.0,0.0,9.5,0.0,213000,290000,250750.0,650,2000,882.18,62687.5,3600.01,300.0,44.11,44.11,88.22,4868.92,405.74,0.08
Apartment,Swieqi,2.0,14,191,2.0,2.0,90.0,0.0,5.5,0.0,250000,530000,325500.0,650,2000,1147.91,81375.0,4673.19,389.43,57.4,57.4,114.79,6346.74,528.9,0.08
Apartment,Swieqi,3.0,54,330,2.0,2.0,124.5,0.0,12.0,0.0,290000,570000,393425.93,90,2500,1395.82,98356.48,5648.4,470.7,69.79,69.79,139.58,7751.47,645.96,0.08
Apartment,Ta' l-Ibragg,2.0,5,74,2.0,2.0,85.0,0.0,0.0,0.0,315000,420000,355000.0,700,2900,1290.81,88750.0,5096.72,424.73,64.54,64.54,129.08,7295.05,607.92,0.08
Penthouse,Balzan,2.0,8,13,2.0,2.0,95.0,0.0,68.0,0.0,250000,495000,354500.0,950,1600,1303.85,88625.0,5089.55,424.13,65.19,65.19,130.38,7427.41,618.95,0.08
Apartment,Tarxien,3.0,47,16,2.0,2.0,108.0,0.0,16.0,0.0,213000,308000,237957.45,725,950,873.44,59489.36,3416.35,284.7,43.67,43.67,87.34,4968.68,414.06,0.08
Maisonette,Qawra,3.0,11,20,2.0,2.0,124.0,0.0,40.0,0.0,235000,305000,276636.36,700,1600,985.0,69159.09,3971.66,330.97,49.25,49.25,98.5,5484.34,457.03,0.08
Maisonette,Pembroke,3.0,3,11,2.0,2.0,118.0,0.0,32.0,0.0,375000,460000,431666.67,1000,2000,1495.45,107916.67,6197.42,516.45,74.77,74.77,149.55,8158.9,679.91,0.08
Maisonette,Paola,2.0,6,10,1.5,1.0,78.5,0.0,8.0,0.0,140000,270000,207500.0,650,850,755.0,51875.0,2979.07,248.26,37.75,37.75,75.5,4268.93,355.74,0.08
Maisonette,Manikata,3.0,2,4,3.0,2.0,118.0,0.0,18.0,0.0,264000,264000,264000.0,900,1000,950.0,66000.0,3790.24,315.85,47.5,47.5,95.0,5329.76,444.15,0.08
Apartment,Zabbar,3.0,91,21,2.0,2.0,114.0,0.0,16.0,0.0,175000,320000,248120.88,700,1500,866.67,62030.22,3562.26,296.86,43.33,43.33,86.67,4757.77,396.48,0.08
Maisonette,Swieqi,2.0,4,55,2.0,2.0,97.0,0.0,23.0,0.0,321000,375000,347750.0,115,2000,1216.18,86937.5,4992.64,416.05,60.81,60.81,121.62,6682.69,556.89,0.08
Apartment,Santa Venera,3.0,28,34,2.0,2.0,116.0,0.0,10.0,0.0,178000,457000,268607.14,700,1650,977.94,67151.78,3856.38,321.37,48.9,48.9,97.79,5531.84,460.99,0.08
Apartment,Marsascala,2.0,55,187,1.0,1.0,91.0,0.0,8.0,0.0,169000,325000,231609.09,55,1500,853.5,57902.27,3325.2,277.1,42.68,42.68,85.35,4868.4,405.7,0.08
Apartment,Pembroke,2.0,3,11,2.0,2.0,99.0,0.0,22.0,0.0,345000,350000,346666.67,800,1600,1204.55,86666.67,4977.08,414.76,60.23,60.23,120.46,6586.6,548.88,0.08
Penthouse,Marsascala,1.0,2,5,1.5,1.0,68.5,0.0,50.0,0.0,213000,233000,223000.0,700,1000,810.0,55750.0,3201.6,266.8,40.5,40.5,81.0,4574.4,381.2,0.08
Penthouse,Kappara,2.0,2,3,2.0,2.0,114.5,0.0,67.0,0.0,360000,390000,375000.0,1150,1400,1316.67,93750.0,5383.86,448.66,65.83,65.83,131.67,7256.17,604.68,0.08
Maisonette,Msida,2.0,9,15,2.0,2.0,83.0,0.0,13.0,0.0,153800,380000,251366.67,700,1100,886.67,62841.67,3608.86,300.74,44.33,44.33,88.67,4903.17,408.6,0.08
Apartment,Mgarr,2.0,7,20,2.0,2.0,85.0,0.0,13.0,0.0,222000,265000,236357.14,650,1250,832.5,59089.28,3393.37,282.78,41.62,41.62,83.25,4598.63,383.22,0.08
Apartment,Mosta,2.0,77,61,2.0,2.0,85.0,0.0,8.0,0.0,179000,420000,250792.21,650,1650,917.21,62698.05,3600.62,300.05,45.86,45.86,91.72,5204.6,433.72,0.08
Apartment,Naxxar,2.0,16,66,2.0,2.0,94.0,0.0,9.0,0.0,240000,335000,281000.0,700,2000,985.45,70250.0,4034.31,336.19,49.27,49.27,98.55,5426.01,452.17,0.08
Penthouse,Iklin,2.0,2,3,1.5,2.0,66.0,0.0,38.0,0.0,292000,295000,293500.0,850,1350,1033.33,73375.0,4213.77,351.15,51.67,51.67,103.33,5706.2,475.52,0.08
