PropertyType,Town,TotalBedrooms,Sale_Count,Rent_Count,Sale_Median_Bathrooms,Rent_Median_Bathrooms,Sale_Median_IntArea,Rent_Median_IntArea,Sale_Median_ExtArea,Rent_Median_ExtArea,Sale_Min_Price,Sale_Max_Price,Sale_Mean_Price,Rent_Min_Price,Rent_Max_Price,Rent_Mean_Price,Downpayment,Repayment_Year,Repayment_Monthly,Vacancy_Monthly,Repairs_Monthly,Management_Monthly,Net_Rent_Year,Net_Rent_Monthly,CoC_Return
Apartment,Kirkop,3.0,11,5,2.0,2.0,0.0,0.0,0.0,0.0,275000,370000,297272.73,700,1000,830.0,74318.18,4267.94,355.66,41.5,41.5,83.0,3700.06,308.34,0.05
Penthouse,Msida,3.0,2,42,2.0,2.0,117.0,0.0,81.0,0.0,480000,550000,515000.0,700,3500,1473.81,128750.0,7393.84,616.15,73.69,73.69,147.38,6754.74,562.89,0.05
Penthouse,Mellieha,1.0,4,11,1.5,1.0,66.5,0.0,35.5,0.0,215000,420000,317250.0,600,1200,875.45,79312.5,4554.75,379.56,43.77,43.77,87.55,3849.57,320.8,0.05
Apartment,Madliena,3.0,7,17,2.0,2.0,140.0,0.0,25.0,0.0,425000,1042000,792857.14,950,3500,2180.24,198214.28,11383.02,948.59,109.01,109.01,218.02,9547.28,795.61,0.05
Penthouse,Naxxar,2.0,5,29,2.0,2.0,83.5,0.0,35.5,0.0,325000,583000,418600.0,700,1900,1169.83,104650.0,6009.83,500.82,58.49,58.49,116.98,5220.54,435.05,0.05
Apartment,Kalkara,2.0,29,17,2.0,2.0,90.0,0.0,10.0,0.0,185000,675000,300448.28,650,1300,852.94,75112.07,4313.53,359.46,42.65,42.65,85.29,3874.7,322.89,0.05
Apartment,Kalkara,1.0,14,4,1.0,1.0,54.0,0.0,9.5,0.0,265000,585000,383214.29,800,1500,1037.5,95803.57,5501.8,458.48,51.88,51.88,103.75,4458.2,371.52,0.05
Penthouse,Qawra,2.0,24,26,2.0,2.0,97.5,0.0,56.0,0.0,250000,495000,372229.17,700,1750,1005.77,93057.29,5344.08,445.34,50.29,50.29,100.58,4311.31,359.28,0.05
Penthouse,Rabat,1.0,2,4,1.0,1.0,68.5,5.0,24.0,5.0,279000,430000,354500.0,650,1200,950.0,88625.0,5089.55,424.13,47.5,47.5,95.0,4030.45,335.87,0.05
Townhouse,Cospicua,2.0,10,5,2.0,2.0,117.0,0.0,15.0,0.0,181000,1100000,438900.0,800,1900,1200.0,109725.0,6301.27,525.11,60.0,60.0,120.0,5218.73,434.89,0.05
Penthouse,Luqa,3.0,3,2,1.0,2.0,105.0,0.0,25.0,0.0,288000,535000,377333.33,1000,1100,1050.0,94333.33,5417.36,451.45,52.5,52.5,105.0,4662.64,388.55,0.05
Apartment,Gozo - Qala,2.0,8,21,2.0,2.0,95.5,0.0,8.5,0.0,160000,490000,240250.0,450,1200,660.71,60062.5,3449.26,287.44,33.04,33.04,66.07,2893.55,241.13,0.05
Apartment,Gozo - Nadur,3.0,12,40,2.0,2.0,119.0,0.0,15.0,0.0,163000,315500,235833.33,450,1100,680.38,58958.33,3385.85,282.15,34.02,34.02,68.04,3145.8,262.15,0.05
Apartment,Gozo - Marsalforn,1.0,6,6,1.0,1.0,36.0,0.0,6.0,0.0,119000,285000,172833.33,450,550,500.0,43208.33,2481.36,206.78,25.0,25.0,50.0,2318.64,193.22,0.05
Apartment,Gozo - Kercem,3.0,7,8,4.0,2.0,163.0,0.0,15.0,0.0,120000,310000,222857.14,450,900,634.38,55714.28,3199.55,266.63,31.72,31.72,63.44,2890.5,240.87,0.05
Penthouse,Swatar,3.0,4,4,2.0,2.0,132.5,0.0,32.5,0.0,400000,490000,443750.0,950,1400,1200.0,110937.5,6370.9,530.91,60.0,60.0,120.0,5149.1,429.09,0.05
Apartment,Portomaso,1.0,10,41,1.0,1.0,70.5,0.0,9.0,0.0,375000,850000,572500.0,70,3500,1665.76,143125.0,8219.36,684.95,83.29,83.29,166.58,7771.93,647.66,0.05
Apartment,Qawra,1.0,5,30,1.0,1.0,112.0,0.0,13.0,0.0,150000,310000,245100.0,550,1100,697.17,61275.0,3518.89,293.24,34.86,34.86,69.72,3173.94,264.49,0.05
Apartment,Sliema,2.0,68,998,2.0,2.0,93.0,0.0,5.5,0.0,250000,2500000,490470.59,50,5500,1379.82,122617.65,7041.67,586.81,68.99,68.99,137.98,6204.6,517.05,0.05
Maisonette,Rabat,3.0,3,6,2.0,2.0,168.0,0.0,24.0,0.0,340000,385000,368333.33,800,1500,1025.0,92083.33,5288.15,440.68,51.25,51.25,102.5,4551.85,379.32,0.05
Maisonette,Zebbug,2.0,9,6,1.0,2.0,102.0,0.0,32.0,0.0,255000,410000,331666.67,750,1200,933.33,82916.67,4761.73,396.81,46.67,46.67,93.33,4198.24,349.85,0.05
Maisonette,Zabbar,3.0,18,8,2.0,2.0,113.0,0.0,11.5,0.0,202000,430000,290611.11,700,1000,831.25,72652.78,4172.29,347.69,41.56,41.56,83.12,3807.71,317.31,0.05
Maisonette,Gozo - Ghajnsielem,2.0,2,9,2.5,1.0,114.5,0.0,23.5,0.0,155000,215000,185000.0,450,600,527.78,46250.0,2656.04,221.34,26.39,26.39,52.78,2410.65,200.89,0.05
Maisonette,Valletta,2.0,2,6,2.0,1.5,42.5,0.0,0.0,0.0,320000,600000,460000.0,750,2500,1333.33,115000.0,6604.21,550.35,66.67,66.67,133.33,6195.76,516.31,0.05
Maisonette,Gozo - Xaghra,2.0,2,3,1.5,2.0,118.0,0.0,91.5,0.0,178000,230000,204000.0,450,750,583.33,51000.0,2928.82,244.07,29.17,29.17,58.33,2671.15,222.6,0.05
Apartment,Sliema,4.0,13,85,3.0,3.0,170.0,0.0,15.0,0.0,525000,1705000,868076.92,110,6000,2392.09,217019.23,12462.95,1038.58,119.6,119.6,239.21,10501.11,875.09,0.05
Maisonette,St Julian's,3.0,4,36,2.0,2.0,147.5,0.0,29.0,0.0,320000,700000,498750.0,750,4000,1455.56,124687.5,7160.54,596.71,72.78,72.78,145.56,6812.84,567.74,0.05
Farmhouse,Zurrieq,4.0,2,2,2.0,4.5,300.0,0.0,2070.0,0.0,2120000,2300000,2210000.0,6000,6000,6000.0,552500.0,31728.9,2644.07,300.0,300.0,600.0,25871.1,2155.93,0.05
Maisonette,Qrendi,2.0,3,3,1.0,2.0,85.0,0.0,33.0,0.0,255000,277000,266166.67,700,850,766.67,66541.67,3821.35,318.45,38.33,38.33,76.67,3538.69,294.89,0.05
Apartment,Bahar Ic-Caghaq,2.0,3,26,2.0,2.0,105.0,0.0,10.0,0.0,345000,480000,402333.33,700,2300,1134.62,100583.33,5776.29,481.36,56.73,56.73,113.46,5116.07,426.34,0.05
Maisonette,Iklin,2.0,5,3,2.0,1.0,100.0,0.0,27.0,0.0,265000,360000,317600.0,750,1100,883.33,79400.0,4559.77,379.98,44.17,44.17,88.33,3920.2,326.68,0.05
Maisonette,Iklin,3.0,6,2,2.0,2.5,107.0,0.0,20.0,0.0,342000,480000,398333.33,1000,1250,1125.0,99583.33,5718.86,476.57,56.25,56.25,112.5,5081.14,423.43,0.05
Townhouse,Sliema,2.0,7,31,2.0,2.0,127.5,0.0,43.0,0.0,390000,648000,483000.0,700,3500,1393.55,120750.0,6934.42,577.87,69.68,69.68,139.35,6443.66,536.97,0.05
Maisonette,Luqa,3.0,3,9,1.0,2.0,81.0,0.0,0.0,0.0,245000,387000,337333.33,700,1300,933.33,84333.33,4843.08,403.59,46.67,46.67,93.33,4116.88,343.07,0.05
Maisonette,Marsascala,2.0,14,32,2.0,2.0,102.0,0.0,32.0,0.0,215000,372000,265214.29,42,1200,748.34,66303.57,3807.67,317.31,37.42,37.42,74.83,3376.39,281.37,0.05
Apartment,Xemxija,2.0,4,34,1.0,2.0,76.0,0.0,21.5,0.0,220000,425000,316250.0,650,1600,891.18,79062.5,4540.39,378.37,44.56,44.56,89.12,4014.94,334.58,0.05
Bungalow Detached,Mellieha,3.0,4,7,2.0,2.0,213.0,0.0,437.0,0.0,1490000,1800000,1672500.0,2000,11000,4514.29,418125.0,24012.03,2001.0,225.71,225.71,451.43,19325.16,1610.43,0.05
Maisonette,Mellieha,3.0,25,35,2.0,2.0,120.5,0.0,29.0,0.0,245000,510000,347640.0,700,3000,999.71,86910.0,4991.06,415.92,49.99,49.99,99.97,4606.16,383.85,0.05
Maisonette,Zebbug,3.0,7,20,2.0,2.0,120.0,0.0,15.0,0.0,277000,450000,360642.86,800,1200,1005.0,90160.72,5177.74,431.48,50.25,50.25,100.5,4470.26,372.52,0.05
Maisonette,Mgarr,3.0,2,19,1.5,2.0,117.0,0.0,24.5,0.0,320000,323000,321500.0,80,1200,877.89,80375.0,4615.77,384.65,43.89,43.89,87.79,3811.98,317.66,0.05
Villa Semi-detached,Attard,3.0,6,3,2.0,3.0,204.0,0.0,87.0,0.0,875000,1200000,1045000.0,1500,3500,2833.33,261250.0,15003.03,1250.25,141.67,141.67,283.33,12196.94,1016.41,0.05
Maisonette,Attard,3.0,15,23,2.0,2.0,125.0,0.0,40.0,0.0,258000,500000,373366.67,800,1600,1072.83,93341.67,5360.41,446.7,53.64,53.64,107.28,4938.75,411.56,0.05
Apartment,San Pawl tat Targa,3.0,14,13,2.0,2.0,115.0,0.0,14.5,0.0,345000,480000,447142.86,650,2000,1276.92,111785.72,6419.62,534.97,63.85,63.85,127.69,5838.82,486.57,0.05
Townhouse,Naxxar,3.0,3,4,1.0,3.0,125.0,0.0,14.0,0.0,395000,618000,487666.67,1200,1600,1362.5,121916.67,7001.41,583.45,68.12,68.12,136.25,6078.59,506.55,0.05
Maisonette,Cospicua,2.0,2,4,1.0,1.0,69.5,0.0,16.5,0.0,202000,270000,236000.0,150,900,662.5,59000.0,3388.24,282.35,33.12,33.12,66.25,2971.76,247.65,0.05
Maisonette Semi-detached,Swieqi,3.0,2,3,2.5,2.0,172.5,0.0,129.0,0.0,495000,950000,722500.0,1600,3000,2066.67,180625.0,10372.91,864.41,103.33,103.33,206.67,9467.12,788.93,0.05
Apartment,Qrendi,3.0,19,7,2.0,2.0,120.0,0.0,16.0,0.0,198000,425000,306157.89,700,950,850.0,76539.47,4395.5,366.29,42.5,42.5,85.0,3764.5,313.71,0.05
Terraced House,Attard,3.0,13,11,3.0,2.0,72.0,0.0,38.0,0.0,600000,780000,692307.69,1000,3000,1759.09,173076.92,9939.44,828.29,87.95,87.95,175.91,6947.82,578.99,0.04
Villa Semi-detached,Kappara,3.0,6,16,3.5,3.0,218.0,0.0,180.0,0.0,850000,1500000,1153333.33,900,5500,2859.38,288333.33,16558.37,1379.86,142.97,142.97,285.94,10891.68,907.64,0.04
Penthouse Duplex,St Paul's Bay,2.0,4,5,2.0,2.0,92.5,0.0,30.0,0.0,280000,800000,445000.0,800,1300,1080.0,111250.0,6388.85,532.4,54.0,54.0,108.0,3979.15,331.6,0.04
Terraced House,Zebbug,3.0,4,3,2.0,2.0,224.0,0.0,30.0,0.0,638000,650000,644500.0,1200,2500,1666.67,161125.0,9253.07,771.09,83.33,83.33,166.67,6746.97,562.25,0.04
Apartment,Dingli,3.0,15,4,2.0,1.5,133.0,0.0,22.0,0.0,293000,439500,344100.0,750,900,850.0,86025.0,4940.23,411.69,42.5,42.5,85.0,3219.77,268.31,0.04
Apartment,Gozo - Xlendi,2.0,4,36,1.0,1.0,66.0,0.0,13.0,0.0,144000,387000,239750.0,450,1400,624.31,59937.5,3442.08,286.84,31.22,31.22,62.43,2551.29,212.61,0.04
Farmhouse,Gozo - San Lawrenz,4.0,3,3,3.0,3.0,252.0,0.0,78.0,0.0,445000,1600000,836666.67,1500,2500,2166.67,209166.67,12012.0,1001.0,108.33,108.33,216.67,8788.04,732.34,0.04
Apartment,Fort Cambridge,1.0,6,26,1.0,1.0,71.0,0.0,14.0,0.0,420000,739000,531500.0,80,1800,1282.5,132875.0,7630.73,635.89,64.12,64.12,128.25,4681.27,390.11,0.04
Apartment,Fort Cambridge,2.0,14,32,2.0,2.0,150.0,0.0,33.5,0.0,695000,1950000,1035357.14,1750,5000,2729.69,258839.28,14864.59,1238.72,136.48,136.48,272.97,11340.43,945.04,0.04
Penthouse,Rabat,2.0,7,5,2.0,2.0,100.0,0.0,35.0,0.0,345000,475000,398571.43,900,1250,1010.0,99642.86,5722.28,476.86,50.5,50.5,101.0,3973.72,331.14,0.04
Townhouse,Zurrieq,2.0,2,2,1.5,1.5,100.5,0.0,16.0,0.0,234000,403000,318500.0,650,1000,825.0,79625.0,4572.69,381.06,41.25,41.25,82.5,3347.31,278.94,0.04
Penthouse,Zurrieq,3.0,3,8,3.0,2.0,121.0,0.0,35.0,0.0,385000,505000,425000.0,800,1400,1027.5,106250.0,6101.71,508.48,51.38,51.38,102.75,3762.29,313.52,0.04
Maisonette,Fgura,2.0,10,5,2.0,1.0,99.5,0.0,24.0,0.0,233000,405000,293250.0,650,850,750.0,73312.5,4210.18,350.85,37.5,37.5,75.0,2989.82,249.15,0.04
Townhouse,Sliema,4.0,9,29,3.0,3.0,140.0,0.0,15.0,0.0,545000,1500000,923777.78,1200,7000,2405.17,230944.44,13262.65,1105.22,120.26,120.26,240.52,9826.98,818.92,0.04
Penthouse,Siggiewi,3.0,5,7,2.0,2.0,116.5,0.0,45.0,0.0,425000,829000,550200.0,900,3000,1400.0,137550.0,7899.2,658.27,70.0,70.0,140.0,5540.8,461.73,0.04
Penthouse,Sliema,2.0,14,128,2.0,2.0,95.0,0.0,60.0,0.0,350000,1500000,726000.0,700,5200,1855.7,181500.0,10423.16,868.6,92.79,92.79,185.57,7391.56,615.96,0.04
Apartment,Gharghur,2.0,4,27,2.5,2.0,86.0,0.0,19.0,0.0,349000,399000,374250.0,750,1500,984.26,93562.5,5373.1,447.76,49.21,49.21,98.43,4075.8,339.65,0.04
Maisonette,Bugibba,2.0,2,10,1.5,1.5,57.5,0.0,26.5,0.0,240000,395000,317500.0,700,1200,840.0,79375.0,4558.34,379.86,42.0,42.0,84.0,3505.66,292.14,0.04
Townhouse,St Julian's,3.0,2,7,2.5,3.0,192.5,0.0,102.5,0.0,875000,1150000,1012500.0,1700,3750,2607.14,253125.0,14536.43,1211.37,130.36,130.36,260.71,10492.11,874.34,0.04
Townhouse,Valletta,3.0,4,4,2.0,2.5,145.0,0.0,21.0,0.0,695000,1700000,1243750.0,116,7500,3279.0,310937.5,17856.48,1488.04,163.95,163.95,327.9,13621.92,1135.16,0.04
Apartment,Gozo - Ghajnsielem,2.0,10,31,2.0,2.0,82.0,0.0,7.5,0.0,143000,420000,220100.0,450,1000,578.06,55025.0,3159.97,263.33,28.9,28.9,57.81,2389.41,199.12,0.04
Penthouse,Valletta,2.0,3,6,1.5,2.0,59.0,0.0,12.5,0.0,1200000,1800000,1430000.0,2000,6000,3625.0,357500.0,20530.46,1710.87,181.25,181.25,362.5,14269.54,1189.13,0.04
Penthouse,Naxxar,3.0,7,9,2.0,2.0,118.0,0.0,35.0,0.0,360000,1065000,524285.71,800,1800,1330.56,131071.43,7527.15,627.26,66.53,66.53,133.06,5246.22,437.19,0.04
Apartment,Portomaso,3.0,9,43,3.0,3.0,195.0,0.0,21.0,0.0,965000,2100000,1502888.89,200,7000,3954.53,375722.22,21576.93,1798.08,197.73,197.73,395.45,16386.56,1365.55,0.04
Apartment,Mgarr,3.0,21,43,2.0,2.0,113.0,0.0,20.0,0.0,262500,595000,319214.29,80,1400,821.16,79803.57,4582.95,381.91,41.06,41.06,82.12,3300.19,275.02,0.04
Maisonette,Mgarr,2.0,2,3,2.0,1.0,83.5,0.0,8.5,0.0,265000,310000,287500.0,750,750,750.0,71875.0,4127.63,343.97,37.5,37.5,75.0,3072.37,256.03,0.04
Penthouse,Gozo - Marsalforn,3.0,4,12,2.0,2.0,95.5,0.0,47.0,0.0,257000,395000,330500.0,500,1450,808.33,82625.0,4744.98,395.41,40.42,40.42,80.83,3014.99,251.25,0.04
Maisonette Solitary,Birkirkara,2.0,2,3,1.5,3.0,132.5,0.0,0.0,0.0,367500,372000,369750.0,700,1350,983.33,92437.5,5308.49,442.37,49.17,49.17,98.33,4131.48,344.29,0.04
Maisonette,Siggiewi,3.0,4,3,2.0,2.0,120.0,0.0,23.0,0.0,314000,450000,363500.0,800,1000,916.67,90875.0,5218.76,434.9,45.83,45.83,91.67,3581.27,298.44,0.04
Penthouse,Marsascala,4.0,2,2,3.0,3.5,150.0,85.0,50.0,65.0,530000,530000,530000.0,800,1900,1350.0,132500.0,7609.19,634.1,67.5,67.5,135.0,5350.81,445.9,0.04
Apartment,Pieta,4.0,5,2,2.0,2.5,150.0,0.0,20.0,0.0,292500,850000,488500.0,1100,1300,1200.0,122125.0,7013.38,584.45,60.0,60.0,120.0,4506.62,375.55,0.04
Townhouse,Qormi,3.0,17,2,2.0,2.0,142.5,0.0,36.5,0.0,235000,1063000,480529.41,1200,1300,1250.0,120132.35,6898.95,574.91,62.5,62.5,125.0,5101.05,425.09,0.04
Townhouse,Rabat,3.0,6,7,2.0,3.0,200.0,0.0,16.0,0.0,498000,850500,607250.0,900,2500,1542.86,151812.5,8718.27,726.52,77.14,77.14,154.29,6093.19,507.77,0.04
Penthouse,Mellieha,2.0,21,49,2.0,2.0,100.0,0.0,35.0,0.0,235000,905000,441190.48,650,2000,1138.78,110297.62,6334.16,527.85,56.94,56.94,113.88,4598.13,383.18,0.04
Apartment,St Julian's,2.0,89,533,2.0,2.0,83.0,0.0,8.0,0.0,200000,2300000,528696.63,60,3300,1386.9,132174.16,7590.48,632.54,69.35,69.35,138.69,5723.76,476.98,0.04
Maisonette Duplex,Swieqi,3.0,4,2,2.5,1.0,67.5,0.0,33.5,0.0,460000,895000,657500.0,1500,1800,1650.0,164375.0,9439.71,786.64,82.5,82.5,165.0,6400.29,533.36,0.04
Penthouse,Mgarr,2.0,6,10,2.0,2.0,100.0,0.0,37.5,0.0,340200,480000,378700.0,650,1400,960.0,94675.0,5436.98,453.08,48.0,48.0,96.0,3779.02,314.92,0.04
Maisonette,Zejtun,3.0,14,3,2.0,1.0,120.0,0.0,28.0,0.0,250000,530000,355000.0,800,1000,883.33,88750.0,5096.72,424.73,44.17,44.17,88.33,3383.24,281.94,0.04
Penthouse,Gozo - Ghajnsielem,3.0,4,10,1.5,2.0,106.5,0.0,51.0,0.0,180000,385000,319250.0,550,1000,772.5,79812.5,4583.46,381.96,38.62,38.62,77.25,2832.54,236.04,0.04
Penthouse,Mosta,1.0,7,8,1.0,1.0,64.0,0.0,32.0,0.0,230000,595000,316142.86,650,950,785.0,79035.72,4538.85,378.24,39.25,39.25,78.5,2997.15,249.76,0.04
Apartment,Qawra,3.0,78,191,2.0,2.0,122.0,0.0,19.0,0.0,190000,582000,341846.15,81,1500,881.23,85461.54,4907.87,408.99,44.06,44.06,88.12,3551.93,295.99,0.04
Townhouse,Rabat,4.0,2,2,2.0,3.5,287.5,0.0,22.0,0.0,575000,950000,762500.0,1200,2500,1850.0,190625.0,10947.19,912.27,92.5,92.5,185.0,6812.81,567.73,0.04
Apartment,Valletta,1.0,6,71,2.0,1.0,43.5,0.0,3.5,0.0,255000,480000,351500.0,80,2300,911.97,87875.0,5046.47,420.54,45.6,45.6,91.2,3708.44,309.04,0.04
Maisonette,Valletta,1.0,4,29,1.0,1.0,56.0,0.0,0.0,0.0,319000,425000,363500.0,30,1700,909.14,90875.0,5218.76,434.9,45.46,45.46,90.91,3508.99,292.42,0.04
Apartment,Portomaso,2.0,16,50,2.0,2.0,138.0,0.0,16.5,0.0,550000,2500000,1261062.5,1350,10000,3074.8,315265.62,18105.03,1508.75,153.74,153.74,307.48,11413.05,951.09,0.04
Apartment,Pender Place,3.0,6,27,3.0,2.0,159.0,0.0,35.0,0.0,565000,1290000,864166.67,1500,4000,2237.04,216041.67,12406.81,1033.9,111.85,111.85,223.7,9068.77,755.73,0.04
Penthouse,Swieqi,3.0,9,18,2.0,2.0,130.0,0.0,58.0,0.0,535000,1200000,790555.56,950,3700,1888.89,197638.89,11349.98,945.83,94.44,94.44,188.89,6783.36,565.28,0.03
Maisonette Duplex,Valletta,1.0,2,10,0.5,1.0,72.0,0.0,2.5,0.0,220000,600000,410000.0,100,1600,885.0,102500.0,5886.36,490.53,44.25,44.25,88.5,2609.64,217.47,0.03
Maisonette,Dingli,3.0,3,4,2.0,2.0,130.0,0.0,60.0,0.0,320000,476500,407166.67,800,1000,950.0,101791.67,5845.68,487.14,47.5,47.5,95.0,3274.32,272.86,0.03
Penthouse,Birzebbuga,3.0,3,6,2.0,2.0,107.0,0.0,50.0,0.0,350000,500000,420666.67,700,1300,941.67,105166.67,6039.5,503.29,47.08,47.08,94.17,3000.53,250.04,0.03
Penthouse,Attard,3.0,9,13,2.0,2.0,136.0,0.0,35.0,0.0,393500,825000,536944.44,950,2000,1269.23,134236.11,7708.89,642.41,63.46,63.46,126.92,4475.71,372.98,0.03
Maisonette,Bugibba,3.0,2,12,2.5,2.0,97.0,0.0,71.5,0.0,280000,440000,360000.0,700,1200,829.17,90000.0,5168.51,430.71,41.46,41.46,82.92,2791.52,232.63,0.03
Penthouse,Zebbug,3.0,13,6,2.0,2.0,120.0,0.0,29.0,0.0,295000,575000,423000.0,700,1350,925.0,105750.0,6073.0,506.08,46.25,46.25,92.5,2807.0,233.92,0.03
Penthouse,Gozo - Sannat,3.0,4,3,2.0,2.0,118.5,0.0,40.0,0.0,218000,398000,322250.0,600,800,733.33,80562.5,4626.53,385.54,36.67,36.67,73.33,2413.44,201.12,0.03
Penthouse,Gozo - Qala,2.0,4,4,2.0,2.0,108.5,0.0,41.0,0.0,278000,405000,338000.0,650,850,750.0,84500.0,4852.66,404.39,37.5,37.5,75.0,2347.34,195.61,0.03
Terraced House,Hamrun,3.0,3,2,2.0,2.5,127.0,0.0,10.0,0.0,372000,458000,418333.33,900,1000,950.0,104583.33,6006.0,500.5,47.5,47.5,95.0,3114.0,259.5,0.03
House of Character,Rabat,3.0,10,5,2.0,3.0,121.0,0.0,12.5,0.0,215000,1377000,689000.0,850,2200,1560.0,172250.0,9891.95,824.33,78.0,78.0,156.0,5084.05,423.67,0.03
Villa Semi-detached,Madliena,3.0,6,10,5.0,3.0,162.0,0.0,330.0,0.0,1280000,2500000,2021666.67,2400,10000,4620.0,505416.67,29025.0,2418.75,231.0,231.0,462.0,15327.0,1277.25,0.03
House of Character,Gozo - Nadur,3.0,3,5,1.0,2.0,120.0,0.0,62.0,0.0,400000,800000,541666.67,650,1500,1210.0,135416.67,7776.69,648.06,60.5,60.5,121.0,3839.31,319.94,0.03
Penthouse,St Paul's Bay,3.0,15,23,2.0,2.0,105.5,0.0,26.5,0.0,300000,1100000,501800.0,113,1650,1096.22,125450.0,7204.33,600.36,54.81,54.81,109.62,3319.39,276.62,0.03
Apartment,Zebbiegh,3.0,26,15,2.0,2.0,119.0,0.0,17.0,0.0,286500,574500,400038.46,600,1200,883.33,100009.62,5743.34,478.61,44.17,44.17,88.33,2736.63,228.05,0.03
Apartment,St Julian's,3.0,64,411,2.0,2.0,131.0,0.0,12.0,0.0,240000,2600000,693703.12,100,5000,1562.99,173425.78,9959.47,829.96,78.15,78.15,156.3,5045.23,420.44,0.03
Maisonette,Msida,3.0,5,9,2.0,2.0,129.0,0.0,24.0,0.0,265000,745000,415000.0,750,1500,988.89,103750.0,5958.14,496.51,49.44,49.44,98.89,3535.2,294.6,0.03
Townhouse,Senglea,2.0,4,2,2.0,2.0,92.5,59.5,25.0,12.5,280000,685000,487000.0,800,1400,1100.0,121750.0,6991.84,582.65,55.0,55.0,110.0,3568.16,297.35,0.03
Penthouse,Qawra,3.0,14,19,2.0,2.0,128.5,0.0,47.5,0.0,253000,745000,476285.71,700,1900,1068.42,119071.43,6838.02,569.83,53.42,53.42,106.84,3418.81,284.9,0.03
Apartment,Tigne Point,1.0,4,15,2.0,2.0,92.5,0.0,17.0,0.0,649000,1100000,884750.0,800,3000,2050.0,221187.5,12702.33,1058.53,102.5,102.5,205.0,6977.67,581.47,0.03
Penthouse,Mellieha,3.0,23,21,2.0,2.0,142.0,0.0,47.0,0.0,350000,1060000,685434.78,800,6120,1574.19,171358.7,9840.77,820.06,78.71,78.71,157.42,5271.46,439.29,0.03
Apartment,Gozo - Sannat,4.0,2,2,3.0,2.0,194.0,87.5,26.0,0.0,243000,248000,245500.0,500,600,550.0,61375.0,3524.64,293.72,27.5,27.5,55.0,1755.36,146.28,0.03
Farmhouse,Gozo - Xaghra,3.0,5,8,3.0,4.0,150.0,0.0,81.0,0.0,370000,690000,549000.0,170,2000,1218.75,137250.0,7881.98,656.83,60.94,60.94,121.88,3818.02,318.17,0.03
Townhouse,Sliema,3.0,12,56,2.0,3.0,177.5,0.0,43.0,0.0,549000,2200000,986833.33,150,7000,2305.36,246708.33,14167.93,1180.66,115.27,115.27,230.54,7963.52,663.63,0.03
Farmhouse,Gozo - Xewkija,4.0,2,5,2.5,4.0,136.0,0.0,230.0,0.0,450000,900000,675000.0,1200,2000,1560.0,168750.0,9690.95,807.58,78.0,78.0,156.0,5285.05,440.42,0.03
Apartment,Sliema,3.0,129,1163,2.0,2.0,135.0,0.0,14.0,0.0,335000,2400000,813545.74,55,7500,1919.67,203386.44,11680.05,973.34,95.98,95.98,191.97,6748.78,562.4,0.03
Apartment,Gozo - Qala,3.0,10,28,2.0,2.0,139.0,0.0,39.5,0.0,182000,485000,311100.0,500,1100,719.64,77775.0,4466.45,372.2,35.98,35.98,71.96,2442.09,203.51,0.03
Farmhouse,Gozo - Qala,3.0,2,2,2.5,3.5,54.0,0.0,44.5,0.0,430000,720000,575000.0,1300,1300,1300.0,143750.0,8255.26,687.94,65.0,65.0,130.0,4224.74,352.06,0.03
Maisonette,Gozo - Xaghra,3.0,5,8,2.0,3.0,135.0,0.0,43.0,0.0,165000,360000,275000.0,250,900,643.75,68750.0,3948.17,329.01,32.19,32.19,64.38,2231.83,185.99,0.03
Apartment,Gozo - Nadur,2.0,4,31,2.0,2.0,84.0,0.0,9.0,0.0,150000,550000,284000.0,450,1000,613.39,71000.0,4077.38,339.78,30.67,30.67,61.34,1811.17,150.93,0.03
Penthouse,Siggiewi,2.0,6,6,2.0,1.0,96.0,0.0,50.0,0.0,280000,478000,368500.0,700,1000,825.0,92125.0,5290.54,440.88,41.25,41.25,82.5,2629.46,219.12,0.03
Maisonette,Swieqi,3.0,10,89,2.0,2.0,116.5,0.0,21.0,0.0,350000,1500000,569500.0,132,2800,1283.26,142375.0,8176.29,681.36,64.16,64.16,128.33,4143.0,345.25,0.03
Apartment,St Julian's,1.0,51,203,1.0,1.0,52.0,0.0,9.0,0.0,180000,821000,447176.47,80,2500,997.93,111794.12,6420.1,535.01,49.9,49.9,99.79,3160.03,263.34,0.03
Penthouse,Sliema,3.0,16,80,3.0,2.0,133.0,0.0,45.0,0.0,525000,2200000,1200625.0,1100,8000,2769.76,300156.25,17237.33,1436.44,138.49,138.49,276.98,9352.36,779.36,0.03
Townhouse,Sliema,5.0,3,4,4.5,3.5,110.0,0.0,15.0,0.0,850000,1300000,1049333.33,2000,3000,2475.0,262333.33,15065.24,1255.44,123.75,123.75,247.5,8694.76,724.56,0.03
Terraced House,Gozo - Xewkija,3.0,3,5,4.0,1.0,206.0,0.0,61.0,0.0,320000,398000,348666.67,500,900,700.0,87166.67,5005.8,417.15,35.0,35.0,70.0,1714.2,142.85,0.02
Terraced House,Gozo - Gharb,4.0,2,2,5.0,2.0,381.0,0.0,157.5,0.0,446000,466000,456000.0,800,950,875.0,114000.0,6546.78,545.56,43.75,43.75,87.5,1853.22,154.44,0.02
