Type,Province,Town,Bedrooms,Stage,Sale_Count,Rent_Count,Sale_Median_Bathrooms,Rent_Median_Bathrooms,Sale_Median_IntArea,Rent_Median_IntArea,Sale_Median_ExtArea,Rent_Median_ExtArea,Sale_Min_Price,Sale_Max_Price,Sale_Median_Price,Rent_Min_Price,Rent_Max_Price,Rent_Median_Price,Downpayment,Loan,Repayment_Monthly,Vacancy_Monthly,Repairs_Monthly,Management_Monthly,Net_Rent_Monthly,Net_Rent_Year,Total_Years,CoC_Return
Penthouse,Central,Attard,3.0,Finished,17,34,2.0,2.0,128.0,115.5,34.0,52.5,385000.0,640000.0,485000.0,900.0,2000.0,1300.0,48500.0,436500.0,2088.94,65.0,65.0,130.0,-1048.94,-12587.27,63.86,-25.95
Apartment,South,Birzebbuga,2.0,Shell,9,91,2.0,1.0,81.0,1.0,6.0,1.0,176000.0,300000.0,280000.0,500.0,1200.0,750.0,28000.0,252000.0,1205.99,37.5,37.5,75.0,-605.99,-7271.82,63.89,-25.97
Apartment Duplex,East,Swieqi,3.0,Finished,5,10,3.0,2.0,131.0,,30.0,,560000.0,680000.0,560000.0,1000.0,2500.0,1500.0,56000.0,504000.0,2411.97,75.0,75.0,150.0,-1211.97,-14543.65,63.89,-25.97
Maisonette,Central,Qormi,3.0,Unclassified,11,22,2.0,2.0,139.0,95.0,25.0,8.0,225000.0,425000.0,345500.0,700.0,1500.0,925.0,34550.0,310950.0,1488.1,46.25,46.25,92.5,-748.1,-8977.2,63.91,-25.98
Apartment,East,Gzira,1.0,Furnished,5,834,1.0,1.0,75.0,40.0,40.0,4.0,240000.0,595000.0,355000.0,500.0,2500.0,950.0,35500.0,319500.0,1529.02,47.5,47.5,95.0,-769.02,-9228.2,63.93,-25.99
Apartment,South,Senglea,1.0,Unclassified,4,13,1.0,1.0,,,,,299000.0,430000.0,299000.0,450.0,1600.0,800.0,29900.0,269100.0,1287.82,40.0,40.0,80.0,-647.82,-7773.84,63.93,-26.0
Apartment,East,Saint Julian's,1.0,Unclassified,18,793,1.0,1.0,58.0,55.0,8.0,4.5,180000.0,595000.0,411500.0,450.0,4500.0,1100.0,41150.0,370350.0,1772.37,55.0,55.0,110.0,-892.37,-10708.41,63.97,-26.02
Townhouse,East,Sliema,3.0,Furnished,9,189,2.0,2.0,220.0,151.0,25.0,30.0,549000.0,875000.0,749000.0,800.0,7000.0,2000.0,74900.0,674100.0,3226.01,100.0,100.0,200.0,-1626.01,-19512.13,64.01,-26.05
Penthouse,Central,Naxxar,2.0,Furnished,4,112,2.0,2.0,0.0,100.0,80.0,20.0,370000.0,590000.0,450000.0,600.0,3000.0,1200.0,45000.0,405000.0,1938.19,60.0,60.0,120.0,-978.19,-11738.29,64.06,-26.09
Penthouse,South,Marsaxlokk,2.0,Finished,8,24,1.0,2.0,100.0,1.0,37.0,1.0,320000.0,446500.0,375000.0,750.0,1500.0,1000.0,37500.0,337500.0,1615.16,50.0,50.0,100.0,-815.16,-9781.91,64.06,-26.09
Penthouse,East,Pieta,1.0,Finished,8,16,1.0,1.0,57.0,,40.0,,205000.0,425000.0,375000.0,800.0,3250.0,1000.0,37500.0,337500.0,1615.16,50.0,50.0,100.0,-815.16,-9781.91,64.06,-26.09
Penthouse,East,Gharghur,2.0,Plan,9,44,2.0,2.0,81.5,100.0,72.0,40.0,390000.0,790000.0,450000.0,800.0,2750.0,1200.0,45000.0,405000.0,1938.19,60.0,60.0,120.0,-978.19,-11738.29,64.06,-26.09
Penthouse,North,Qawra,2.0,Unclassified,4,83,2.0,2.0,85.0,70.0,34.5,10.0,299000.0,495000.0,375000.0,550.0,2100.0,1000.0,37500.0,337500.0,1615.16,50.0,50.0,100.0,-815.16,-9781.91,64.06,-26.09
Apartment,West,Siggiewi,3.0,Furnished,3,92,2.0,2.0,,95.0,,10.0,249000.0,485000.0,375000.0,600.0,1500.0,1000.0,37500.0,337500.0,1615.16,50.0,50.0,100.0,-815.16,-9781.91,64.06,-26.09
Maisonette,South,Zejtun,3.0,Finished,9,12,2.0,1.5,94.0,124.0,25.0,17.0,225000.0,423500.0,319000.0,700.0,1200.0,850.0,31900.0,287100.0,1373.96,42.5,42.5,85.0,-693.96,-8327.54,64.09,-26.11
Townhouse,Central,Qormi,2.0,Furnished,7,10,2.0,2.0,124.0,1.0,15.0,1.0,160000.0,1010000.0,319000.0,550.0,1200.0,850.0,31900.0,287100.0,1373.96,42.5,42.5,85.0,-693.96,-8327.54,64.09,-26.11
Penthouse,South,Zejtun,2.0,Plan,3,13,2.0,1.0,121.0,75.0,26.0,20.0,318000.0,329000.0,320000.0,600.0,1900.0,850.0,32000.0,288000.0,1378.27,42.5,42.5,85.0,-698.27,-8379.23,64.22,-26.19
Apartment,East,Madliena,2.0,Plan,3,41,2.0,2.0,,74.0,,10.0,565000.0,580000.0,565000.0,800.0,3500.0,1500.0,56500.0,508500.0,2433.51,75.0,75.0,150.0,-1233.51,-14802.07,64.24,-26.2
Penthouse,Central,Naxxar,2.0,Plan,4,112,2.0,2.0,75.0,100.0,48.0,20.0,295000.0,583000.0,452500.0,600.0,3000.0,1200.0,45250.0,407250.0,1948.96,60.0,60.0,120.0,-988.96,-11867.5,64.28,-26.23
Terraced House,South,Zejtun,3.0,Plan,3,6,2.0,2.0,130.0,,20.0,,480000.0,635000.0,585000.0,800.0,2000.0,1550.0,58500.0,526500.0,2519.65,77.5,77.5,155.0,-1279.65,-15355.77,64.31,-26.25
Townhouse,South,Paola,2.0,Furnished,5,7,2.0,1.0,90.0,1.0,12.0,1.0,297000.0,390000.0,340000.0,700.0,1200.0,900.0,34000.0,306000.0,1464.41,45.0,45.0,90.0,-744.41,-8932.93,64.35,-26.27
Maisonette,Central,Qormi,3.0,Furnished,20,22,2.0,2.0,111.0,95.0,15.0,8.0,287000.0,425000.0,350000.0,700.0,1500.0,925.0,35000.0,315000.0,1507.48,46.25,46.25,92.5,-767.48,-9209.78,64.41,-26.31
Maisonette,South,Qrendi,3.0,Shell,8,8,2.0,1.5,125.0,135.0,15.0,15.0,230000.0,356000.0,322000.0,650.0,1000.0,850.0,32200.0,289800.0,1386.88,42.5,42.5,85.0,-706.88,-8482.6,64.46,-26.34
Apartment,North,Xemxija,3.0,Furnished,7,264,2.0,2.0,157.5,125.0,15.0,8.0,270000.0,595000.0,455000.0,500.0,3000.0,1200.0,45500.0,409500.0,1959.73,60.0,60.0,120.0,-999.73,-11996.71,64.5,-26.37
Apartment,Gozo,Gozo - Xewkija,2.0,Plan,3,10,2.0,1.0,0.0,,13.0,,135000.0,248000.0,228000.0,550.0,900.0,600.0,22800.0,205200.0,982.02,30.0,30.0,60.0,-502.02,-6024.2,64.58,-26.42
Penthouse,South,Marsaxlokk,3.0,Finished,7,4,2.0,2.0,115.5,1.0,55.0,1.0,350000.0,489000.0,475000.0,1100.0,3200.0,1250.0,47500.0,427500.0,2045.87,62.5,62.5,125.0,-1045.87,-12550.41,64.58,-26.42
Apartment,South,Kalkara,1.0,Finished,16,16,1.0,1.0,66.0,60.0,20.0,5.0,244000.0,465000.0,342500.0,600.0,2000.0,900.0,34250.0,308250.0,1475.18,45.0,45.0,90.0,-755.18,-9062.14,64.64,-26.46
Penthouse,Central,Attard,3.0,Unclassified,3,34,2.0,2.0,145.0,115.5,32.0,52.5,440000.0,500000.0,495000.0,900.0,2000.0,1300.0,49500.0,445500.0,2132.01,65.0,65.0,130.0,-1092.01,-13104.12,64.66,-26.47
Penthouse,North,Qawra,3.0,Finished,17,54,2.0,2.0,111.0,96.0,24.0,10.0,253000.0,795000.0,400000.0,750.0,1900.0,1050.0,40000.0,360000.0,1722.84,52.5,52.5,105.0,-882.84,-10594.03,64.68,-26.49
Townhouse,West,Zebbug,2.0,Unclassified,3,3,2.0,2.0,189.0,,10.0,,325000.0,370000.0,362000.0,850.0,1000.0,950.0,36200.0,325800.0,1559.17,47.5,47.5,95.0,-799.17,-9590.0,64.69,-26.49
Maisonette,South,Zejtun,3.0,Plan,6,12,2.0,1.5,115.0,124.0,17.0,17.0,245000.0,425000.0,324000.0,700.0,1200.0,850.0,32400.0,291600.0,1395.5,42.5,42.5,85.0,-715.5,-8585.97,64.71,-26.5
Apartment,North,Mgarr,3.0,Unclassified,32,167,2.0,2.0,,1.0,,1.0,225500.0,504500.0,343500.0,600.0,2400.0,900.0,34350.0,309150.0,1479.49,45.0,45.0,90.0,-759.49,-9113.83,64.76,-26.53
Maisonette,South,Fgura,2.0,Unclassified,11,8,1.0,1.0,137.5,,15.0,,265000.0,405000.0,315000.0,710.0,900.0,825.0,31500.0,283500.0,1356.73,41.25,41.25,82.5,-696.73,-8360.8,64.77,-26.54
Maisonette,Central,Hamrun,2.0,Furnished,4,10,1.5,1.0,149.5,,67.0,,265700.0,320000.0,306500.0,650.0,1000.0,800.0,30650.0,275850.0,1320.12,40.0,40.0,80.0,-680.12,-8161.48,64.91,-26.63
Penthouse,West,Rabat,2.0,Furnished,4,18,2.0,2.0,76.0,,69.0,,380000.0,400000.0,384000.0,800.0,1600.0,1000.0,38400.0,345600.0,1653.92,50.0,50.0,100.0,-853.92,-10247.07,65.0,-26.69
Penthouse,North,Mgarr,3.0,Finished,9,28,2.0,2.0,158.0,,21.5,,375000.0,500000.0,480000.0,800.0,1800.0,1250.0,48000.0,432000.0,2067.4,62.5,62.5,125.0,-1067.4,-12808.84,65.0,-26.69
Terraced House,Gozo,Gozo - Xewkija,3.0,Shell,4,5,4.0,2.0,186.5,210.0,60.5,206.0,320000.0,398000.0,326500.0,780.0,900.0,850.0,32650.0,293850.0,1406.26,42.5,42.5,85.0,-726.26,-8715.18,65.01,-26.69
Penthouse,West,Zebbug,3.0,Plan,14,19,2.0,2.0,119.5,100.5,27.5,1.0,347000.0,477000.0,423000.0,750.0,2000.0,1100.0,42300.0,380700.0,1821.9,55.0,55.0,110.0,-941.9,-11302.79,65.06,-26.72
House of Character,South,Qrendi,3.0,Furnished,3,4,2.0,1.5,160.0,,35.0,,447000.0,650000.0,635000.0,1000.0,2000.0,1650.0,63500.0,571500.0,2735.0,82.5,82.5,165.0,-1415.0,-16980.03,65.09,-26.74
Apartment,Gozo,Gozo - Sannat,2.0,Shell,5,12,2.0,1.0,83.5,,12.0,,110000.0,306000.0,231000.0,400.0,850.0,600.0,23100.0,207900.0,994.94,30.0,30.0,60.0,-514.94,-6179.25,65.1,-26.75
Villa,East,Kappara,4.0,Finished,4,12,2.0,2.0,,195.0,,,925000.0,1700000.0,1022500.0,1200.0,4500.0,2650.0,102250.0,920250.0,4404.0,132.5,132.5,265.0,-2284.0,-27408.0,65.19,-26.8
Maisonette,Central,Birkirkara,2.0,Unclassified,8,55,2.0,2.0,125.0,5.5,22.5,5.5,240000.0,375000.0,357500.0,650.0,2100.0,925.0,35750.0,321750.0,1539.78,46.25,46.25,92.5,-799.78,-9597.42,65.26,-26.85
Townhouse,Central,Birkirkara,2.0,Finished,3,17,1.0,2.0,127.5,,12.5,,298000.0,349000.0,349000.0,700.0,1300.0,900.0,34900.0,314100.0,1503.17,45.0,45.0,90.0,-783.17,-9398.09,65.39,-26.93
Townhouse,South,Zabbar,2.0,Furnished,3,4,2.0,2.0,93.0,80.0,30.0,10.0,297000.0,375000.0,330000.0,650.0,1500.0,850.0,33000.0,297000.0,1421.34,42.5,42.5,85.0,-741.34,-8896.08,65.44,-26.96
Penthouse,East,San Gwann,1.0,Plan,3,50,1.0,1.0,69.0,0.0,68.0,11.0,213000.0,330000.0,330000.0,575.0,1350.0,850.0,33000.0,297000.0,1421.34,42.5,42.5,85.0,-741.34,-8896.08,65.44,-26.96
Apartment,South,Kalkara,1.0,Unclassified,33,16,1.0,1.0,63.0,60.0,20.0,5.0,265000.0,510000.0,350000.0,600.0,2000.0,900.0,35000.0,315000.0,1507.48,45.0,45.0,90.0,-787.48,-9449.78,65.51,-27.0
Maisonette,South,Zurrieq,2.0,Furnished,5,13,2.0,1.0,133.0,133.0,25.0,3.5,239500.0,405000.0,350000.0,700.0,1100.0,900.0,35000.0,315000.0,1507.48,45.0,45.0,90.0,-787.48,-9449.78,65.51,-27.0
Apartment,East,Pieta,4.0,Furnished,4,22,3.0,3.0,150.0,,20.0,,425000.0,500000.0,467500.0,900.0,2000.0,1200.0,46750.0,420750.0,2013.56,60.0,60.0,120.0,-1053.56,-12642.78,65.58,-27.04
Maisonette,West,Zebbug,3.0,Furnished,276,61,1.0,2.0,140.0,50.0,20.0,50.0,308500.0,390000.0,390000.0,700.0,2000.0,1000.0,39000.0,351000.0,1679.77,50.0,50.0,100.0,-879.77,-10557.18,65.62,-27.07
Penthouse,West,Rabat,2.0,Finished,8,18,2.0,2.0,95.0,,50.5,,345000.0,475000.0,390000.0,800.0,1600.0,1000.0,39000.0,351000.0,1679.77,50.0,50.0,100.0,-879.77,-10557.18,65.62,-27.07
Penthouse,South,Safi,3.0,Finished,5,6,2.0,2.0,139.5,0.0,34.0,10.0,470000.0,479000.0,478000.0,550.0,1300.0,1225.0,47800.0,430200.0,2058.79,61.25,61.25,122.5,-1078.79,-12945.47,65.65,-27.08
House of Character,Central,Naxxar,2.0,Furnished,3,17,3.0,2.0,110.0,80.0,27.5,10.0,380000.0,450000.0,450000.0,500.0,1400.0,1150.0,45000.0,405000.0,1938.19,57.5,57.5,115.0,-1018.19,-12218.29,65.76,-27.15
Apartment,East,Valletta,1.0,Furnished,9,263,2.0,1.0,45.0,47.5,5.0,2.0,255000.0,500000.0,450000.0,460.0,3600.0,1150.0,45000.0,405000.0,1938.19,57.5,57.5,115.0,-1018.19,-12218.29,65.76,-27.15
Penthouse,South,Zabbar,3.0,Finished,27,23,2.0,2.0,144.0,110.0,32.0,23.0,290000.0,498000.0,372000.0,700.0,1500.0,950.0,37200.0,334800.0,1602.24,47.5,47.5,95.0,-842.24,-10106.85,65.79,-27.17
Penthouse,Gozo,Gozo - Xlendi,2.0,Plan,3,5,2.0,1.0,110.0,0.0,22.0,10.0,163500.0,238000.0,236000.0,500.0,1200.0,600.0,23600.0,212400.0,1016.47,30.0,30.0,60.0,-536.47,-6437.68,65.97,-27.28
Maisonette,West,Zebbug,3.0,Unclassified,3,61,2.0,2.0,118.0,50.0,55.5,50.0,383000.0,420000.0,395000.0,700.0,2000.0,1000.0,39500.0,355500.0,1701.3,50.0,50.0,100.0,-901.3,-10815.61,66.15,-27.38
Apartment,North,Xemxija,4.0,Finished,3,5,3.0,2.0,,,,,250000.0,584500.0,553000.0,1350.0,1500.0,1400.0,55300.0,497700.0,2381.82,70.0,70.0,140.0,-1261.82,-15141.85,66.15,-27.38
Penthouse,East,Sliema,1.0,Unclassified,3,296,1.0,1.0,77.0,5.5,50.5,5.5,350000.0,582500.0,475000.0,550.0,4650.0,1200.0,47500.0,427500.0,2045.87,60.0,60.0,120.0,-1085.87,-13030.41,66.23,-27.43
Townhouse,South,Paola,3.0,Finished,4,7,2.0,1.0,129.0,177.5,18.0,15.0,250000.0,639000.0,317500.0,800.0,1200.0,800.0,31750.0,285750.0,1367.5,40.0,40.0,80.0,-727.5,-8730.01,66.34,-27.5
Villa,Central,Lija,4.0,Furnished,3,6,3.0,3.0,272.0,,256.0,,1290000.0,1400000.0,1390000.0,2200.0,5000.0,3500.0,139000.0,1251000.0,5986.86,175.0,175.0,350.0,-3186.86,-38242.27,66.37,-27.51
Penthouse,South,Tarxien,3.0,Finished,3,4,2.0,2.0,191.0,95.0,42.5,35.0,313000.0,500000.0,377500.0,850.0,1300.0,950.0,37750.0,339750.0,1625.93,47.5,47.5,95.0,-865.93,-10391.12,66.39,-27.53
Penthouse,North,Mellieha,2.0,Furnished,3,152,2.0,2.0,,100.0,,25.0,440000.0,550000.0,478000.0,550.0,2600.0,1200.0,47800.0,430200.0,2058.79,60.0,60.0,120.0,-1098.79,-13185.47,66.49,-27.58
Maisonette,Central,Birkirkara,2.0,Furnished,4,55,1.5,2.0,146.0,5.5,29.5,5.5,233000.0,400000.0,368750.0,650.0,2100.0,925.0,36875.0,331875.0,1588.24,46.25,46.25,92.5,-848.24,-10178.87,66.53,-27.6
Maisonette,Central,Qormi,2.0,Furnished,7,7,1.0,1.0,104.0,1.0,15.0,1.0,223000.0,375000.0,299000.0,750.0,850.0,750.0,29900.0,269100.0,1287.82,37.5,37.5,75.0,-687.82,-8253.84,66.53,-27.6
Townhouse,North,Mellieha,3.0,Unclassified,3,6,2.0,2.0,133.0,,16.5,,428000.0,630000.0,479000.0,750.0,1800.0,1200.0,47900.0,431100.0,2063.1,60.0,60.0,120.0,-1103.1,-13237.16,66.58,-27.63
Townhouse,East,Sliema,5.0,Finished,3,15,3.0,4.0,220.0,,30.0,,998000.0,1050000.0,998000.0,2000.0,4500.0,2500.0,99800.0,898200.0,4298.48,125.0,125.0,250.0,-2298.48,-27581.71,66.58,-27.64
Penthouse,South,Birzebbuga,1.0,Finished,3,7,1.0,1.0,99.0,,2.0,,272000.0,350000.0,300000.0,600.0,800.0,750.0,30000.0,270000.0,1292.13,37.5,37.5,75.0,-692.13,-8305.53,66.67,-27.69
Townhouse,East,Sliema,3.0,Finished,3,189,3.0,2.0,180.0,151.0,50.0,30.0,675000.0,850000.0,800000.0,800.0,7000.0,2000.0,80000.0,720000.0,3445.67,100.0,100.0,200.0,-1845.67,-22148.07,66.67,-27.69
Penthouse,North,Mellieha,1.0,Plan,5,49,1.0,1.0,65.0,65.0,40.0,20.0,256000.0,420000.0,360000.0,600.0,1800.0,900.0,36000.0,324000.0,1550.55,45.0,45.0,90.0,-830.55,-9966.63,66.67,-27.69
Apartment,South,Birzebbuga,1.0,Finished,5,36,1.0,1.0,,40.5,,4.0,220000.0,280000.0,250000.0,400.0,1100.0,625.0,25000.0,225000.0,1076.77,31.25,31.25,62.5,-576.77,-6921.27,66.67,-27.69
Penthouse,South,Marsaskala,3.0,Shell,3,76,2.0,2.0,0.0,105.0,20.0,27.5,405000.0,690000.0,560000.0,700.0,4550.0,1400.0,56000.0,504000.0,2411.97,70.0,70.0,140.0,-1291.97,-15503.65,66.67,-27.69
House of Character,Central,Birkirkara,4.0,Furnished,3,9,4.0,3.0,265.0,,25.5,,490000.0,850000.0,850000.0,1500.0,2900.0,2100.0,85000.0,765000.0,3661.03,105.0,105.0,210.0,-1981.03,-23772.32,67.16,-27.97
Townhouse,Central,Qormi,4.0,Furnished,5,3,3.0,2.0,119.0,,21.0,,365000.0,499000.0,405000.0,1000.0,1500.0,1000.0,40500.0,364500.0,1744.37,50.0,50.0,100.0,-944.37,-11332.46,67.19,-27.98
Maisonette,South,Zejtun,3.0,Furnished,10,12,2.0,1.5,111.0,124.0,10.0,17.0,288000.0,420000.0,344500.0,700.0,1200.0,850.0,34450.0,310050.0,1483.79,42.5,42.5,85.0,-803.79,-9645.51,67.22,-28.0
Penthouse,South,Zurrieq,3.0,Finished,13,25,2.0,2.0,134.0,48.0,40.5,10.5,255000.0,600000.0,385000.0,700.0,1400.0,950.0,38500.0,346500.0,1658.23,47.5,47.5,95.0,-898.23,-10778.76,67.21,-28.0
Townhouse,South,Cospicua,2.0,Finished,7,14,2.0,2.0,95.0,112.5,9.5,4.0,280000.0,445000.0,375000.0,700.0,1900.0,925.0,37500.0,337500.0,1615.16,46.25,46.25,92.5,-875.16,-10501.91,67.23,-28.01
Townhouse,South,Cospicua,2.0,Furnished,11,14,2.0,2.0,112.0,112.5,7.0,4.0,178000.0,1100000.0,375000.0,700.0,1900.0,925.0,37500.0,337500.0,1615.16,46.25,46.25,92.5,-875.16,-10501.91,67.23,-28.01
Townhouse,South,Zejtun,2.0,Furnished,279,10,1.0,2.0,105.0,140.0,3.0,,234000.0,350000.0,345000.0,550.0,1250.0,850.0,34500.0,310500.0,1485.95,42.5,42.5,85.0,-805.95,-9671.35,67.28,-28.03
Apartment,Gozo,Gozo - Victoria,3.0,Finished,3,127,2.0,2.0,99.5,90.0,8.5,10.0,275000.0,325000.0,305000.0,450.0,2100.0,750.0,30500.0,274500.0,1313.66,37.5,37.5,75.0,-713.66,-8563.95,67.36,-28.08
Maisonette,South,Zejtun,3.0,Unclassified,11,12,2.0,1.5,125.0,124.0,27.0,17.0,245000.0,420000.0,346000.0,700.0,1200.0,850.0,34600.0,311400.0,1490.25,42.5,42.5,85.0,-810.25,-9723.04,67.4,-28.1
Apartment,Gozo,Gozo - Qala,3.0,Plan,8,47,2.0,2.0,123.0,0.0,39.5,10.0,255000.0,359000.0,285000.0,500.0,2100.0,700.0,28500.0,256500.0,1227.52,35.0,35.0,70.0,-667.52,-8010.25,67.41,-28.11
Apartment,Gozo,Gozo - Kercem,3.0,Plan,3,14,4.0,2.0,163.0,120.0,15.0,10.0,120000.0,260000.0,245000.0,550.0,900.0,600.0,24500.0,220500.0,1055.24,30.0,30.0,60.0,-575.24,-6902.85,67.53,-28.17
Penthouse,West,Zebbug,3.0,Finished,10,19,2.0,2.0,111.0,100.5,42.0,1.0,297000.0,575000.0,449000.0,750.0,2000.0,1100.0,44900.0,404100.0,1933.88,55.0,55.0,110.0,-1053.88,-12646.6,67.52,-28.17
Apartment,West,Dingli,3.0,Finished,6,18,2.0,2.0,116.0,85.0,13.0,10.0,300000.0,439500.0,368500.0,750.0,2100.0,900.0,36850.0,331650.0,1587.16,45.0,45.0,90.0,-867.16,-10405.95,67.65,-28.24
Apartment,North,Mgarr,3.0,Plan,91,167,2.0,2.0,119.0,1.0,17.0,1.0,218000.0,574500.0,370000.0,600.0,2400.0,900.0,37000.0,333000.0,1593.62,45.0,45.0,90.0,-873.62,-10483.48,67.82,-28.33
Apartment,Central,Naxxar,4.0,Furnished,3,26,2.0,2.0,145.0,130.0,21.0,20.0,370000.0,370000.0,370000.0,800.0,1500.0,900.0,37000.0,333000.0,1593.62,45.0,45.0,90.0,-873.62,-10483.48,67.82,-28.33
Maisonette,Gozo,Gozo - Nadur,3.0,Finished,4,10,2.0,2.0,142.0,0.0,15.0,15.0,266500.0,341500.0,298250.0,550.0,1500.0,725.0,29825.0,268425.0,1284.59,36.25,36.25,72.5,-704.59,-8455.08,67.85,-28.35
Terraced House,Gozo,Gozo - Victoria,3.0,Unclassified,3,8,3.0,2.0,245.0,,32.0,,335000.0,850000.0,340000.0,750.0,1400.0,825.0,34000.0,306000.0,1464.41,41.25,41.25,82.5,-804.41,-9652.93,67.93,-28.39
Terraced House,Central,Attard,3.0,Plan,21,45,2.0,2.0,72.0,206.0,38.0,50.0,650000.0,750000.0,660000.0,1000.0,2300.0,1600.0,66000.0,594000.0,2842.68,80.0,80.0,160.0,-1562.68,-18752.16,67.97,-28.41
Apartment,South,Kalkara,2.0,Unclassified,5,58,1.5,2.0,52.0,85.0,17.0,5.0,239000.0,550000.0,372000.0,750.0,2300.0,900.0,37200.0,334800.0,1602.24,45.0,45.0,90.0,-882.24,-10586.85,68.06,-28.46
Villa,North,Mellieha,5.0,Unclassified,3,14,5.0,4.0,1560.0,300.0,,,2150000.0,4900000.0,2490000.0,3200.0,7500.0,6000.0,249000.0,2241000.0,10724.65,300.0,300.0,600.0,-5924.65,-71095.86,68.23,-28.55
Penthouse,West,Zebbug,3.0,Furnished,3,19,2.0,2.0,,100.5,,1.0,456000.0,574000.0,457000.0,750.0,2000.0,1100.0,45700.0,411300.0,1968.34,55.0,55.0,110.0,-1088.34,-13060.08,68.28,-28.58
Apartment,North,Mellieha,3.0,Shell,20,491,2.0,2.0,141.0,122.5,19.0,18.5,260000.0,588000.0,484500.0,600.0,3800.0,1164.0,48450.0,436050.0,2086.79,58.2,58.2,116.4,-1155.59,-13867.02,68.36,-28.62
Apartment,West,Dingli,3.0,Unclassified,10,18,2.0,2.0,109.0,85.0,11.0,10.0,335000.0,450000.0,375000.0,750.0,2100.0,900.0,37500.0,337500.0,1615.16,45.0,45.0,90.0,-895.16,-10741.91,68.4,-28.65
Penthouse,Gozo,Gozo - Ghajnsielem,3.0,Unclassified,3,15,3.0,2.0,119.0,,68.0,,265000.0,760000.0,355000.0,550.0,1000.0,850.0,35500.0,319500.0,1529.02,42.5,42.5,85.0,-849.02,-10188.2,68.5,-28.7
Townhouse,Central,Mosta,2.0,Furnished,5,19,2.0,2.0,96.0,100.0,20.0,17.5,320000.0,560000.0,460000.0,650.0,1800.0,1100.0,46000.0,414000.0,1981.26,55.0,55.0,110.0,-1101.26,-13215.14,68.56,-28.73
Farmhouse,Gozo,Gozo - Xaghra,3.0,Furnished,4,26,3.0,3.0,152.0,120.0,96.0,50.0,560000.0,690000.0,607500.0,800.0,3000.0,1450.0,60750.0,546750.0,2616.56,72.5,72.5,145.0,-1456.56,-17478.69,68.64,-28.77
Penthouse,North,Mellieha,3.0,Shell,4,85,2.0,2.0,180.0,120.0,50.0,27.5,310000.0,650000.0,629000.0,750.0,6120.0,1500.0,62900.0,566100.0,2709.16,75.0,75.0,150.0,-1509.16,-18109.92,68.68,-28.79
Townhouse,South,Paola,3.0,Furnished,12,7,2.0,1.0,132.5,177.5,19.5,15.0,255000.0,615000.0,335500.0,800.0,1200.0,800.0,33550.0,301950.0,1445.03,40.0,40.0,80.0,-805.03,-9660.35,68.68,-28.79
House of Character,West,Siggiewi,2.0,Furnished,3,16,3.0,2.0,115.0,0.0,32.0,25.0,350000.0,1200000.0,545000.0,750.0,2800.0,1300.0,54500.0,490500.0,2347.36,65.0,65.0,130.0,-1307.36,-15688.37,68.67,-28.79
Terraced House,South,Zejtun,3.0,Furnished,5,6,2.0,2.0,145.5,,29.5,,489000.0,755000.0,650000.0,800.0,2000.0,1550.0,65000.0,585000.0,2799.61,77.5,77.5,155.0,-1559.61,-18715.3,68.68,-28.79
Maisonette,South,Mqabba,3.0,Finished,4,6,2.0,2.0,,,,,265000.0,425000.0,377500.0,850.0,1100.0,900.0,37750.0,339750.0,1625.93,45.0,45.0,90.0,-905.93,-10871.12,68.69,-28.8
Townhouse,West,Zebbug,3.0,Unclassified,6,8,3.5,2.0,167.0,,20.0,,290000.0,980000.0,672500.0,900.0,3000.0,1600.0,67250.0,605250.0,2896.52,80.0,80.0,160.0,-1616.52,-19398.22,68.78,-28.84
Terraced House,Gozo,Gozo - Victoria,3.0,Shell,4,8,2.0,2.0,91.0,,58.0,,335000.0,420000.0,347500.0,750.0,1400.0,825.0,34750.0,312750.0,1496.71,41.25,41.25,82.5,-836.71,-10040.57,68.88,-28.89
Maisonette,Gozo,Gozo - Gharb,2.0,Unclassified,4,4,2.0,1.0,97.0,,10.0,,229000.0,308000.0,254000.0,600.0,620.0,600.0,25400.0,228600.0,1094.0,30.0,30.0,60.0,-614.0,-7368.01,69.1,-29.01
Penthouse,North,Mellieha,3.0,Plan,18,85,2.0,2.0,168.5,120.0,47.5,27.5,350000.0,755000.0,635000.0,750.0,6120.0,1500.0,63500.0,571500.0,2735.0,75.0,75.0,150.0,-1535.0,-18420.03,69.1,-29.01
Penthouse,North,Qawra,3.0,Plan,5,54,2.0,2.0,132.5,96.0,55.5,10.0,430000.0,560000.0,445000.0,750.0,1900.0,1050.0,44500.0,400500.0,1916.66,52.5,52.5,105.0,-1076.66,-12919.86,69.15,-29.03
Maisonette,West,Siggiewi,3.0,Unclassified,5,12,2.0,1.5,110.5,82.0,35.5,10.0,260000.0,415000.0,403000.0,800.0,1200.0,950.0,40300.0,362700.0,1735.76,47.5,47.5,95.0,-975.76,-11709.09,69.19,-29.05
Penthouse,North,Mellieha,3.0,Finished,15,85,2.0,2.0,140.0,120.0,27.0,27.5,360000.0,775000.0,637500.0,750.0,6120.0,1500.0,63750.0,573750.0,2745.77,75.0,75.0,150.0,-1545.77,-18549.24,69.27,-29.1
