Type,Province,Town,Bedrooms,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Apartment,Central,Hamrun,3.0,22,2.0,0.0,0.0,600.0,1300.0,900.0
Penthouse,South,Gudja,3.0,4,2.0,0.0,0.0,650.0,1000.0,900.0
Maisonette,South,Kalkara,2.0,9,1.0,0.0,0.0,700.0,1000.0,900.0
Maisonette,North,Mellieha,3.0,58,2.0,0.0,0.0,700.0,1500.0,900.0
Maisonette,South,Kalkara,3.0,3,2.0,0.0,0.0,700.0,1200.0,900.0
Maisonette,North,Mellieha,2.0,43,2.0,0.0,0.0,700.0,1500.0,900.0
Maisonette,South,Luqa,3.0,12,2.0,0.0,0.0,700.0,1300.0,900.0
Penthouse,South,Qrendi,2.0,5,2.0,0.0,0.0,900.0,1000.0,900.0
Penthouse,South,Safi,2.0,3,1.0,0.0,0.0,850.0,1000.0,900.0
Penthouse,South,Cospicua,2.0,1,2.0,0.0,0.0,900.0,900.0,900.0
Penthouse,South,Tarxien,4.0,1,2.0,0.0,0.0,900.0,900.0,900.0
Penthouse,South,Birzebbuga,3.0,11,2.0,0.0,0.0,700.0,1400.0,900.0
Terraced House,East,Bahar Ic-Caghaq,4.0,3,2.0,0.0,0.0,900.0,2000.0,900.0
Maisonette,South,Mqabba,3.0,5,2.0,0.0,0.0,750.0,950.0,900.0
Penthouse,South,Zabbar,3.0,15,2.0,55.0,8.0,750.0,1200.0,900.0
Terraced House,East,Pieta,2.0,1,1.0,0.0,0.0,900.0,900.0,900.0
Terraced House,West,Dingli,2.0,1,,,,900.0,900.0,900.0
Terraced House,West,Bahrija,2.0,4,2.0,,,900.0,900.0,900.0
Maisonette,North,Saint Paul's Bay,2.0,49,1.0,0.0,0.0,700.0,1500.0,900.0
Penthouse,Gozo,Gozo - Ghajnsielem,4.0,1,1.0,0.0,0.0,895.0,895.0,895.0
Apartment,North,Mgarr,3.0,146,2.0,0.0,0.0,80.0,1500.0,887.5
Maisonette,South,Qrendi,3.0,8,2.0,0.0,0.0,850.0,1000.0,885.0
Apartment,South,Marsaxlokk,4.0,4,2.0,0.0,0.0,50.0,1100.0,875.0
Apartment,Central,Naxxar,4.0,22,2.0,0.0,0.0,800.0,1400.0,875.0
Maisonette,South,Ghaxaq,3.0,12,2.0,0.0,0.0,700.0,1350.0,875.0
Townhouse,South,Fgura,2.0,1,2.0,0.0,0.0,875.0,875.0,875.0
Maisonette Duplex,North,Xemxija,2.0,2,2.0,0.0,0.0,750.0,1000.0,875.0
Terraced House,Gozo,Gozo - Gharb,4.0,2,2.0,0.0,0.0,800.0,950.0,875.0
House of Character,North,Mellieha,2.0,2,1.5,0.0,0.0,850.0,900.0,875.0
Penthouse,North,Salina,2.0,2,1.5,,,800.0,950.0,875.0
Apartment Duplex,North,Mellieha,2.0,2,1.5,0.0,0.0,850.0,900.0,875.0
Maisonette,South,Marsaxlokk,2.0,6,2.0,0.0,0.0,700.0,900.0,875.0
Farmhouse,North,Burmarrad,11.0,1,7.0,0.0,0.0,865.0,865.0,865.0
Maisonette,Central,Swatar,2.0,36,2.0,0.0,0.0,700.0,1200.0,862.5
Terraced House,West,Siggiewi,3.0,3,2.0,0.0,0.0,850.0,950.0,850.0
Townhouse,East,Sliema,1.0,19,1.0,0.0,0.0,520.0,1350.0,850.0
Townhouse,North,Mgarr,3.0,1,2.0,,,850.0,850.0,850.0
Terraced House,Gozo,Gozo - Xewkija,3.0,2,2.0,105.0,103.0,800.0,900.0,850.0
Terraced House,Gozo,Gozo - Xaghra,6.0,1,5.0,0.0,0.0,850.0,850.0,850.0
Terraced House,North,Mellieha,2.0,2,3.0,0.0,0.0,750.0,950.0,850.0
Townhouse,East,Msida,1.0,1,1.0,,,850.0,850.0,850.0
Terraced House,Gozo,Gozo - Victoria,3.0,6,2.0,0.0,0.0,800.0,1400.0,850.0
Townhouse,North,Mellieha,1.0,1,2.0,,,850.0,850.0,850.0
Maisonette,South,Zabbar,3.0,23,2.0,0.0,0.0,700.0,1200.0,850.0
Apartment Duplex,South,Zabbar,2.0,1,2.0,0.0,0.0,850.0,850.0,850.0
Maisonette,South,Luqa,2.0,15,2.0,0.0,0.0,700.0,1000.0,850.0
Apartment,East,Kappara,1.0,31,1.0,0.0,0.0,600.0,1600.0,850.0
Maisonette,South,Birgu,2.0,3,2.0,,,750.0,1500.0,850.0
Maisonette Duplex,North,Bugibba,2.0,1,2.0,0.0,0.0,850.0,850.0,850.0
Apartment,North,Mellieha,2.0,295,2.0,0.0,0.0,83.0,2000.0,850.0
Apartment,North,Salina,3.0,25,2.0,0.0,0.0,600.0,1500.0,850.0
Apartment,North,Wardija,2.0,11,2.0,0.0,0.0,850.0,1300.0,850.0
Maisonette Duplex,East,Msida,3.0,1,1.0,0.0,0.0,850.0,850.0,850.0
Apartment Duplex,South,Zurrieq,3.0,1,3.0,0.0,0.0,850.0,850.0,850.0
Maisonette Semi-Detached,North,Qawra,2.0,2,1.5,0.0,0.0,800.0,900.0,850.0
Maisonette,South,Fgura,3.0,9,1.0,0.0,0.0,800.0,1000.0,850.0
Apartment Duplex,South,Birzebbuga,1.0,1,,,,850.0,850.0,850.0
Maisonette,South,Gudja,2.0,2,2.0,,,850.0,850.0,850.0
Apartment,West,Zebbug,2.0,66,2.0,0.0,0.0,600.0,1400.0,850.0
Penthouse,South,Birzebbuga,2.0,18,1.0,0.0,0.0,50.0,1100.0,850.0
Maisonette,South,Kalkara,1.0,6,1.0,0.0,0.0,700.0,1500.0,850.0
Apartment,Central,Santa Venera,2.0,84,2.0,0.0,0.0,500.0,1100.0,850.0
Apartment,West,Rabat,2.0,50,2.0,0.0,0.0,400.0,1500.0,850.0
Maisonette Duplex,South,Birzebbuga,1.0,1,1.0,,,850.0,850.0,850.0
Cottage,Central,Mosta,2.0,1,2.0,0.0,0.0,850.0,850.0,850.0
Farmhouse,Central,Lija,2.0,1,,,,850.0,850.0,850.0
Maisonette Duplex,West,Rabat,2.0,1,2.0,0.0,0.0,850.0,850.0,850.0
Maisonette Semi-Detached,Central,Mosta,3.0,1,2.0,0.0,0.0,850.0,850.0,850.0
Penthouse,Central,Birkirkara,1.0,19,1.0,0.0,0.0,600.0,1150.0,850.0
Maisonette,Gozo,Gozo - Ghajnsielem,3.0,5,2.0,0.0,0.0,700.0,1500.0,850.0
Maisonette,Gozo,Gozo - Sannat,3.0,3,3.0,0.0,0.0,800.0,1100.0,850.0
Maisonette,East,Sliema,1.0,88,1.0,0.0,0.0,700.0,1350.0,850.0
Penthouse,Central,Naxxar,1.0,27,1.0,0.0,0.0,600.0,2250.0,850.0
Maisonette Duplex,West,Siggiewi,3.0,1,2.0,0.0,0.0,850.0,850.0,850.0
Maisonette,East,Gzira,1.0,40,1.0,0.0,0.0,700.0,1300.0,850.0
Maisonette,North,Mellieha,4.0,3,2.0,0.0,0.0,800.0,1300.0,850.0
Maisonette,North,Bidnija,3.0,7,2.0,0.0,0.0,800.0,1400.0,850.0
Maisonette Duplex,South,Tarxien,3.0,1,1.0,0.0,0.0,850.0,850.0,850.0
Maisonette Duplex,South,Tarxien,2.0,1,2.0,,,850.0,850.0,850.0
Apartment,East,Saint Julian's,1.0,2010,1.0,0.0,0.0,70.0,4500.0,850.0
Apartment,South,Fgura,2.0,33,1.0,0.0,0.0,580.0,1000.0,850.0
Maisonette Duplex,South,Ghaxaq,3.0,1,2.0,,,850.0,850.0,850.0
Maisonette,North,Manikata,2.0,2,2.0,0.0,0.0,800.0,900.0,850.0
Apartment,West,Dingli,3.0,15,2.0,0.0,0.0,750.0,1200.0,850.0
Maisonette Semi-Detached,Central,Naxxar,3.0,4,2.0,0.0,0.0,750.0,1300.0,850.0
Penthouse,West,Dingli,2.0,3,2.0,0.0,0.0,800.0,850.0,850.0
Apartment,South,Xghajra,2.0,40,2.0,0.0,0.0,600.0,1300.0,850.0
Apartment,South,Zurrieq,3.0,79,2.0,0.0,0.0,55.0,1500.0,850.0
Penthouse Duplex,South,Birzebbuga,3.0,1,2.0,,,850.0,850.0,850.0
Apartment,South,Birzebbuga,3.0,81,2.0,0.0,0.0,650.0,1700.0,850.0
Penthouse,West,Siggiewi,1.0,3,1.0,,,850.0,850.0,850.0
Apartment,South,Safi,3.0,30,2.0,0.0,0.0,650.0,1500.0,850.0
Apartment,South,Marsaskala,4.0,23,4.0,0.0,0.0,215.0,3500.0,850.0
Maisonette,South,Safi,4.0,1,2.0,0.0,0.0,850.0,850.0,850.0
Penthouse,West,Bahrija,3.0,6,2.0,0.0,0.0,800.0,3500.0,850.0
Apartment,Central,Birkirkara,2.0,159,2.0,0.0,0.0,650.0,1600.0,850.0
Maisonette,South,Senglea,3.0,1,2.0,,,850.0,850.0,850.0
Apartment,South,Tarxien,3.0,39,2.0,0.0,0.0,650.0,1000.0,850.0
Maisonette,South,Mqabba,2.0,5,2.0,0.0,0.0,700.0,850.0,850.0
Maisonette,West,Rabat,2.0,9,2.0,0.0,0.0,700.0,1300.0,850.0
Penthouse Duplex,Gozo,Gozo - Xlendi,2.0,1,2.0,,,850.0,850.0,850.0
Apartment,South,Zejtun,3.0,29,2.0,0.0,0.0,600.0,1300.0,850.0
Penthouse,South,Zabbar,2.0,13,2.0,0.0,0.0,575.0,1300.0,850.0
Apartment,South,Luqa,2.0,43,2.0,0.0,0.0,550.0,1000.0,850.0
Apartment,South,Kirkop,2.0,3,1.5,0.0,0.0,800.0,950.0,850.0
Apartment,South,Kirkop,3.0,17,2.0,0.0,0.0,700.0,1000.0,850.0
Apartment,South,Xghajra,5.0,1,2.0,0.0,0.0,850.0,850.0,850.0
Penthouse,South,Mqabba,3.0,1,2.0,0.0,0.0,850.0,850.0,850.0
Maisonette,South,Marsaskala,2.0,60,2.0,0.0,0.0,690.0,1500.0,850.0
Apartment,South,Ghaxaq,3.0,46,2.0,0.0,0.0,600.0,1300.0,850.0
Apartment,South,Zurrieq,1.0,3,1.0,0.0,0.0,800.0,850.0,850.0
Penthouse,South,Paola,2.0,4,1.5,0.0,0.0,650.0,1500.0,850.0
Penthouse,South,Fgura,1.0,9,1.0,0.0,0.0,700.0,1000.0,840.0
Maisonette,Gozo,Gozo - Munxar,3.0,2,2.0,0.0,0.0,800.0,875.0,837.5
Room,East,Msida,1.0,2,1.0,,,650.0,1000.0,825.0
Maisonette,West,Bahrija,3.0,4,2.0,0.0,0.0,800.0,1200.0,825.0
House of Character,Gozo,Gozo - Nadur,2.0,2,,,,750.0,900.0,825.0
House of Character,North,Saint Paul's Bay,1.0,2,1.5,0.0,0.0,650.0,1000.0,825.0
Maisonette,Central,Naxxar,1.0,12,1.0,0.0,0.0,700.0,1000.0,825.0
House of Character,South,Zejtun,2.0,4,2.0,0.0,0.0,700.0,1200.0,825.0
Apartment,North,Xemxija,2.0,88,2.0,0.0,0.0,550.0,1600.0,825.0
Apartment,South,Fgura,1.0,4,1.0,0.0,0.0,650.0,900.0,825.0
Townhouse,Central,Naxxar,2.0,4,1.0,0.0,0.0,500.0,1000.0,825.0
Penthouse,Central,Mriehel,2.0,2,2.0,0.0,0.0,800.0,850.0,825.0
Maisonette,Central,Hamrun,2.0,8,1.0,0.0,0.0,700.0,1000.0,825.0
Apartment,South,Kalkara,1.0,10,1.0,0.0,0.0,480.0,1500.0,825.0
Apartment,South,Gudja,2.0,42,2.0,0.0,0.0,650.0,1000.0,825.0
Penthouse,North,Mgarr,1.0,8,1.5,0.0,0.0,600.0,1200.0,825.0
Apartment,South,Xghajra,4.0,2,1.5,0.0,0.0,800.0,850.0,825.0
Apartment,West,Rabat,4.0,4,2.0,0.0,0.0,700.0,1350.0,825.0
Penthouse,South,Mqabba,2.0,2,2.0,0.0,0.0,800.0,850.0,825.0
Maisonette,Central,Attard,1.0,6,1.0,0.0,0.0,700.0,900.0,825.0
Catering Establishments,Central,Hamrun,1.0,1,,,,821.0,821.0,821.0
Maisonette,South,Birzebbuga,6.0,1,2.0,0.0,0.0,815.0,815.0,815.0
Maisonette,South,Zejtun,3.0,10,2.0,0.0,0.0,700.0,1000.0,810.0
Apartment,Central,Birkirkara,6.0,1,2.0,0.0,0.0,806.0,806.0,806.0
Maisonette,Gozo,Gozo - Victoria,4.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Townhouse,Central,Qormi,2.0,7,2.0,0.0,0.0,700.0,1000.0,800.0
Townhouse,East,Gzira,2.0,13,2.0,0.0,0.0,650.0,1400.0,800.0
Maisonette,Gozo,Gozo - Zebbug,1.0,1,,,,800.0,800.0,800.0
Maisonette,South,Tarxien,2.0,5,2.0,0.0,0.0,750.0,850.0,800.0
Maisonette,North,Bugibba,2.0,22,1.0,0.0,0.0,700.0,1200.0,800.0
Maisonette,North,Burmarrad,4.0,1,1.0,0.0,0.0,800.0,800.0,800.0
Maisonette,North,Mgarr,2.0,11,1.0,0.0,0.0,700.0,1000.0,800.0
Maisonette,South,Senglea,2.0,8,1.0,37.5,4.0,750.0,1200.0,800.0
Maisonette,North,Salina,3.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Townhouse,Central,Hamrun,1.0,3,1.0,0.0,0.0,600.0,850.0,800.0
Maisonette,South,Cospicua,2.0,7,2.0,0.0,0.0,750.0,900.0,800.0
Maisonette,South,Fgura,1.0,1,1.0,,,800.0,800.0,800.0
Maisonette,South,Fgura,2.0,6,1.0,0.0,0.0,710.0,1100.0,800.0
Maisonette,South,Marsaskala,5.0,2,2.0,0.0,0.0,800.0,800.0,800.0
Airspace,South,Luqa,3.0,1,1.0,0.0,0.0,800.0,800.0,800.0
House of Character,Central,Naxxar,1.0,4,1.0,0.0,0.0,700.0,1000.0,800.0
Maisonette,Gozo,Gozo - San Lawrenz,3.0,1,,,,800.0,800.0,800.0
Maisonette,Gozo,Gozo - Nadur,3.0,3,,,,700.0,1250.0,800.0
Apartment,North,Mgarr,2.0,68,2.0,0.0,0.0,600.0,1250.0,800.0
Townhouse,West,Dingli,3.0,3,2.0,0.0,0.0,790.0,800.0,800.0
Apartment,North,Saint Paul's Bay,2.0,457,2.0,0.0,0.0,100.0,2800.0,800.0
Apartment,North,Salina,2.0,21,2.0,0.0,0.0,590.0,1500.0,800.0
Bungalow Semi-Detached,Gozo,Gozo - Gharb,3.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Block of Apartments,North,Mellieha,2.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Apartment Duplex,South,Gudja,4.0,1,2.0,,,800.0,800.0,800.0
Apartment Duplex,Gozo,Gozo - Ghasri,1.0,2,1.0,0.0,0.0,800.0,800.0,800.0
Apartment,West,Siggiewi,2.0,29,2.0,0.0,0.0,550.0,1000.0,800.0
Apartment,West,Bahrija,3.0,13,2.0,0.0,0.0,700.0,950.0,800.0
Apartment,South,Zabbar,3.0,73,2.0,0.0,0.0,650.0,1500.0,800.0
Apartment,South,Xghajra,3.0,53,2.0,0.0,0.0,650.0,1300.0,800.0
Apartment,South,Tarxien,4.0,1,1.0,0.0,0.0,800.0,800.0,800.0
Apartment,South,Tarxien,2.0,35,2.0,0.0,0.0,600.0,1200.0,800.0
Apartment,South,Safi,2.0,18,2.0,0.0,0.0,600.0,1100.0,800.0
Apartment,South,Mqabba,3.0,12,2.0,0.0,0.0,750.0,1100.0,800.0
Apartment,South,Marsaxlokk,2.0,30,2.0,0.0,0.0,600.0,1000.0,800.0
Apartment,South,Marsaskala,2.0,442,2.0,0.0,0.0,55.0,1500.0,800.0
Apartment,South,Cospicua,2.0,11,1.0,0.0,0.0,70.0,1200.0,800.0
Apartment,North,Mellieha,1.0,62,1.0,0.0,0.0,400.0,2000.0,800.0
Townhouse,South,Zabbar,1.0,1,,0.0,0.0,800.0,800.0,800.0
Apartment,North,Bidnija,3.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Townhouse,Gozo,Gozo - Zebbug,2.0,3,2.0,0.0,0.0,750.0,850.0,800.0
Maisonette,East,Ta' Xbiex,1.0,3,1.0,0.0,0.0,700.0,900.0,800.0
Maisonette,East,San Gwann,1.0,6,1.0,0.0,0.0,800.0,1125.0,800.0
Maisonette,East,Pieta,1.0,10,1.0,0.0,0.0,750.0,900.0,800.0
Maisonette,East,Gharghur,1.0,3,2.0,0.0,0.0,750.0,800.0,800.0
Apartment,Gozo,Gozo - San Lawrenz,2.0,4,2.0,0.0,0.0,500.0,1100.0,800.0
Townhouse,Gozo,Gozo - Xaghra,3.0,3,3.0,55.0,27.5,800.0,1200.0,800.0
House of Character,West,Dingli,3.0,1,2.0,,,800.0,800.0,800.0
House of Character,South,Zurrieq,2.0,5,1.5,0.0,0.0,600.0,850.0,800.0
House of Character,South,Kirkop,2.0,1,2.0,,,800.0,800.0,800.0
Corner Terraced House,West,Zebbug,2.0,1,2.0,,,800.0,800.0,800.0
Townhouse,South,Ghaxaq,2.0,1,1.0,,,800.0,800.0,800.0
House of Character,Gozo,Gozo - Ghajnsielem,3.0,9,2.5,0.0,0.0,750.0,1250.0,800.0
House of Character,Gozo,Gozo - Fontana,2.0,1,,,,800.0,800.0,800.0
House of Character,East,Sliema,1.0,2,1.0,,,600.0,1000.0,800.0
Townhouse,South,Marsaskala,1.0,1,2.0,,,800.0,800.0,800.0
Guesthouse,South,Marsaskala,1.0,1,2.0,,,800.0,800.0,800.0
Townhouse,South,Paola,3.0,4,2.0,0.0,0.0,800.0,1200.0,800.0
Farmhouse,East,Maghtab,2.0,1,1.0,0.0,0.0,800.0,800.0,800.0
Maisonette,South,Xghajra,3.0,7,2.0,0.0,0.0,800.0,1200.0,800.0
Maisonette,North,Bugibba,3.0,17,2.0,0.0,0.0,700.0,1200.0,800.0
Maisonette,South,Zejtun,4.0,1,2.0,,,800.0,800.0,800.0
Maisonette Duplex,South,Fgura,3.0,1,2.0,,,800.0,800.0,800.0
Maisonette Duplex,Gozo,Gozo - Xewkija,3.0,2,2.0,0.0,0.0,750.0,850.0,800.0
Penthouse,North,Xemxija,1.0,7,1.0,0.0,0.0,600.0,1000.0,800.0
Penthouse,North,Saint Paul's Bay,1.0,37,1.0,0.0,0.0,450.0,1500.0,800.0
Penthouse,North,Qawra,1.0,23,1.0,0.0,0.0,600.0,1150.0,800.0
Penthouse,Gozo,Gozo - Zebbug,4.0,1,1.0,0.0,0.0,800.0,800.0,800.0
Penthouse,Gozo,Gozo - Zebbug,1.0,1,1.0,0.0,0.0,800.0,800.0,800.0
Penthouse,Gozo,Gozo - Xaghra,2.0,13,2.0,0.0,0.0,600.0,1400.0,800.0
Maisonette Duplex,South,Cospicua,3.0,1,3.0,,,800.0,800.0,800.0
Terraced House,South,Ghaxaq,1.0,1,1.0,,,800.0,800.0,800.0
Terraced House,South,Fgura,5.0,1,1.0,0.0,0.0,800.0,800.0,800.0
Apartment,East,Floriana,1.0,21,1.0,0.0,0.0,600.0,1200.0,800.0
Terraced House,Gozo,Gozo - Sannat,2.0,1,,,,800.0,800.0,800.0
Maisonette Duplex,Gozo,Gozo - Nadur,3.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Penthouse,Gozo,Gozo - San Lawrenz,2.0,3,2.0,0.0,0.0,600.0,900.0,800.0
Maisonette Duplex,West,Bahrija,3.0,1,2.0,,,800.0,800.0,800.0
Terraced House,Gozo,Gozo - Fontana,2.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Maisonette Duplex,West,Rabat,1.0,2,1.5,0.0,0.0,800.0,800.0,800.0
Penthouse,Central,Attard,1.0,8,1.0,0.0,0.0,550.0,950.0,800.0
Penthouse,Gozo,Gozo - Marsalforn,3.0,13,2.0,0.0,0.0,500.0,1450.0,800.0
Penthouse,East,Bahar Ic-Caghaq,1.0,14,1.0,0.0,0.0,600.0,1300.0,800.0
Terraced House,Gozo,Gozo - Ghasri,3.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Penthouse,Gozo,Gozo - Kercem,2.0,4,2.0,0.0,0.0,800.0,850.0,800.0
Terraced House,Gozo,Gozo - Kercem,4.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Apartment,East,San Gwann,1.0,90,1.0,0.0,0.0,45.0,3250.0,800.0
Penthouse,South,Fgura,2.0,11,1.0,0.0,0.0,650.0,900.0,800.0
Penthouse,Gozo,Gozo - Sannat,3.0,5,2.0,0.0,0.0,600.0,800.0,800.0
Terraced House,South,Paola,2.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Maisonette Duplex,Central,Mosta,2.0,1,2.0,0.0,0.0,800.0,800.0,800.0
Penthouse,West,Mtarfa,2.0,3,2.0,0.0,0.0,750.0,900.0,800.0
Penthouse,South,Xghajra,3.0,3,2.0,0.0,0.0,800.0,1200.0,800.0
Penthouse,South,Xghajra,2.0,13,1.0,0.0,0.0,600.0,1700.0,800.0
Apartment,Central,Qormi,2.0,43,2.0,0.0,0.0,600.0,1200.0,800.0
Maisonette,West,Siggiewi,1.0,1,1.0,0.0,0.0,800.0,800.0,800.0
Maisonette Duplex,Central,Hamrun,2.0,1,2.0,10.0,10.0,800.0,800.0,800.0
Maisonette,West,Rabat,4.0,1,1.0,0.0,0.0,800.0,800.0,800.0
Penthouse,South,Marsaskala,1.0,21,1.0,0.0,0.0,600.0,1500.0,800.0
Apartment,Central,Mriehel,2.0,9,2.0,0.0,0.0,800.0,800.0,800.0
Apartment,Central,Hamrun,2.0,33,1.0,0.0,0.0,575.0,1200.0,800.0
Maisonette Duplex,Central,Qormi,2.0,1,1.0,,,800.0,800.0,800.0
Penthouse,West,Siggiewi,2.0,13,1.5,0.0,0.0,700.0,1500.0,800.0
Apartment,Central,Santa Venera,1.0,26,1.0,0.0,0.0,195.0,1050.0,800.0
Penthouse,Central,Balzan,1.0,6,1.0,0.0,0.0,750.0,850.0,790.0
Apartment,South,Qrendi,2.0,8,1.5,0.0,0.0,600.0,1100.0,775.0
Townhouse,East,Gzira,1.0,4,1.0,0.0,0.0,750.0,850.0,775.0
Terraced House,Gozo,Gozo - Fontana,4.0,1,1.0,0.0,0.0,775.0,775.0,775.0
Penthouse,East,Floriana,1.0,2,1.0,,,750.0,800.0,775.0
Maisonette,Gozo,Gozo - Qala,3.0,2,2.0,0.0,0.0,700.0,850.0,775.0
Penthouse,Gozo,Gozo - Qala,2.0,8,2.0,0.0,0.0,600.0,1200.0,775.0
Townhouse,South,Tarxien,2.0,2,1.5,,,650.0,900.0,775.0
Maisonette,Gozo,Gozo - Victoria,3.0,6,2.0,0.0,0.0,700.0,1100.0,775.0
Maisonette,South,Qrendi,2.0,8,2.0,0.0,0.0,700.0,850.0,775.0
Maisonette,Gozo,Gozo - Xaghra,3.0,4,3.0,0.0,0.0,750.0,900.0,775.0
Penthouse,Gozo,Gozo - Ghajnsielem,3.0,10,2.0,0.0,0.0,550.0,1000.0,775.0
Apartment,East,Gharghur,1.0,6,1.0,0.0,0.0,600.0,900.0,775.0
Maisonette,Central,Birkirkara,1.0,6,1.0,30.0,0.0,700.0,990.0,775.0
Townhouse,West,Zebbug,2.0,4,1.5,0.0,0.0,700.0,1000.0,775.0
Apartment,East,Pieta,1.0,62,1.0,0.0,0.0,500.0,1200.0,775.0
Penthouse,Central,Qormi,1.0,4,1.0,0.0,0.0,725.0,900.0,775.0
Townhouse,South,Marsa,3.0,2,2.0,,,750.0,800.0,775.0
Maisonette,Central,Qormi,2.0,8,1.0,0.0,0.0,700.0,850.0,775.0
Maisonette,West,Bahrija,2.0,4,2.0,0.0,0.0,700.0,800.0,775.0
Maisonette,Gozo,Gozo - Marsalforn,2.0,2,1.5,0.0,0.0,690.0,850.0,770.0
Maisonette,East,Msida,1.0,12,1.0,0.0,0.0,700.0,1200.0,770.0
Penthouse,South,Luqa,1.0,2,1.0,,,530.0,1000.0,765.0
Townhouse,North,Qawra,2.0,1,1.0,,,759.0,759.0,759.0
Penthouse,South,Zejtun,2.0,9,2.0,0.0,0.0,600.0,1900.0,755.0
Apartment,Central,Naxxar,1.0,32,1.0,0.0,0.0,600.0,2000.0,750.0
Townhouse,South,Gudja,1.0,1,1.0,,,750.0,750.0,750.0
House of Character,Gozo,Gozo - Fontana,1.0,1,2.0,0.0,0.0,750.0,750.0,750.0
House of Character,Gozo,Gozo - Victoria,4.0,3,3.5,0.0,0.0,216.0,1200.0,750.0
Terraced House,Gozo,Gozo - Qala,2.0,3,2.0,0.0,0.0,750.0,800.0,750.0
Apartment,Gozo,Gozo - Xaghra,1.0,3,1.0,,,450.0,750.0,750.0
Apartment,Gozo,Gozo - Victoria,4.0,3,2.0,0.0,0.0,600.0,1500.0,750.0
Terraced House,South,Zabbar,1.0,1,1.0,0.0,0.0,750.0,750.0,750.0
Townhouse,South,Birzebbuga,3.0,2,2.0,0.0,0.0,700.0,800.0,750.0
Apartment,Gozo,Gozo - Victoria,3.0,100,2.0,0.0,0.0,400.0,1500.0,750.0
House of Character,South,Cospicua,2.0,5,2.0,0.0,0.0,138.0,1600.0,750.0
Townhouse,North,Saint Paul's Bay,2.0,6,1.0,0.0,0.0,600.0,1200.0,750.0
House of Character,South,Qrendi,2.0,2,1.0,0.0,0.0,750.0,750.0,750.0
House of Character,South,Safi,2.0,3,1.0,0.0,0.0,600.0,900.0,750.0
House of Character,Central,Qormi,2.0,5,1.0,0.0,0.0,600.0,1600.0,750.0
Apartment,West,Dingli,2.0,9,2.0,0.0,0.0,700.0,900.0,750.0
Penthouse,West,Zebbug,1.0,3,1.0,0.0,0.0,600.0,1000.0,750.0
Apartment,South,Zabbar,5.0,1,2.0,0.0,0.0,750.0,750.0,750.0
Apartment,West,Rabat,1.0,9,1.0,0.0,0.0,600.0,900.0,750.0
Penthouse,South,Kalkara,1.0,3,1.0,0.0,0.0,750.0,850.0,750.0
Apartment,West,Siggiewi,1.0,1,1.0,,,750.0,750.0,750.0
Terraced House,East,Gzira,1.0,1,1.0,,,750.0,750.0,750.0
Apartment,South,Zurrieq,2.0,45,1.0,0.0,0.0,450.0,1000.0,750.0
Penthouse,Gozo,Gozo - Zebbug,2.0,5,2.0,0.0,0.0,600.0,1100.0,750.0
Penthouse,South,Tarxien,1.0,1,1.0,,,750.0,750.0,750.0
Apartment,North,Salina,5.0,1,2.0,0.0,0.0,750.0,750.0,750.0
Penthouse,Gozo,Gozo - Xewkija,2.0,11,2.0,0.0,0.0,600.0,900.0,750.0
Apartment,North,Bugibba,2.0,342,1.0,0.0,0.0,450.0,1900.0,750.0
Apartment,Gozo,Gozo - Zebbug,2.0,18,2.0,0.0,0.0,500.0,2000.0,750.0
Townhouse,South,Zabbar,2.0,3,2.0,0.0,0.0,650.0,1500.0,750.0
Townhouse,South,Xghajra,2.0,3,2.0,0.0,0.0,600.0,900.0,750.0
Apartment,West,Mtarfa,2.0,1,1.0,,,750.0,750.0,750.0
Farmhouse,Gozo,Gozo - Qala,2.0,2,2.0,0.0,0.0,750.0,750.0,750.0
Apartment,East,Msida,1.0,401,1.0,0.0,0.0,100.0,1200.0,750.0
Farmhouse,West,Rabat,1.0,1,1.0,0.0,0.0,750.0,750.0,750.0
Apartment,North,Bidnija,1.0,1,1.0,0.0,0.0,750.0,750.0,750.0
Apartment,South,Paola,2.0,23,1.0,0.0,0.0,500.0,1350.0,750.0
Apartment,East,Pembroke,1.0,9,1.0,0.0,0.0,600.0,1350.0,750.0
Farmhouse,Gozo,Gozo - Fontana,1.0,1,1.0,,,750.0,750.0,750.0
Apartment,South,Ghaxaq,2.0,12,1.0,50.0,0.0,550.0,850.0,750.0
Maisonette,North,Qawra,1.0,3,1.0,0.0,0.0,700.0,800.0,750.0
Maisonette,South,Paola,1.0,2,1.0,0.0,0.0,700.0,800.0,750.0
Townhouse,Gozo,Gozo - Ghajnsielem,4.0,2,2.0,0.0,0.0,500.0,1000.0,750.0
