Is_Sale,Source,Reference,Town,Type,Latitude,Longitude,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
FALSE,Belair,20113,Msida,Independent Offices,,,,,425,,,6198
FALSE,Belair,11781,"St. Julians, Portomaso",Penthouse,,,3,3,,,,6500
FALSE,Belair,305282,Ta' Xbiex,Independent Offices,,,,,471,,,10983
FALSE,Belair,22293,St Julians,Independent Offices,,,,,373,,,11190
FALSE,Belair,22291,St Julians,Independent Offices,,,,,412,,,12360
FALSE,Belair,20114,Msida,Independent Offices,,,,,850,,,12396
FALSE,Belair,22289,St Julians,Independent Offices,,,,,571,,,15270
FALSE,Belair,22287,St Julians,Independent Offices,,,,,710,,,18680
FALSE,Belair,131866,Sliema,Guest House,,,,,120,,,19167
FALSE,Belair,22758,"Sliema, Tigne Point",Business Centre,,,,,811,,,29399
FALSE,Belair,136498,Siggiewi,Apartment,,,3,2,,,,1000
FALSE,Belair,136473,Marsascala,Penthouse,,,1,1,110,,,1000
FALSE,Belair,800512,Mosta,Penthouse,,,1,1,,,,1000
FALSE,Belair,800511,Mosta,Apartment,,,3,2,,,,1000
FALSE,Belair,800509,Mosta,Apartment,,,3,2,,,,1000
FALSE,Belair,1523,Swieqi,First Floor (+) Maisonette,,,2,1,150,,,1000
FALSE,Belair,307312,Gharghur,Townhouse,,,2,2,,,,1000
FALSE,Belair,136301,Sliema,Apartment,,,2,2,,,,1000
FALSE,Belair,137061,Mosta,Ground Floor Maisonette,,,2,2,,,,1000
FALSE,Belair,136740,San Gwann,Apartment,,,3,2,,,,1000
FALSE,Belair,302499,San Gwann,Apartment,,,3,2,125,,,1000
FALSE,Belair,18191,Sliema,Apartment,,,1,1,,,,1000
FALSE,Belair,302652,Msida,Apartment,,,2,1,,,,1000
FALSE,Belair,21933,Ibrag,Independent Offices,,,,,200,,,1000
FALSE,Belair,11439,Gzira,Apartment,,,2,1,,,,1000
FALSE,Belair,8221,St Julians,Apartment,,,3,2,,,,1000
FALSE,Belair,11436,St Julians,Apartment,,,3,2,,,,1000
FALSE,Belair,302653,Msida,Apartment,,,2,1,,,,1000
FALSE,Belair,12572,St Julians,Apartment,,,3,0,,,,1000
FALSE,Belair,302654,Msida,Apartment,,,3,1,,,,1000
FALSE,Belair,134469,Gzira,Apartment,,,2,1,,,,1000
FALSE,Belair,9702,Gzira,Apartment,,,2,1,,,,1000
FALSE,Belair,19050,Gzira,Apartment,,,3,2,,,,1000
FALSE,Belair,134864,Gzira,Apartment,,,2,1,60,,,1100
FALSE,Belair,501094,Sliema,Penthouse,,,1,1,,,,1100
FALSE,Belair,18234,Gzira,Apartment,,,2,1,,,,1100
FALSE,Belair,14506,Gzira,Apartment,,,3,2,,,,1100
FALSE,Belair,802446,Pieta,Apartment,,,4,3,,,,1100
FALSE,Belair,135925,San Gwann,Penthouse,,,1,0,50,,,1100
FALSE,Belair,133391,St Julians,Penthouse,,,1,1,,,,1100
FALSE,Belair,136304,Sliema,Apartment,,,2,1,,,,1100
FALSE,Belair,701495,Mosta,Retail Outlet,,,,,110,,,1125
FALSE,Belair,20234,Gzira,Apartment,,,2,2,,,,1150
FALSE,Belair,19937,Sliema,Apartment,,,1,1,,,,1150
FALSE,Belair,301993,Sliema,Penthouse,,,2,2,,,,1200
FALSE,Belair,3294,Swieqi,Apartment,,,3,2,,,,1200
FALSE,Belair,302801,Sliema,Apartment,,,3,1,,,,1200
FALSE,Belair,137079,Pembroke,Apartment,,,2,2,100,,,1200
FALSE,Belair,134052,Sliema,Apartment,,,1,1,90,,,1200
FALSE,Belair,305518,Msida,Apartment,,,3,2,,,,1200
FALSE,Belair,135705,San Gwann,Apartment,,,3,2,100,,,1200
FALSE,Belair,135706,San Gwann,Apartment,,,3,2,100,,,1200
FALSE,Belair,136972,St Julians,Apartment,,,3,1,,,,1200
FALSE,Belair,305638,Mosta,Apartment,,,2,2,,,,1200
FALSE,Belair,302840,Sliema,Penthouse,,,1,1,,,,1200
FALSE,Belair,130751,Gzira,Apartment,,,2,2,,,,1200
FALSE,Belair,923,Sliema,Apartment,,,3,2,,,,1200
FALSE,Belair,11753,Msida,Apartment,,,3,2,,,,1200
FALSE,Belair,136305,Sliema,Duplex Penthouse,,,2,2,,,,1200
FALSE,Belair,10798,St Julians,Penthouse,,,2,2,,,,1200
FALSE,Belair,304622,Swieqi,Duplex Penthouse,,,2,2,,,,1250
FALSE,Belair,135707,San Gwann,Penthouse,,,2,2,100,,,1250
FALSE,Belair,304527,Naxxar,Apartment,,,2,2,,,,1300
FALSE,Belair,10890,Qawra,Apartment,,,3,1,,,,1300
FALSE,Belair,302655,Msida,Studio Penthouse,,,1,1,,,,1300
FALSE,Belair,13775,Sliema,Apartment,,,2,2,,,,1300
FALSE,Belair,20413,Mellieha,Apartment,,,2,2,,,,1350
FALSE,Belair,23988,Naxxar,Apartment,,,1,2,,,,1350
FALSE,Belair,24149,Swieqi,Penthouse,,,1,1,,,,1350
FALSE,Belair,24189,Swieqi,Ground Floor Maisonette,,,2,1,,,,1350
FALSE,Belair,135417,Santa Venera,Townhouse,,,3,2,150,,,1350
FALSE,Belair,18689,St Julians,Apartment,,,3,2,,,,1400
FALSE,Belair,21500,Sliema,Ground Floor Maisonette,,,2,1,,,,1400
FALSE,Belair,135911,Sliema,Apartment,,,3,2,215,,,1400
FALSE,Belair,14995,St Julians,Apartment,,,3,2,,,,1400
FALSE,Belair,15493,Ibrag,Apartment,,,2,2,,,,1450
FALSE,Belair,136223,Ta' Xbiex,Apartment,,,2,2,116,,,1450
FALSE,Belair,302203,Naxxar,Apartment,,,2,1,,,,1500
FALSE,Belair,136903,Kappara,Apartment,,,3,2,,,,1500
FALSE,Belair,305775,Ta' Xbiex,Apartment,,,3,3,,,,1500
FALSE,Belair,134677,Gzira,Apartment,,,2,2,90,,,1500
FALSE,Belair,12333,Sliema,Apartment,,,3,2,,,,1500
FALSE,Belair,10175,Sliema,Apartment,,,3,2,,,,1500
FALSE,Belair,14110,St Julians,Penthouse,,,3,2,,,,1500
FALSE,Belair,24151,Swieqi,Apartment,,,2,2,,,,1500
FALSE,Belair,133208,St Julians,Duplex Maisonette,,,3,2,,,,1500
FALSE,Belair,20180,Sliema,Apartment,,,1,1,120,,,1500
FALSE,Belair,504569,Swieqi,First Floor (+) Maisonette,,,3,3,,,,1500
FALSE,Belair,305791,Balzan,Apartment,,,3,2,145,,,1550
FALSE,Belair,800403,Ibrag,Apartment,,,3,3,140,,,1650
FALSE,Belair,24150,Swieqi,Apartment,,,3,2,,,,1700
FALSE,Belair,305716,Sliema,Apartment,,,3,2,150,,,1700
FALSE,Belair,503818,Attard,Semi-detached Villa,,,3,3,290,,,1750
FALSE,Belair,14442,Sliema,Apartment,,,2,2,120,,,1750
FALSE,Belair,16386,St Julians,Duplex Penthouse,,,4,2,,,,1800
FALSE,Belair,23484,Ibrag,Apartment,,,2,2,,,,1800
FALSE,Belair,14443,Sliema,Apartment,,,3,2,120,,,1800
FALSE,Belair,8840,Sliema,Apartment,,,3,2,,,,1800
FALSE,Belair,3425,"St. Julians, Portomaso",Apartment,,,1,2,,,,1800
FALSE,Belair,21083,Ibrag,Apartment,,,2,2,,,,1800
FALSE,Belair,301440,Birguma,Penthouse,,,3,1,,,,1800
FALSE,Belair,304592,Sliema,Apartment,,,3,4,220,,,1800
FALSE,Belair,21080,Ibrag,Apartment,,,3,2,,,,1850
FALSE,Belair,19980,Sliema,Apartment,,,3,2,,,,1900
FALSE,Belair,23579,Ibrag,Ground Floor Maisonette,,,2,2,,,,1900
FALSE,Belair,21081,Ibrag,Ground Floor Maisonette,,,2,2,,,,1900
FALSE,Belair,303323,Sliema,Duplex Penthouse,,,2,2,,,,2000
FALSE,Belair,21082,Ibrag,Apartment,,,2,2,,,,2000
FALSE,Belair,500140,Sliema,Apartment,,,3,3,,,,2000
FALSE,Belair,500133,Sliema,Apartment,,,2,2,,,,2000
FALSE,Belair,302191,Sliema,Apartment,,,3,2,,,,2500
FALSE,Belair,305686,"St. Julians, Portomaso",Apartment,,,2,2,83,,,2500
FALSE,Belair,500135,Sliema,Apartment,,,3,3,,,,2500
FALSE,Belair,132262,Sliema,Apartment,,,3,2,,,,2500
FALSE,Belair,1980,"Mellieha, Santa Maria Estate",Fully-detached Villa,,,4,3,,,,2600
FALSE,Belair,132839,Gzira,Retail Outlet,,,,,30,,,3208
FALSE,Belair,2995,"Mellieha, Santa Maria Estate",Detached Bungalow,,,3,2,,,,3300
FALSE,Belair,130721,Sliema,Apartment,,,3,4,,,,3500
FALSE,Belair,12325,Ibrag,Fully-detached Villa,,,3,2,,,,3500
FALSE,Belair,130720,Sliema,Apartment,,,3,1,,,,3500
FALSE,Belair,137848,"Sliema, Fort Cambridge",Apartment,,,2,2,100,,,3500
FALSE,Belair,136587,Mosta,Showroom,,,,,322,,,3954
FALSE,Belair,800385,Sliema,Apartment,,,3,3,300,,,5000
FALSE,Belair,130333,Bahar Ic-Caghaq,Penthouse,,,1,1,,,,1000
FALSE,Belair,3533,St Julians,Apartment,,,3,2,,,,1100
FALSE,Belair,16936,Sliema,Apartment,,,1,2,,,,1100
FALSE,Belair,134390,Balzan,Apartment,,,3,2,,,,1200
FALSE,Belair,10883,Sliema,Apartment,,,2,1,,,,1200
FALSE,Belair,134247,Sliema,Ground Floor Maisonette,,,2,1,,,,1200
FALSE,Belair,15474,Sliema,Apartment,,,2,2,85,,,1300
FALSE,Belair,3407,Attard,Fully-detached Villa,,,3,3,,,,1650
FALSE,Belair,304684,Ibrag,Duplex Maisonette,,,3,2,,,,1800
FALSE,Belair,5144,Sliema,Duplex Penthouse,,,3,0,,,,3000
FALSE,Belair,503467,Birkirkara,Showroom,,,,,3090,,,32500
FALSE,Belair,301208,Marsascala,Apartment,,,3,1,,,,1100
FALSE,Belair,20468,Floriana,Independent Offices,,,,,206,,,1500
FALSE,Belair,130152,Swieqi,Apartment,,,3,1,,,,1500
FALSE,Belair,301905,Valletta,Apartment,,,2,2,,,,1500
FALSE,Belair,501334,Sliema,Apartment,,,3,2,157,,,3000
FALSE,Belair,306173,Mellieha,Apartment,,,3,2,,,,1000
FALSE,Belair,306063,Gzira,Apartment,,,3,2,,,,1000
FALSE,Belair,20398,Sliema,Penthouse,,,1,1,,,,1000
FALSE,Belair,6193,Sliema,Apartment,,,3,1,,,,1000
FALSE,Belair,130775,St Julians,Apartment,,,3,2,,,,1000
FALSE,Belair,301609,Paola,Apartment,,,3,2,,,,1000
FALSE,Belair,13062,Attard,Retail Outlet,,,,,,,,1065
FALSE,Belair,11166,Sliema,Duplex Penthouse,,,1,2,,,,1100
FALSE,Belair,16827,Sliema,Apartment,,,2,1,,,,1100
FALSE,Belair,701069,St Julians,Apartment,,,2,2,110,,,1100
FALSE,Belair,16327,Swieqi,Apartment,,,3,2,,,,1200
FALSE,Belair,16869,Sliema,Apartment,,,3,2,,,,1200
FALSE,Belair,8033,Sliema,Apartment,,,3,2,,,,1200
FALSE,Belair,135946,Sliema,Apartment,,,2,1,,,,1300
FALSE,Belair,500421,Valletta,Apartment,,,1,1,,,,1350
FALSE,Belair,135063,Sliema,Apartment,,,3,2,,,,1350
FALSE,Belair,17059,St Julians,Apartment,,,2,2,,,,1350
FALSE,Belair,16712,Sliema,Apartment,,,2,1,,,,1350
FALSE,Belair,135132,Sliema,Apartment,,,2,1,,,,1400
FALSE,Belair,132979,Swieqi,Penthouse,,,2,2,,,,1400
FALSE,Belair,17755,Sliema,Apartment,,,2,2,,,,1450
FALSE,Belair,501577,"Sliema, Fort Cambridge",Apartment,,,1,1,,,,1450
FALSE,Belair,301083,Sliema,Apartment,,,3,0,,,,1450
FALSE,Belair,16935,Sliema,Apartment,,,3,2,,,,1450
FALSE,Belair,17561,Gzira,Apartment,,,3,2,,,,1500
FALSE,Belair,13790,Sliema,Apartment,,,3,2,170,,,1500
FALSE,Belair,132994,Sliema,Apartment,,,3,2,,,,1500
FALSE,Belair,800108,Cospicua (Bormla),Townhouse,,,4,4,,,,1500
FALSE,Belair,135659,Sliema,Apartment,,,3,2,189,,,1500
FALSE,Belair,20737,Swieqi,Ground Floor Maisonette,,,2,2,,,,1650
FALSE,Belair,137691,Gzira,Apartment,,,3,3,135,,,1700
FALSE,Belair,19309,Ibrag,Apartment,,,2,2,,,,2900
FALSE,Belair,136191,"Sliema, Fort Cambridge",Apartment,,,3,3,215,,,3000
FALSE,Belair,800860,Ibrag,Fully-detached Villa,,,3,2,150,,,3500
FALSE,Belair,23723,"Sliema, Fort Cambridge",Penthouse,,,2,2,,,,4000
FALSE,Belair,131838,Ibrag,Apartment,,,2,1,,,,1000
FALSE,Belair,15429,Swieqi,Apartment,,,1,1,,,,1000
FALSE,Belair,303951,Gzira,Apartment,,,2,1,,,,1400
FALSE,Belair,501300,Sliema,Apartment,,,3,2,,,,1800
FALSE,Belair,700464,"Sliema, Fort Cambridge",Apartment,,,3,2,195,,,2100
FALSE,Belair,23716,Swieqi,Ground Floor Maisonette,,,2,2,,,,1000
FALSE,Belair,701118,Zabbar,Apartment,,,3,1,,,,1000
FALSE,Belair,17759,Qrendi,Ground Floor Maisonette,,,3,2,,,,1000
FALSE,Belair,133258,Qormi,Townhouse,,,2,3,,,,1000
FALSE,Belair,5383,Pieta,Penthouse,,,2,1,,,,1300
FALSE,Belair,5298,St Julians,Apartment,,,2,2,,,,1300
FALSE,Belair,303557,Sliema,Apartment,,,2,2,,,,1400
FALSE,Belair,16363,St Julians,Apartment,,,3,2,,,,1500
FALSE,Belair,23042,San Pawl Tat-Targa,Apartment,,,2,2,,,,1600
FALSE,Belair,303763,St Julians,Apartment,,,2,2,,,,1600
FALSE,Belair,23044,San Pawl Tat-Targa,Apartment,,,2,2,,,,P.O.R
FALSE,Belair,135961,Birguma,Terraced House,,,3,2,200,,,1800
FALSE,Belair,19289,Sliema,Apartment,,,3,2,,,,1900
FALSE,Belair,20171,St Julians,Apartment,,,3,2,,,,2000
FALSE,Belair,20170,St Julians,Apartment,,,3,1,,,,2000
FALSE,Belair,132180,St Julians,Apartment,,,3,2,,,,2400
FALSE,Belair,305867,Sliema,Apartment,,,3,2,180,,,3500
FALSE,Belair,23045,San Pawl Tat-Targa,Penthouse,,,3,3,200,,,3500
FALSE,Belair,136016,"St. Julians, Portomaso",Apartment,,,2,2,205,,,7000
FALSE,Belair,15862,Marsascala,Apartment,,,3,2,,,,1000
FALSE,Belair,11483,St Julians,Apartment,,,1,1,,,,1000
FALSE,Belair,8615,Msida,Apartment,,,3,2,,,,1000
FALSE,Belair,16825,Valletta,Apartment,,,1,1,,,,1000
FALSE,Belair,301956,Hamrun,Apartment,,,3,2,,,,1000
FALSE,Belair,20287,Sliema,Townhouse,,,2,2,,,,1000
FALSE,Belair,303170,Marsascala,Apartment,,,3,2,,,,1000
FALSE,Belair,502015,Valletta,Apartment,,,1,1,,,,1000
FALSE,Belair,502014,Valletta,Apartment,,,1,1,,,,1000
FALSE,Belair,802094,Swatar,Apartment,,,3,2,,,,1000
FALSE,Belair,136526,Sliema,Terraced House,,,1,1,,,,1000
FALSE,Belair,503585,Naxxar,Apartment,,,2,1,,,,1000
FALSE,Belair,137199,Sliema,Ground Floor Maisonette,,,2,1,,,,1000
FALSE,Belair,132252,Ta' Xbiex,Apartment,,,3,2,,,,1100
FALSE,Belair,133920,Attard,First Floor (+) Maisonette,,,3,2,,,,1100
FALSE,Belair,700350,Mellieha,Retail Outlet,,,,,70,,,1100
FALSE,Belair,135821,Santa Venera,Apartment,,,2,1,98,,,1100
FALSE,Belair,307151,Sliema,Apartment,,,2,2,125,,,1100
FALSE,Belair,15483,Sliema,Apartment,,,2,2,78,,,1100
FALSE,Belair,20773,Sliema,Apartment,,,1,2,,,,1100
FALSE,Belair,303248,Kalkara,Terraced House,,,2,2,,,,1200
FALSE,Belair,132665,Marsascala,Townhouse,,,2,2,,,,1200
FALSE,Belair,303543,Birzebbugia,House of Character,,,2,1,,,,1200
FALSE,Belair,802977,Pieta,Apartment,,,3,2,120,,,1200
FALSE,Belair,136674,Mqabba,Townhouse,,,4,2,,,,1200
FALSE,Belair,302177,Gzira,Apartment,,,3,2,,,,1250
FALSE,Belair,136820,Swieqi,Apartment,,,2,2,,,,1250
FALSE,Belair,501662,Gzira,Apartment,,,2,1,,,,1250
FALSE,Belair,14151,St Julians,Apartment,,,2,2,124,,,1300
FALSE,Belair,302406,Wardija,House of Character,,,2,2,,,,1300
FALSE,Belair,16479,Pieta,Apartment,,,3,2,,,,1350
FALSE,Belair,19573,Pieta,Apartment,,,3,2,,,,1350
FALSE,Belair,21919,Gzira,Apartment,,,3,2,,,,1350
FALSE,Belair,20410,Gzira,Apartment,,,3,2,,,,1350
FALSE,Belair,134494,Xghajra,Terraced House,,,3,2,,,,1350
FALSE,Belair,800480,Sliema,Apartment,,,1,0,50,,,1350
FALSE,Belair,24004,St Julians,Apartment,,,3,2,,,,1400
FALSE,Belair,23977,Mosta,Ground Floor Maisonette,,,3,2,,,,1400
FALSE,Belair,135175,Marsaxlokk,Ground Floor Maisonette,,,3,2,,,,1400
FALSE,Belair,305889,Msida,Apartment,,,3,2,,,,1400
FALSE,Belair,700856,Sliema,Apartment,,,1,1,50,,,1400
FALSE,Belair,11009,Sliema,Duplex Apartment,,,3,2,,,,1400
FALSE,Belair,3038,Gharghur,House of Character,,,2,1,,,,1500
FALSE,Belair,24263,Gzira,Apartment,,,3,1,,,,1500
FALSE,Belair,15865,Marsascala,Penthouse,,,3,2,,,,1500
FALSE,Belair,7615,Gharghur,House of Character,,,2,2,,,,1500
FALSE,Belair,19552,Swieqi,Apartment,,,2,2,,,,1500
FALSE,Belair,17788,Sliema,Townhouse,,,2,2,,,,1500
FALSE,Belair,15864,Marsascala,Penthouse,,,3,2,,,,1500
FALSE,Belair,136993,Sliema,Apartment,,,3,1,100,,,1500
FALSE,Belair,135216,San Gwann,Apartment,,,3,2,,,,1500
FALSE,Belair,136024,Sliema,Apartment,,,3,2,180,,,1500
FALSE,Belair,504771,Msida,Apartment,,,3,2,200,,,1500
FALSE,Belair,137060,Sliema,Townhouse,,,2,2,100,,,1500
FALSE,Belair,803119,Bahar Ic-Caghaq,Ground Floor Maisonette,,,3,3,,,,1800
FALSE,Belair,803111,Bahar Ic-Caghaq,Apartment,,,3,3,,,,1800
FALSE,Belair,803112,Bahar Ic-Caghaq,Apartment,,,3,3,,,,1800
FALSE,Belair,133049,Ibrag,Apartment,,,2,2,,,,1800
FALSE,Belair,133444,Gzira,Apartment,,,3,2,,,,1800
FALSE,Belair,18691,Marsaxlokk,Penthouse,,,4,3,,,,2000
FALSE,Belair,1840,Sliema,Apartment,,,3,3,300,,,2000
FALSE,Belair,135508,Sliema,Apartment,,,2,2,100,,,2000
FALSE,Belair,136163,Sliema,Apartment,,,2,2,160,,,2000
FALSE,Belair,803117,Bahar Ic-Caghaq,Penthouse,,,3,3,,,,2000
FALSE,Belair,505101,St Julians,Ground Floor Maisonette,,,2,2,150,,,2300
FALSE,Belair,19217,Sliema,Apartment,,,3,2,200,,,2650
FALSE,Belair,17052,"Sliema, Fort Cambridge",Apartment,,,2,2,,,,3000
FALSE,Belair,306854,Sliema,Apartment,,,3,1,,,,3000
FALSE,Belair,130948,Msida,Penthouse,,,2,1,,,,1000
FALSE,Belair,133944,Gzira,Apartment,,,1,1,,,,1000
FALSE,Belair,22627,Gzira,Penthouse,,,1,1,,,,1100
FALSE,Belair,22137,Gzira,Apartment,,,2,2,,,,1150
FALSE,Belair,305759,St Julians,Apartment,,,2,1,,,,1150
FALSE,Belair,136533,Msida,Apartment,,,3,2,140,,,1200
FALSE,Belair,19451,Sliema,Apartment,,,2,2,,,,1200
FALSE,Belair,301403,Marsascala,Detached Bungalow,,,3,1,,,,1200
FALSE,Belair,18098,St Julians,Apartment,,,2,2,,,,1300
FALSE,Belair,18099,St Julians,Apartment,,,2,2,,,,1300
FALSE,Belair,18100,St Julians,Apartment,,,2,2,,,,1300
FALSE,Belair,136298,Ibrag,Duplex Apartment,,,3,2,150,,,1300
FALSE,Belair,15886,Manikata,Apartment,,,3,2,,,,1350
FALSE,Belair,500921,Mellieha,Apartment,,,2,2,,,,1500
FALSE,Belair,23590,St Julians,Penthouse,,,3,2,178,,,2800
FALSE,Belair,12475,Swatar,Independent Offices,,,,,500,,,4167
FALSE,Belair,14360,"St. Julians, Portomaso",Apartment,,,3,3,230,,,4500
FALSE,Belair,307450,Attard,Penthouse,,,2,1,120,,,1000
FALSE,Belair,700568,Sliema,Apartment,,,2,1,,,,1200
FALSE,Belair,15737,St Julians,Apartment,,,2,2,,,,1200
FALSE,Belair,19561,Gzira,Apartment,,,2,2,,,,1200
FALSE,Belair,501519,St Julians,Apartment,,,3,3,180,,,1300
FALSE,Belair,20987,Ibrag,Ground Floor Maisonette,,,3,1,,,,1350
FALSE,Belair,307448,Gharghur,Apartment,,,2,2,,,,1400
FALSE,Belair,136999,Sliema,Office Centre,,,,,207,,,3042
FALSE,Belair,303633,San Gwann,Independent Offices,,,,,470,,,6463
FALSE,Belair,24152,Sliema,Apartment,,,1,1,58,,,1000
FALSE,Belair,137588,Mellieha,Penthouse,,,1,1,,,,1000
FALSE,Belair,15497,Sliema,Apartment,,,2,1,,,,1050
FALSE,Belair,948,St Julians,Apartment,,,3,2,,,,1100
FALSE,Belair,701065,St Julians,Apartment,,,3,1,,,,P.O.R
FALSE,Belair,18483,St Julians,Apartment,,,2,1,,,,1200
FALSE,Belair,18484,St Julians,Apartment,,,3,2,,,,1200
FALSE,Belair,21146,St Julians,Apartment,,,3,2,,,,1300
FALSE,Belair,134617,Sliema,Apartment,,,3,2,,,,1300
FALSE,Belair,133211,Sliema,Apartment,,,3,2,,,,P.O.R
FALSE,Belair,504202,San Gwann,Apartment,,,2,2,86,,,1500
FALSE,Belair,22720,Kalkara,Apartment,,,2,2,,,,1600
FALSE,Belair,9560,Sliema,Apartment,,,3,2,,,,2100
FALSE,Belair,301675,Xemxija,Penthouse,,,2,2,,,,2100
FALSE,Belair,701054,Sliema,Apartment,,,2,2,,,,2200
FALSE,Belair,135556,Sliema,Apartment,,,3,2,,,,3500
FALSE,Belair,13387,"St. Julians, Portomaso",Apartment,,,3,3,,,,3500
FALSE,Belair,15972,Pieta,Apartment,,,2,2,,,,1000
FALSE,Belair,306064,Gzira,Apartment,,,2,2,,,,1000
FALSE,Belair,307134,St Julians,Apartment,,,2,2,90,,,1050
FALSE,Belair,15473,Sliema,Apartment,,,2,2,85,,,1100
FALSE,Belair,136726,Gzira,Penthouse,,,2,2,,,,1300
FALSE,Belair,303196,St Julians,Duplex Penthouse,,,2,1,120,,,1350
FALSE,Belair,15475,Sliema,Apartment,,,2,2,85,,,1400
FALSE,Belair,135386,San Pawl Tat-Targa,First Floor (+) Maisonette,,,3,2,120,,,1400
FALSE,Belair,306832,Gzira,Apartment,,,2,2,100,,,1150
FALSE,Belair,306834,Gzira,Apartment,,,2,2,100,,,1150
FALSE,Belair,306830,Gzira,Penthouse,,,1,1,100,,,1150
FALSE,Belair,306833,Gzira,Apartment,,,2,2,100,,,1150
FALSE,Belair,306835,Gzira,Apartment,,,2,2,100,,,1150
FALSE,Belair,130165,Gzira,Apartment,,,3,1,,,,1500
FALSE,Belair,21489,Sliema,Apartment,,,3,1,,,,3000
FALSE,Belair,132323,St Julians,Class 4C,,,,,80,,,3650
FALSE,Belair,18688,"St. Julians, Portomaso",Apartment,,,3,3,,,,4200
FALSE,Belair,17160,Gzira,Apartment,,,1,1,,,,1200
FALSE,Belair,307640,St Julians,Apartment,,,3,2,,,,1450
FALSE,Belair,304726,Swieqi,Duplex Maisonette,,,3,3,,,,1500
FALSE,Belair,307403,Gharghur,House of Character,,,3,3,,,,1600
FALSE,Belair,22239,Naxxar,Ground Floor Maisonette,,,2,2,,,,1000
FALSE,Belair,14076,Pembroke,Terraced House,,,4,3,,,,1000
FALSE,Belair,18951,St Pauls Bay,Townhouse,,,4,3,,,,1000
FALSE,Belair,500294,Bahar Ic-Caghaq,Apartment,,,2,2,,,,1000
FALSE,Belair,136480,Gzira,Apartment,,,2,2,,,,1000
FALSE,Belair,9569,Ta' Xbiex,Apartment,,,3,2,134,,,1000
FALSE,Belair,9674,Msida,Penthouse,,,3,2,,,,1000
FALSE,Belair,8215,Bugibba,Apartment,,,2,1,,,,1000
FALSE,Belair,137742,Manikata,Apartment,,,3,2,110,,,1000
FALSE,Belair,20793,Siggiewi,Townhouse,,,3,2,,,,1000
FALSE,Belair,308075,St Pauls Bay,Apartment,,,2,1,,,,1000
FALSE,Belair,306121,St Julians,Penthouse,,,1,1,60,,,1000
FALSE,Belair,700861,San Pawl Tat-Targa,Apartment,,,3,2,130,,,1000
FALSE,Belair,307292,Naxxar,Apartment,,,3,2,155,,,1000
FALSE,Belair,130596,Naxxar,Penthouse,,,2,1,,,,1050
FALSE,Belair,21411,Gzira,Duplex Penthouse,,,2,1,,,,1050
FALSE,Belair,21230,Ghaxaq,Terraced House,,,4,2,,,,1100
FALSE,Belair,500444,Mosta,Terraced House,,,3,1,,,,1100
FALSE,Belair,501791,San Gwann,First Floor (+) Maisonette,,,3,2,,,,1100
FALSE,Belair,12270,Gzira,Apartment,,,2,2,,,,1100
FALSE,Belair,131161,Mellieha,Terraced House,,,3,1,,,,1100
FALSE,Belair,700769,Valletta,Duplex Penthouse,,,2,2,160,,,1100
FALSE,Belair,131148,Mellieha,Apartment,,,3,1,,,,1100
FALSE,Belair,307321,Naxxar,Terraced House,,,3,2,,,,1100
FALSE,Belair,504090,San Gwann,Apartment,,,3,2,,,,1100
FALSE,Belair,304392,St Pauls Bay,Apartment,,,2,2,,,,1200
FALSE,Belair,500958,Qormi,Terraced House,,,3,2,,,,1200
FALSE,Belair,133154,Gzira,Penthouse,,,2,2,,,,1200
FALSE,Belair,135166,Gzira,Apartment,,,3,1,,,,1200
FALSE,Belair,136742,Qrendi,Terraced House,,,4,2,165,,,1200
FALSE,Belair,700314,Cospicua (Bormla),Apartment,,,2,2,60,,,1200
FALSE,Belair,700359,Mellieha,Ground Floor Maisonette,,,3,2,,,,1200
FALSE,Belair,8325,Sliema,Apartment,,,2,1,68,,,1200
FALSE,Belair,700342,Safi,Townhouse,,,3,3,160,,,1200
FALSE,Belair,135614,St Julians,Apartment,,,3,2,145,,,1200
FALSE,Belair,306066,Gzira,Penthouse,,,3,2,,,,1200
FALSE,Belair,502165,St Julians,Apartment,,,3,3,,,,1200
FALSE,Belair,307655,Manikata,Elevated Ground Floor Maisonette,,,3,2,125,,,1200
FALSE,Belair,700514,Birkirkara,Apartment,,,4,2,163,,,1200
FALSE,Belair,307296,San Pawl Tat-Targa,Duplex Maisonette,,,3,2,,,,1200
FALSE,Belair,22663,Sliema,Apartment,,,3,2,,,,1200
FALSE,Belair,22513,Birkirkara,Apartment,,,3,2,,,,1200
FALSE,Belair,303326,Mosta,Ground Floor Maisonette,,,2,2,,,,1200
FALSE,Belair,9862,Sliema,Apartment,,,2,1,80,,,1200
FALSE,Belair,304249,St Pauls Bay,Apartment,,,3,2,,,,1200
FALSE,Belair,304250,St Pauls Bay,Apartment,,,3,2,,,,1200
FALSE,Belair,16252,Swieqi,First Floor (+) Maisonette,,,2,2,,,,1200
FALSE,Belair,305622,Ibrag,Apartment,,,3,2,135,,,1200
FALSE,Belair,502920,Gzira,Apartment,,,3,2,,,,1200
FALSE,Belair,16442,St Pauls Bay,Apartment,,,3,2,,,,1200
FALSE,Belair,301239,St Pauls Bay,Apartment,,,3,2,,,,1250
FALSE,Belair,137081,Gzira,Apartment,,,3,2,155,,,1300
FALSE,Belair,135215,San Gwann,Apartment,,,3,2,,,,1300
