Is_Sale,Source,Reference,Town,Type,Latitude,Longitude,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
FALSE,Belair,132880,Santa Venera,Independent Offices,,,,,365,,,4562
FALSE,Belair,307041,Valletta,Independent Offices,,,,,260,,,5500
FALSE,Belair,305642,Attard,Independent Offices,,,,,700,,,11666
FALSE,Belair,133638,Birkirkara,Office Centre,,,,,200,,,4167
FALSE,Belair,134716,Santa Venera,Office Centre,,,,,93,,,1083
FALSE,Belair,801008,Mellieha,Retail Outlet,,,,,93,,,3042
FALSE,Belair,136037,Valletta,Independent Offices,,,,,120,,,1750
FALSE,Belair,23207,Sliema,Retail Outlet,,,,,60,,,2958
FALSE,Belair,131743,Sliema,Apartment,,,3,1,300,,,2800
FALSE,Belair,18286,Sliema,Office Centre,,,,,180,,,3041
FALSE,Belair,307091,Valletta,Class 4D,,,,,29,,,3042
FALSE,Belair,307092,Valletta,Class 4D,,,,,26,,,3042
FALSE,Belair,307090,Valletta,Class 4D,,,,,27,,,4258
FALSE,Belair,302817,Santa Venera,Independent Offices,,,,,460,,,5750
FALSE,Belair,16600,Santa Venera,Independent Offices,,,,,1120,,,11500
FALSE,Belair,305467,Msida,Independent Offices,,,,,190,,,3958
FALSE,Belair,305466,Msida,Independent Offices,,,,,190,,,3958
FALSE,Belair,307096,San Gwann,Independent Offices,,,,,967,,,12139
FALSE,Belair,503821,Mriehel,Warehouse,,,,,166,,,2083
FALSE,Belair,503822,Mriehel,Warehouse,,,,,166,,,2083
FALSE,Belair,503823,Mriehel,Warehouse,,,,,166,,,2083
FALSE,Belair,503382,Sliema,Retail Outlet,,,,,140,,,3802
FALSE,Belair,136729,St Julians,Showroom,,,,,550,,,11666
FALSE,Belair,20641,Zebbug (Gozo),Duplex Penthouse,,,3,3,,,,1300
FALSE,Belair,136194,Hamrun,Business Centre,,,,,116,,,1450
FALSE,Belair,305752,Sliema,Independent Offices,,,,,175,,,2950
FALSE,Belair,136733,Pieta,Showroom,,,,,586,,,3300
FALSE,Belair,136732,Pieta,Showroom,,,,,484,,,6944
FALSE,Belair,19157,Swieqi,Apartment,,,2,1,,,,1150
FALSE,Belair,18894,Birkirkara,Independent Offices,,,,,250,,,3750
FALSE,Belair,21846,Valletta,Independent Offices,,,,,335,,,7398
FALSE,Belair,134191,Birkirkara,Retail Outlet,,,,,70,,,1065
FALSE,Belair,15197,Valletta,Independent Offices,,,,,167,,,2783
FALSE,Belair,19163,Gzira,Independent Offices,,,,,355,,,4438
FALSE,Belair,135046,Gzira,Retail Outlet,,,,,170,,,P.O.R
FALSE,Belair,24158,Gzira,Independent Offices,,,,,516,,,11406
FALSE,Belair,135201,Sliema,Retail Outlet,,,,,,,,P.O.R
FALSE,Belair,22575,Sliema,Independent Offices,,,,,320,,,5750
FALSE,Belair,9668,Gzira,Independent Offices,,,,,480,,,8000
FALSE,Belair,23206,Sliema,Retail Outlet,,,,,450,,,12500
FALSE,Belair,135202,Sliema,Retail Outlet,,,,,,,,P.O.R
FALSE,Belair,802448,St Pauls Bay,Class 4D,,,,,130,,,2015
FALSE,Belair,701167,Swieqi,Independent Offices,,,,,120,,,2170
FALSE,Belair,11328,Santa Venera,Independent Offices,,,,,280,,,3954
FALSE,Belair,802141,Burmarrad,Apartment,,,3,2,135,,,1100
FALSE,Belair,307044,St Pauls Bay,Apartment,,,3,2,145,,,1500
FALSE,Belair,306347,Naxxar,Apartment,,,2,2,150,,,2200
FALSE,Belair,306412,Sliema,Shopping Mall,,,,,180,,,1906
FALSE,Belair,306405,Sliema,Retail Outlet,,,,,180,,,4500
FALSE,Belair,306406,Sliema,Retail Outlet,,,,,203,,,9583
FALSE,Belair,302670,Zebbug,Independent Offices,,,,,160,,,1200
FALSE,Belair,503820,Mriehel,Warehouse,,,,,390,,,4167
FALSE,Belair,307160,Qormi,Warehouse,,,,,,,,1841
FALSE,Belair,307161,Qormi,Warehouse,,,,,237,,,2567
FALSE,Belair,801823,Naxxar,Class 4D,,,,,150,,,3500
FALSE,Belair,15387,Rabat,Apartment,,,3,2,,,,1000
FALSE,Belair,10933,Sliema,Penthouse,,,1,1,,,,1200
FALSE,Belair,130896,St Julians,Apartment,,,3,2,,,,1300
FALSE,Belair,701219,Birzebbugia,Warehouse,,,,,284,,,1420
FALSE,Belair,701226,Birzebbugia,Warehouse,,,,,287,,,1435
FALSE,Belair,701225,Birzebbugia,Warehouse,,,,,287,,,1435
FALSE,Belair,701223,Birzebbugia,Warehouse,,,,,287,,,1435
FALSE,Belair,701224,Birzebbugia,Warehouse,,,,,287,,,1435
FALSE,Belair,701240,Birzebbugia,Warehouse,,,,,290,,,1450
FALSE,Belair,701238,Birzebbugia,Warehouse,,,,,290,,,1450
FALSE,Belair,701241,Birzebbugia,Warehouse,,,,,290,,,1450
FALSE,Belair,701239,Birzebbugia,Warehouse,,,,,290,,,1450
FALSE,Belair,701242,Birzebbugia,Warehouse,,,,,290,,,1450
FALSE,Belair,701237,Birzebbugia,Warehouse,,,,,290,,,1450
FALSE,Belair,16994,Ibrag,Apartment,,,3,2,,,,1650
FALSE,Belair,307168,Birzebbugia,Warehouse,,,,,365,,,1825
FALSE,Belair,307169,Birzebbugia,Warehouse,,,,,365,,,1825
FALSE,Belair,307166,Birzebbugia,Warehouse,,,,,365,,,1825
FALSE,Belair,307173,Birzebbugia,Warehouse,,,,,365,,,1825
FALSE,Belair,307172,Birzebbugia,Warehouse,,,,,365,,,1825
FALSE,Belair,307167,Birzebbugia,Warehouse,,,,,365,,,1825
FALSE,Belair,307166,Birzebbugia,Warehouse,,,,,365,,,1825
FALSE,Belair,307168,Birzebbugia,Warehouse,,,,,365,,,1825
FALSE,Belair,701243,Birzebbugia,Warehouse,,,,,397,,,1985
FALSE,Belair,701244,Birzebbugia,Warehouse,,,,,834,,,4170
FALSE,Belair,501312,Mosta,Independent Offices,,,,,427,,,4982
FALSE,Belair,305078,Sliema,Independent Offices,,,,,260,,,8750
FALSE,Belair,701112,Gzira,Serviced Offices,,,,,250,,,9229
FALSE,Belair,304550,Valletta,Townhouse,,,4,3,80,,,9500
FALSE,Belair,701217,Birzebbugia,Warehouse,,,,,2460,,,12300
FALSE,Belair,701235,Birzebbugia,Warehouse,,,,,2920,,,14600
FALSE,Belair,302496,Birkirkara,Independent Offices,,,,,140,,,3600
FALSE,Belair,18395,Gzira,Independent Offices,,,,,95,,,2000
FALSE,Belair,504204,St Julians,Office Centre,,,,,20,,,1300
FALSE,Belair,504203,St Julians,Office Centre,,,,,545,,,25000
FALSE,Belair,701212,Marsa,Office Centre,,,,,395,,,4072
FALSE,Belair,701211,Marsa,Office Centre,,,,,395,,,4072
FALSE,Belair,5969,"St. Julians, Portomaso",Apartment,,,3,3,,,,5000
FALSE,Belair,24069,Swieqi,Apartment,,,2,2,,,,1600
FALSE,Belair,307214,Sliema,Apartment Block,,,13,10,,,,8500
FALSE,Belair,302586,Mosta,Independent Offices,,,,,36,,,2000
FALSE,Belair,307218,Gzira,Industrial,,,,,108,,,2281
FALSE,Belair,307225,Msida,Independent Offices,,,,,23,,,1050
FALSE,Belair,301415,Msida,Independent Offices,,,,,270,,,2300
FALSE,Belair,12042,Sliema,Apartment,,,3,2,,,,1400
FALSE,Belair,19449,Mosta,Independent Offices,,,,,130,,,1250
FALSE,Belair,3495,Swieqi,First Floor (+) Maisonette,,,3,2,,,,1000
FALSE,Belair,20248,St Julians,Apartment,,,3,2,,,,1400
FALSE,Belair,131942,Sliema,Apartment,,,3,2,,,,2500
FALSE,Belair,23543,Birkirkara,Independent Offices,,,,,712,,,8213
FALSE,Belair,10195,"St. Julians, Portomaso",Penthouse,,,3,3,465,,,8650
FALSE,Belair,500393,St Julians,Retail Outlet,,,,,130,,,4563
FALSE,Belair,133681,Xemxija,Duplex Apartment,,,2,2,300,,,1800
FALSE,Belair,5648,"Mellieha, Santa Maria Estate",Detached Bungalow,,,3,1,,,,3500
FALSE,Belair,307251,Luqa,Independent Offices,,,,,1015,,,14379
FALSE,Belair,504241,Msida,Independent Offices,,,,,400,,,5500
FALSE,Belair,800353,St Julians,Class 4D,,,,,100,,,3042
FALSE,Belair,504253,Msida,Hotel,,,,,650,,,8750
FALSE,Belair,301411,Sliema,Apartment,,,3,2,,,,1300
FALSE,Belair,135890,Gzira,Apartment,,,3,2,120,,,1400
FALSE,Belair,701145,Valletta,Office Centre,,,,,100,,,1500
FALSE,Belair,9308,Valletta,Apartment,,,2,2,,,,1500
FALSE,Belair,501715,Ibrag,Apartment,,,2,2,,,,1500
FALSE,Belair,135396,Swieqi,Apartment,,,3,2,,,,1550
FALSE,Belair,700921,Xemxija,Apartment,,,3,2,125,,,1900
FALSE,Belair,135130,St Julians,Apartment,,,2,2,,,,2400
FALSE,Belair,305936,St Julians,Ground Floor Maisonette,,,2,2,,,,2500
FALSE,Belair,136316,Sliema,Independent Offices,,,,,110,,,2613
FALSE,Belair,136314,Sliema,Independent Offices,,,,,110,,,2613
FALSE,Belair,136318,Sliema,Independent Offices,,,,,110,,,2613
FALSE,Belair,136315,Sliema,Independent Offices,,,,,110,,,2613
FALSE,Belair,136319,Sliema,Independent Offices,,,,,110,,,2613
FALSE,Belair,136317,Sliema,Independent Offices,,,,,110,,,2613
FALSE,Belair,17412,Zebbug,Farmhouse,,,5,0,300,,,7000
FALSE,Belair,16598,Santa Venera,Independent Offices,,,,,1074,,,11635
FALSE,Belair,307179,Valletta,Class 4D,,,,,70,,,2129
FALSE,Belair,701383,Qormi,Class 4D,,,,,180,,,2433
FALSE,Belair,307264,Valletta,Hotel,,,,,291,,,7917
FALSE,Belair,302824,Sliema,Independent Offices,,,,,132,,,2500
FALSE,Belair,24333,Valletta,Class 4C,,,,,56,,,2403
FALSE,Belair,15334,Gzira,Independent Offices,,,,,120,,,4000
FALSE,Belair,302671,Zebbug,Independent Offices,,,,,160,,,3500
FALSE,Belair,700918,Swieqi,Office Centre,,,,,24,,,1400
FALSE,Belair,18394,Gzira,Independent Offices,,,,,110,,,2000
FALSE,Belair,305892,Naxxar,Apartment,,,2,2,,,,2400
FALSE,Belair,306726,Gudja,Serviced Offices,,,,,250,,,3500
FALSE,Belair,303335,"St. Julians, Portomaso",Independent Offices,,,,,295,,,10000
FALSE,Belair,305479,Pieta,Independent Offices,,,,,287,,,12000
FALSE,Belair,136146,St Julians,Independent Offices,,,,,264,,,3300
FALSE,Belair,701416,St Julians,Independent Offices,,,,,120,,,2000
FALSE,Belair,131781,Msida,Independent Offices,,,,,270,,,2300
FALSE,Belair,130046,St Pauls Bay,Ground Floor Maisonette,,,2,1,120,,,1200
FALSE,Belair,18762,Birkirkara,Independent Offices,,,,,350,,,1300
FALSE,Belair,700604,Qawra,Penthouse,,,3,2,,,,1600
FALSE,Belair,802274,Sliema,Penthouse,,,1,1,115,,,2500
FALSE,Belair,302743,Floriana,Independent Offices,,,,,160,,,2600
FALSE,Belair,302431,Sliema,Independent Offices,,,,,150,,,2950
FALSE,Belair,302430,Sliema,Independent Offices,,,,,150,,,2950
FALSE,Belair,14980,Sliema,Independent Offices,,,,,150,,,2950
FALSE,Belair,302429,Sliema,Independent Offices,,,,,150,,,2950
FALSE,Belair,20322,Sliema,Independent Offices,,,,,226,,,3334
FALSE,Belair,20326,Sliema,Independent Offices,,,,,186,,,4000
FALSE,Belair,20323,Sliema,Independent Offices,,,,,226,,,5000
FALSE,Belair,701120,"St. Julians, Portomaso",Office Centre,,,,,569,,,26079
FALSE,Belair,503844,Mdina,Class 4D,,,,,298,,,3333
FALSE,Belair,305465,Msida,Showroom,,,,,220,,,5317
FALSE,Belair,131829,Qormi,Independent Offices,,,,,312,,,3750
FALSE,Belair,131830,Qormi,Independent Offices,,,,,566,,,3750
FALSE,Belair,130787,Qormi,Independent Offices,,,,,383,,,3750
FALSE,Belair,131828,Qormi,Independent Offices,,,,,186,,,3750
FALSE,Belair,131833,Qormi,Independent Offices,,,,,1201,,,3750
FALSE,Belair,7152,Msida,Showroom,,,,,,,,5000
FALSE,Belair,302723,Gzira,Independent Offices,,,,,162,,,1155
FALSE,Belair,500296,Sliema,Independent Offices,,,,,130,,,2000
FALSE,Belair,303896,Sliema,Retail Outlet,,,,,250,,,7114
FALSE,Belair,131719,Sliema,Retail Outlet,,,,,202,,,P.O.R
FALSE,Belair,136853,"St. Julians, Paceville",Hotel,,,,,,,,32789
FALSE,Belair,307233,St Julians,Independent Offices,,,,,175,,,5931
FALSE,Belair,307234,St Julians,Independent Offices,,,,,285,,,6235
FALSE,Belair,701476,Valletta,Retail Outlet,,,,,55,,,1200
FALSE,Belair,504327,Balzan,Class 4C,,,,,75,,,2433
FALSE,Belair,501772,Birkirkara,Office Centre,,,,,450,,,7500
FALSE,Belair,305943,Naxxar,Class 4D,,,,,240,,,9125
FALSE,Belair,303612,Hamrun,Independent Offices,,,,,150,,,1800
FALSE,Belair,8712,St Julians,Independent Offices,,,,,300,,,2912
FALSE,Belair,15931,Sliema,Independent Offices,,,,,520,,,9750
FALSE,Belair,20449,Sliema,Duplex Apartment,,,3,2,,,,2200
FALSE,Belair,20743,Rabat,Farmhouse,,,6,6,3300,,,7000
FALSE,Belair,132034,Msida,Retail Outlet,,,,,42502,,,1065
FALSE,Belair,135410,Santa Venera,House of Character,,,2,2,,,,1300
FALSE,Belair,500809,Gzira,Independent Offices,,,,,70,,,2042
FALSE,Belair,12155,Bugibba,Nightclub,,,,,,,,2130
FALSE,Belair,306464,Valletta,Penthouse,,,1,1,150,,,2950
FALSE,Belair,20325,Sliema,Independent Offices,,,,,226,,,4500
FALSE,Belair,305058,Zebbug (Gozo),Apartment,,,2,2,,,,1500
FALSE,Belair,20321,Sliema,Independent Offices,,,,,220,,,5000
FALSE,Belair,304533,Mosta,Apartment,,,2,2,,,,1200
FALSE,Belair,501373,"St. Julians, Portomaso",Apartment,,,3,2,,,,3500
FALSE,Belair,6503,Ibrag,Apartment,,,3,2,,,,1350
FALSE,Belair,15880,Birkirkara,Independent Offices,,,,,200,,,1500
FALSE,Belair,23060,Msida,Office Centre,,,,,242,,,3025
FALSE,Belair,134418,Sliema,Office Centre,,,,,150,,,2500
FALSE,Belair,701213,San Gwann,Mini-Market,,,,,200,,,3345
FALSE,Belair,12150,Sliema,Independent Offices,,,,,95,,,1280
FALSE,Belair,12147,Sliema,Independent Offices,,,,,136,,,1675
FALSE,Belair,303175,Birkirkara,Showroom,,,,,222,,,2333
FALSE,Belair,16843,Birkirkara,Independent Offices,,,,,566,,,6840
FALSE,Belair,701303,San Gwann,Independent Offices,,,,,80,,,1217
FALSE,Belair,20651,Marsascala,House of Character,,,3,2,,,,P.O.R
FALSE,Belair,136915,St Julians,Independent Offices,,,,,90,,,2000
FALSE,Belair,501259,Ibrag,Retail Outlet,,,,,53,,,1217
FALSE,Belair,18325,Swatar,Independent Offices,,,,,300,,,2400
FALSE,Belair,134969,Gzira,Retail Outlet,,,,,78,,,4258
FALSE,Belair,500813,Gzira,Independent Offices,,,,,58,,,1692
FALSE,Belair,303579,Rabat,Class 4C,,,,,60,,,1825
FALSE,Belair,132373,Birkirkara,Independent Offices,,,,,250,,,2000
FALSE,Belair,134346,Sliema,Apartment,,,3,2,,,,2000
FALSE,Belair,18311,Qormi,Independent Offices,,,,,175,,,2250
FALSE,Belair,500437,"St. Julians, Portomaso",Penthouse,,,2,2,,,,5000
FALSE,Belair,501784,Zebbug,Independent Offices,,,,,545,,,10000
FALSE,Belair,501785,Zebbug,Independent Offices,,,,,558,,,10000
FALSE,Belair,501786,Zebbug,Independent Offices,,,,,550,,,10000
FALSE,Belair,136925,Ghajnsielem,Apartment,,,3,2,,,,2000
FALSE,Belair,802508,Zebbug,Factory,,,,,279,,,2000
FALSE,Belair,136833,Msida,Independent Offices,,,,,250,,,5000
FALSE,Belair,501962,Zebbug,Showroom,,,,,1653,,,30000
FALSE,Belair,130553,Sliema,Apartment,,,3,2,,,,1350
FALSE,Belair,304356,Hamrun,Commercial Garage,,,,,160,,,1500
FALSE,Belair,701576,Qormi,Independent Offices,,,,,308,,,1950
FALSE,Belair,801849,Sliema,Boutique Hotel,,,,,229,,,4000
FALSE,Belair,16594,Paola,Retail Outlet,,,,,,,,6250
FALSE,Belair,133849,Msida,Office Centre,,,,,300,,,3167
FALSE,Belair,303609,Hamrun,Independent Offices,,,,,170,,,1350
FALSE,Belair,701597,Valletta,Class 4D,,,,,389,,,3750
FALSE,Belair,11298,Sliema,Apartment,,,2,1,,,,1400
FALSE,Belair,501437,Msida,Office Centre,,,,,170,,,4500
FALSE,Belair,302874,Ta' Xbiex,Independent Offices,,,,,651,,,18988
FALSE,Belair,20884,Valletta,Class 4D,,,,,60,,,1521
FALSE,Belair,500463,Valletta,Class 4D,,,,,60,,,4867
FALSE,Belair,307390,Naxxar,Class 4D,,,,,600,,,2129
FALSE,Belair,302873,Ta' Xbiex,Independent Offices,,,,,454,,,13242
FALSE,Belair,136968,Sliema,Retail Outlet,,,,,62,,,5931
FALSE,Belair,502142,"St. Julians, Portomaso",Business Centre,,,,,300,,,17500
FALSE,Belair,1015,St Julians,Apartment,,,3,2,,,,1000
FALSE,Belair,700250,San Gwann,Apartment,,,2,1,100,,,1200
FALSE,Belair,302696,St Julians,Apartment,,,2,1,,,,1200
FALSE,Belair,23603,Santa Venera,Independent Offices,,,,,125,,,1400
FALSE,Belair,701221,Birzebbugia,Warehouse,,,,,290,,,1450
FALSE,Belair,701220,Birzebbugia,Warehouse,,,,,290,,,1450
FALSE,Belair,304015,Valletta,Independent Offices,,,,,130,,,1500
FALSE,Belair,20045,Balzan,Independent Offices,,,,,160,,,1521
FALSE,Belair,301832,Sliema,Apartment,,,3,2,,,,1600
FALSE,Belair,136201,Marsa,Business Centre,,,,,123,,,1948
FALSE,Belair,10531,Sliema,Apartment,,,3,2,,,,1950
FALSE,Belair,20943,Valletta,Retail Outlet,,,,,40,,,2000
FALSE,Belair,23308,St Pauls Bay,Apartment,,,3,3,,,,2000
FALSE,Belair,18558,Ta' Xbiex,Independent Offices,,,,,160,,,2000
FALSE,Belair,500812,Gzira,Independent Offices,,,,,70,,,2042
FALSE,Belair,500811,Gzira,Independent Offices,,,,,70,,,2042
FALSE,Belair,500810,Gzira,Independent Offices,,,,,70,,,2042
FALSE,Belair,22096,Sliema,Townhouse,,,3,3,,,,2200
FALSE,Belair,16461,Mellieha,Independent Offices,,,,,200,,,2300
FALSE,Belair,305927,St Julians,Apartment,,,2,2,,,,2500
FALSE,Belair,20324,Sliema,Independent Offices,,,,,226,,,3500
FALSE,Belair,501015,Sliema,Independent Offices,,,,,400,,,5050
FALSE,Belair,24176,Lija,Office Centre,,,,,330,,,8250
FALSE,Belair,500814,Gzira,Office Centre,,,,,388,,,9700
FALSE,Belair,503583,St Julians,Office Centre,,,,,234,,,4875
FALSE,Belair,501364,Ta' Xbiex,Office Centre,,,,,555,,,6244
FALSE,Belair,504587,Blata L-Bajda,Independent Offices,,,,,282,,,5000
FALSE,Belair,504590,Blata L-Bajda,Independent Offices,,,,,184,,,5000
FALSE,Belair,504589,Blata L-Bajda,Independent Offices,,,,,282,,,5000
FALSE,Belair,504588,Blata L-Bajda,Independent Offices,,,,,282,,,5000
FALSE,Belair,307162,Qormi,Warehouse,,,,,260,,,1360
FALSE,Belair,306961,St Julians,Class 4D,,,,,275,,,7500
FALSE,Belair,136998,Zebbug,Showroom,,,,,385,,,4000
FALSE,Belair,136997,Zebbug,Showroom,,,,,770,,,7000
FALSE,Belair,302816,Msida,Retail Outlet,,,,,180,,,1800
FALSE,Belair,131219,Sliema,Apartment,,,2,2,,,,1200
FALSE,Belair,137007,Naxxar,Warehouse,,,,,310,,,2900
FALSE,Belair,137009,Naxxar,Warehouse,,,,,310,,,2900
FALSE,Belair,137010,Naxxar,Warehouse,,,,,310,,,3345
FALSE,Belair,14276,Sliema,Retail Outlet,,,,,220,,,7083
FALSE,Belair,137012,Naxxar,Warehouse,,,,,1240,,,10340
FALSE,Belair,504594,Valletta,Office Centre,,,,,1700,,,57917
FALSE,Belair,135097,St Pauls Bay,Ground Floor Maisonette,,,3,2,,,,2200
FALSE,Belair,136224,Zebbug,Independent Offices,,,,,600,,,5500
FALSE,Belair,137035,Birkirkara,Independent Offices,,,,,124,,,6521
FALSE,Belair,137034,Birkirkara,Showroom,,,,,475,,,8708
FALSE,Belair,15918,Birkirkara,Independent Offices,,,,,290,,,2500
FALSE,Belair,137047,St Julians,Retail Outlet,,,,,70,,,1458
FALSE,Belair,137048,St Julians,Retail Outlet,,,,,70,,,1458
FALSE,Belair,137051,St Julians,Independent Offices,,,,,70,,,1460
FALSE,Belair,137046,St Julians,Retail Outlet,,,,,75,,,1565
FALSE,Belair,137045,St Julians,Retail Outlet,,,,,85,,,1565
FALSE,Belair,134417,Sliema,Office Centre,,,,,150,,,2500
FALSE,Belair,137050,St Julians,Retail Outlet,,,,,150,,,3125
FALSE,Belair,137049,St Julians,Retail Outlet,,,,,225,,,4687
FALSE,Belair,137044,St Julians,Retail Outlet,,,,,287,,,6000
FALSE,Belair,701255,Ibrag,Apartment,,,2,3,,,,1400
FALSE,Belair,137052,St Julians,Independent Offices,,,,,75,,,1975
FALSE,Belair,137054,St Julians,Independent Offices,,,,,75,,,1975
FALSE,Belair,137053,St Julians,Independent Offices,,,,,75,,,1975
FALSE,Belair,17902,St Julians,Class 4C,,,,,,,,4562
FALSE,Belair,137055,St Julians,Independent Offices,,,,,300,,,8500
FALSE,Belair,137062,Sliema,Office Centre,,,,,,,,7000
FALSE,Belair,701369,Msida,Office Centre,,,,,425,,,6110
FALSE,Belair,2929,Sliema,Apartment,,,3,3,,,,6500
FALSE,Belair,701368,Msida,Office Centre,,,,,588,,,6860
FALSE,Belair,701367,Msida,Office Centre,,,,,705,,,7638
FALSE,Belair,701365,Msida,Office Centre,,,,,830,,,13488
FALSE,Belair,701366,Msida,Office Centre,,,,,848,,,14133
FALSE,Belair,18161,Ta' Xbiex,Clinic,,,,,,,,2100
FALSE,Belair,9023,Sliema,Independent Offices,,,,,400,,,6750
FALSE,Belair,305009,Iklin,Independent Offices,,,,,118,,,1083
FALSE,Belair,2881,Sliema,Apartment,,,3,2,,,,1200
FALSE,Belair,701508,Swieqi,Apartment,,,2,2,95,,,1400
FALSE,Belair,9722,Sliema,Apartment,,,3,3,,,,1800
FALSE,Belair,16847,Valletta,Independent Offices,,,,,213,,,2308
FALSE,Belair,131901,Birkirkara,Retail Outlet,,,,,303750,,,2433
FALSE,Belair,19857,Birkirkara,Independent Offices,,,,,277,,,2434
FALSE,Belair,16845,Valletta,Independent Offices,,,,,230,,,2492
FALSE,Belair,131694,Swatar,Independent Offices,,,,,716,,,10208
FALSE,Belair,306758,Sliema,Independent Offices,,,,,136,,,1875
FALSE,Belair,305047,Naxxar,Showroom,,,,,135,,,1521
FALSE,Belair,131730,Sliema,Independent Offices,,,,,160,,,3066
FALSE,Belair,803073,Attard,Fully-detached Villa,,,7,6,,,,7000
FALSE,Belair,501678,St Julians,Apartment,,,1,1,67,,,1300
FALSE,Belair,21306,Zabbar,Fully-detached Villa,,,2,3,,,,2281
FALSE,Belair,803139,Luqa,Ground Floor Maisonette,,,2,0,110,,,4117
FALSE,Belair,137112,Zebbug,Retail Outlet,,,,,200,,,3042
FALSE,Belair,800819,Santa Venera,Office Centre,,,,,1276,,,25000
FALSE,Belair,14734,"St. Julians, Portomaso",Independent Offices,,,,,113,,,4708
FALSE,Belair,136196,Marsa,Business Centre,,,,,365,,,6083
FALSE,Belair,304739,Msida,Office Centre,,,,,300,,,6750
FALSE,Belair,306838,"St Julians, Pender Gardens",Independent Offices,,,,,380,,,8866
FALSE,Belair,137125,Ta' Xbiex,Office Centre,,,,,80,,,1100
FALSE,Belair,137124,St Julians,Independent Offices,,,,,169,,,4166
FALSE,Belair,136478,Xemxija,Class 4D,,,,,140,,,1521
FALSE,Belair,14610,Qormi,Warehouse,,,,,1650,,,4167
FALSE,Belair,12500,Sliema,Independent Offices,,,,,240,,,4000
FALSE,Belair,305269,Qormi,Independent Offices,,,,,700,,,9625
FALSE,Belair,305272,Qormi,Showroom,,,,,700,,,14458
FALSE,Belair,305271,Qormi,Independent Offices,,,,,1400,,,19250
FALSE,Belair,501714,Ta' Xbiex,Independent Offices,,,,,80,,,2500
FALSE,Belair,501781,Valletta,Office Centre,,,,,90,,,2000
FALSE,Belair,501532,Ta' Xbiex,Retail Outlet,,,,,192,,,3760
FALSE,Belair,137151,Mosta,Independent Offices,,,,,230,,,1977
FALSE,Belair,19119,St Pauls Bay,Apartment,,,3,2,,,,2500
FALSE,Belair,501957,Kappara,Independent Offices,,,,,768,,,8333
FALSE,Belair,131426,Ta' Xbiex,Independent Offices,,,,,80,,,1300
FALSE,Belair,11375,Lija,Warehouse,,,,,440,,,1500
FALSE,Belair,504083,Sliema,Hostel,,,,,1120,,,20833
FALSE,Belair,502889,Sliema,Independent Offices,,,,,55,,,1000
FALSE,Belair,18036,Sliema,Apartment,,,2,2,,,,1200
FALSE,Belair,701450,St Julians,Dance Studio,,,,,249,,,1245
FALSE,Belair,303792,Msida,Independent Offices,,,,,98,,,1400
FALSE,Belair,130468,San Gwann,Showroom,,,,,,,,1700
FALSE,Belair,133654,Sliema,Apartment,,,3,2,200,,,2100
FALSE,Belair,16752,Sliema,Apartment,,,4,3,,,,2200
FALSE,Belair,20681,Sliema,Apartment,,,3,2,,,,2500
FALSE,Belair,16687,Sliema,Independent Offices,,,,,200,,,2800
FALSE,Belair,8837,Sliema,Apartment,,,3,2,,,,2800
FALSE,Belair,14735,"St. Julians, Portomaso",Independent Offices,,,,,166,,,3460
FALSE,Belair,701452,St Julians,Business Centre,,,,,142,,,3479
FALSE,Belair,136350,Gzira,Industrial,,,,,720,,,3500
FALSE,Belair,701455,St Julians,Business Centre,,,,,142,,,3609
FALSE,Belair,701457,St Julians,Business Centre,,,,,142,,,3728
FALSE,Belair,701462,St Julians,Business Centre,,,,,142,,,3851
FALSE,Belair,701463,St Julians,Business Centre,,,,,142,,,3976
FALSE,Belair,16946,St Julians,Penthouse,,,2,2,,,,4000
FALSE,Belair,701447,St Julians,Class 4C,,,,,143,,,4099
FALSE,Belair,701468,St Julians,Business Centre,,,,,142,,,4100
FALSE,Belair,701467,St Julians,Business Centre,,,,,191,,,4100
FALSE,Belair,701469,St Julians,Business Centre,,,,,142,,,4224
FALSE,Belair,15962,Sliema,Independent Offices,,,,,400,,,4500
FALSE,Belair,701448,St Julians,Class 4C,,,,,124,,,4557
FALSE,Belair,701451,St Julians,Business Centre,,,,,191,,,4680
FALSE,Belair,701456,St Julians,Business Centre,,,,,191,,,4854
FALSE,Belair,701458,St Julians,Business Centre,,,,,191,,,5014
FALSE,Belair,307389,Mosta,Business Centre,,,,,275,,,5042
FALSE,Belair,701461,St Julians,Business Centre,,,,,191,,,5180
FALSE,Belair,701464,St Julians,Business Centre,,,,,191,,,5348
FALSE,Belair,24456,Gzira,Apartment,,,3,4,252,,,5500
FALSE,Belair,701470,St Julians,Business Centre,,,,,191,,,5682
FALSE,Belair,130440,Naxxar,Showroom,,,,,750,,,5833
FALSE,Belair,17508,Zurrieq,House of Character,,,4,4,,,,6000
FALSE,Belair,20262,St Julians,Independent Offices,,,,,275,,,6875
FALSE,Belair,701449,St Julians,Business Centre,,,,,322,,,7245
FALSE,Belair,701453,St Julians,Business Centre,,,,,322,,,7513
FALSE,Belair,701454,St Julians,Business Centre,,,,,322,,,7781
FALSE,Belair,701459,St Julians,Business Centre,,,,,322,,,8050
FALSE,Belair,701460,St Julians,Business Centre,,,,,322,,,8318
FALSE,Belair,303321,Msida,Office Centre,,,,,1000,,,16667
FALSE,Belair,501462,St Julians,Boutique Hotel,,,,,1000,,,37000
