Type,Province,Town,Bedrooms,Stage,Reference_count,Bathrooms_median,IntArea_median,ExtArea_median,Price_min,Price_max,Price_median
Penthouse,Gozo,Gozo - Qala,2.0,Unclassified,3,2.0,84.5,32.8,244000.0,375000.0,249000.0
Maisonette,South,Birzebbuga,2.0,Unclassified,10,1.0,106.0,17.5,230000.0,397000.0,248500.0
Apartment,Central,Swatar,2.0,Plan,12,2.0,110.0,7.0,224000.0,256000.0,248000.0
Maisonette,South,Luqa,2.0,Finished,2,2.0,102.0,26.0,235000.0,260000.0,247500.0
Maisonette,Central,Santa Venera,2.0,Plan,4,2.0,94.0,18.0,229000.0,350000.0,247500.0
Apartment,Central,Hamrun,3.0,Furnished,10,2.0,126.0,15.0,195000.0,271000.0,247500.0
Penthouse,South,Safi,1.0,Finished,2,1.5,,,215000.0,280000.0,247500.0
Maisonette,East,Gharghur,2.0,Furnished,2,1.0,80.0,15.0,245000.0,250000.0,247500.0
Apartment,South,Luqa,3.0,Finished,28,2.0,,,195000.0,398000.0,247500.0
Townhouse,South,Marsa,3.0,Furnished,8,2.0,154.0,80.0,213000.0,372000.0,247500.0
Apartment Duplex,North,Saint Paul's Bay,2.0,Finished,2,1.5,,,165000.0,330000.0,247500.0
Apartment,Central,Mosta,2.0,Furnished,24,2.0,120.0,5.0,230000.0,375000.0,247000.0
Apartment,South,Qrendi,3.0,Shell,36,2.0,118.5,16.0,178000.0,402000.0,246000.0
Penthouse,Central,Hamrun,2.0,Plan,2,2.0,,,210000.0,282000.0,246000.0
Penthouse Duplex,Gozo,Gozo - Victoria,3.0,Plan,2,1.5,103.5,80.5,223000.0,268000.0,245500.0
Penthouse,South,Zabbar,1.0,Unclassified,2,1.5,53.0,29.0,225000.0,266000.0,245500.0
Apartment,Gozo,Gozo - Sannat,4.0,Plan,2,3.0,194.0,26.0,243000.0,248000.0,245500.0
Penthouse,South,Luqa,2.0,Plan,5,2.0,110.0,22.0,230000.0,320000.0,245000.0
Maisonette,South,Birzebbuga,1.0,Finished,2,1.0,,,230000.0,260000.0,245000.0
Apartment,South,Zabbar,3.0,Plan,88,2.0,116.0,19.0,198000.0,310000.0,245000.0
Apartment,Central,Iklin,2.0,Plan,24,2.0,90.0,10.0,240000.0,308000.0,245000.0
Maisonette,South,Kalkara,1.0,Furnished,274,,,,245000.0,245000.0,245000.0
Maisonette,North,Qawra,3.0,Shell,2,1.5,106.0,36.5,235000.0,255000.0,245000.0
Apartment,North,Mgarr,2.0,Plan,18,2.0,85.0,16.0,219000.0,369000.0,245000.0
Apartment,Central,Birkirkara,2.0,Furnished,12,2.0,86.0,7.5,205000.0,350000.0,245000.0
Maisonette,North,Qawra,2.0,Shell,3,1.0,101.5,20.0,235000.0,249000.0,245000.0
Maisonette,North,Mellieha,2.0,Plan,9,2.0,76.5,33.5,225000.0,331000.0,245000.0
Apartment,South,Zejtun,3.0,Shell,18,2.0,110.0,10.0,179000.0,319000.0,245000.0
Apartment,Central,Mosta,2.0,Unclassified,25,2.0,93.0,10.0,215000.0,330000.0,245000.0
Penthouse,South,Mqabba,2.0,Plan,4,1.0,,,245000.0,255000.0,245000.0
Penthouse,West,Siggiewi,2.0,Shell,3,2.0,,,245000.0,275000.0,245000.0
Apartment,East,Msida,2.0,Furnished,21,2.0,80.0,6.0,197000.0,405000.0,245000.0
Apartment,Central,Naxxar,2.0,Shell,3,1.0,,,235000.0,250000.0,245000.0
Apartment,Central,Qormi,2.0,Furnished,3,1.0,92.5,20.0,234000.0,335000.0,245000.0
Maisonette,Gozo,Gozo - Kercem,2.0,Plan,2,3.0,80.0,19.5,245000.0,245000.0,245000.0
Farmhouse,Gozo,Gozo - Nadur,2.0,Shell,2,1.0,,,245000.0,245000.0,245000.0
Maisonette,South,Zabbar,2.0,Unclassified,5,2.0,116.0,8.0,225000.0,350000.0,245000.0
Penthouse,South,Marsaskala,2.0,Unclassified,3,1.0,,,201000.0,298000.0,245000.0
Apartment,Gozo,Gozo - Kercem,3.0,Plan,3,4.0,163.0,15.0,120000.0,260000.0,245000.0
Maisonette,South,Fgura,2.0,Finished,5,2.0,97.0,29.0,228500.0,300000.0,245000.0
Apartment,East,Gzira,2.0,Finished,104,2.0,90.5,8.0,195000.0,339000.0,245000.0
Apartment,South,Kalkara,3.0,Shell,3,2.0,112.0,34.0,245000.0,255000.0,245000.0
Maisonette,Central,Qormi,2.0,Shell,2,2.0,107.0,25.0,234000.0,255200.0,244600.0
Apartment,South,Safi,3.0,Unclassified,2,2.0,124.0,12.5,244000.0,245000.0,244500.0
Apartment,Central,Hamrun,4.0,Finished,4,2.5,,,224000.0,255000.0,244500.0
Apartment,South,Birzebbuga,2.0,Finished,20,2.0,66.0,6.0,166000.0,340000.0,244500.0
Apartment,South,Mqabba,2.0,Finished,5,2.0,99.0,5.0,207000.0,270000.0,244000.0
Apartment,South,Zurrieq,3.0,Shell,16,2.0,111.0,16.5,187000.0,255000.0,244000.0
Apartment,Central,Santa Venera,2.0,Unclassified,16,2.0,58.0,9.0,165000.0,271000.0,243750.0
Apartment,Central,Mosta,2.0,Plan,89,2.0,88.0,10.0,179000.0,315000.0,243500.0
Apartment,South,Gudja,3.0,Unclassified,6,2.0,115.4,9.7,235000.0,265000.0,243500.0
Apartment,South,Birzebbuga,2.0,Furnished,9,2.0,,,213000.0,275000.0,243000.0
Maisonette,Central,Balzan,2.0,Finished,2,1.0,,,230000.0,255000.0,242500.0
Apartment,South,Birzebbuga,1.0,Unclassified,2,1.5,54.5,5.0,180000.0,305000.0,242500.0
Apartment,East,Pieta,3.0,Plan,16,2.0,115.0,6.0,234000.0,275000.0,242500.0
Maisonette,South,Marsaxlokk,2.0,Finished,4,2.0,,,225000.0,250000.0,242500.0
Apartment,Central,Santa Venera,3.0,Plan,18,2.0,116.0,6.0,210000.0,310000.0,242500.0
Apartment,East,Pieta,2.0,Furnished,8,2.0,91.0,7.0,225000.0,450000.0,242250.0
Farmhouse,Gozo,Gozo - Nadur,2.0,Unclassified,2,3.0,95.0,24.0,159000.0,325000.0,242000.0
Apartment,South,Ghaxaq,2.0,Unclassified,6,2.0,95.0,8.6,220000.0,375000.0,241500.0
Apartment,Gozo,Gozo - Nadur,3.0,Unclassified,2,3.0,141.7,29.8,143000.0,340000.0,241500.0
Maisonette,South,Marsaxlokk,2.0,Plan,11,2.0,90.0,42.0,225000.0,290000.0,241000.0
Penthouse,Gozo,Gozo - Ghajnsielem,1.0,Unclassified,2,1.0,57.3,20.4,241000.0,241000.0,241000.0
Penthouse,North,Qawra,1.0,Plan,4,1.5,62.0,22.0,205000.0,275000.0,240000.0
Maisonette,North,Qawra,2.0,Finished,5,2.0,100.5,23.5,235000.0,240000.0,240000.0
Maisonette,South,Ghaxaq,2.0,Finished,7,2.0,97.0,15.0,225000.0,250000.0,240000.0
Maisonette,North,Mgarr,1.0,Plan,3,1.0,76.0,17.0,235000.0,240000.0,240000.0
Penthouse,South,Mqabba,2.0,Shell,3,1.0,75.0,32.0,240000.0,245000.0,240000.0
Apartment,East,Pieta,3.0,Finished,46,2.0,118.0,15.0,159000.0,490000.0,240000.0
Maisonette,North,Bugibba,2.0,Furnished,3,2.0,55.0,10.0,239000.0,240000.0,240000.0
Maisonette,North,Qawra,2.0,Plan,4,2.0,92.0,9.0,235000.0,250000.0,240000.0
Apartment,West,Rabat,2.0,Unclassified,5,2.0,108.0,9.0,230000.0,385000.0,240000.0
Maisonette,North,Qawra,2.0,Unclassified,3,2.0,92.3,11.16,235000.0,243500.0,240000.0
Penthouse,South,Fgura,2.0,Shell,7,2.0,92.5,41.0,194000.0,266000.0,240000.0
Apartment,South,Ghaxaq,3.0,Finished,204,2.0,104.0,13.0,220000.0,372000.0,240000.0
Penthouse,East,Pieta,1.0,Plan,5,1.0,325.0,27.0,195000.0,415000.0,240000.0
Maisonette,Central,Birkirkara,2.0,Plan,4,2.0,88.0,9.0,240000.0,275000.0,240000.0
Maisonette,South,Fgura,2.0,Shell,2,2.0,102.0,20.0,235000.0,244500.0,239750.0
Maisonette,Central,Qormi,2.0,Finished,5,2.0,110.5,52.0,228000.0,375000.0,239500.0
Apartment,South,Gudja,2.0,Plan,11,2.0,0.0,18.0,230000.0,270000.0,239500.0
Apartment Duplex,Central,Birkirkara,3.0,Furnished,2,2.0,124.5,49.0,220000.0,259000.0,239500.0
Penthouse,Central,Mosta,1.0,Finished,112,1.0,50.0,36.0,239000.0,595000.0,239000.0
Apartment,East,Saint Julian's,3.0,Unclassified,313,1.0,129.0,13.0,239000.0,599000.0,239000.0
Apartment,East,Msida,3.0,Plan,21,2.0,99.5,10.5,198500.0,435000.0,239000.0
Apartment,North,Qawra,3.0,Shell,16,2.0,121.0,20.0,225000.0,314000.0,238500.0
Penthouse,Central,Mosta,1.0,Unclassified,3,2.0,69.72,23.9,230000.0,293000.0,238000.0
Apartment,North,Burmarrad,2.0,Shell,6,2.0,68.0,7.0,226000.0,306000.0,237500.0
Penthouse,Gozo,Gozo - Marsalforn,3.0,Shell,2,2.0,126.0,75.0,218000.0,257000.0,237500.0
Maisonette,Central,Birkirkara,1.0,Unclassified,2,2.0,38.33,15.17,225000.0,250000.0,237500.0
Maisonette,South,Gudja,2.0,Unclassified,2,1.5,99.45,20.3,235000.0,239500.0,237250.0
Apartment,South,Birzebbuga,2.0,Unclassified,23,2.0,83.0,10.0,192000.0,266000.0,237000.0
Penthouse,Gozo,Gozo - Xewkija,2.0,Unclassified,3,2.0,101.3,26.0,180000.0,283000.0,237000.0
Apartment,Central,Swatar,2.0,Furnished,2,1.5,,,233000.0,240000.0,236500.0
Apartment,Central,Balzan,2.0,Shell,13,2.0,89.0,6.0,179000.0,255000.0,236000.0
Penthouse,Gozo,Gozo - Xlendi,2.0,Plan,3,2.0,110.0,22.0,163500.0,238000.0,236000.0
Apartment,North,Saint Paul's Bay,3.0,Shell,5,2.0,120.0,6.0,208000.0,398000.0,235000.0
Apartment,South,Gudja,1.0,Plan,4,1.0,37.5,30.0,235000.0,235000.0,235000.0
Apartment,North,Xemxija,2.0,Finished,6,1.0,70.0,3.0,220000.0,235000.0,235000.0
Penthouse,South,Zurrieq,1.0,Finished,7,1.5,65.0,20.0,200000.0,255000.0,235000.0
Apartment,North,Burmarrad,2.0,Unclassified,6,2.0,,,215000.0,277000.0,235000.0
Penthouse,North,Qawra,1.0,Unclassified,2,1.5,0.0,11.0,220000.0,250000.0,235000.0
Apartment,Gozo,Gozo - Ghajnsielem,3.0,Furnished,2,1.5,99.0,22.5,220000.0,250000.0,235000.0
Apartment,South,Marsaxlokk,2.0,Plan,15,2.0,88.0,13.5,190000.0,270000.0,235000.0
Apartment,East,Pieta,3.0,Furnished,98,2.0,116.0,8.0,202000.0,404900.0,235000.0
Maisonette,South,Gudja,2.0,Plan,4,1.0,47.5,15.0,235000.0,360000.0,235000.0
Maisonette,South,Marsaskala,2.0,Plan,5,2.0,93.0,39.0,233000.0,245000.0,235000.0
Maisonette,South,Zabbar,2.0,Plan,2,2.0,97.0,38.0,230000.0,240000.0,235000.0
Maisonette Duplex,East,Msida,2.0,Shell,2,2.0,,,230000.0,240000.0,235000.0
Penthouse,Central,Hamrun,2.0,Unclassified,11,2.0,85.5,23.2,200000.0,255000.0,235000.0
Apartment,Central,Mosta,2.0,Shell,7,2.0,105.5,10.5,220000.0,319000.0,235000.0
Penthouse,East,Msida,1.0,Plan,6,1.0,62.0,24.0,189900.0,265000.0,235000.0
Apartment,Central,Attard,2.0,Shell,10,2.0,90.0,7.0,223000.0,389000.0,235000.0
Apartment,South,Marsaskala,1.0,Furnished,4,1.0,90.0,5.0,96000.0,300000.0,235000.0
Penthouse,East,Gzira,1.0,Unclassified,5,1.0,52.5,48.5,201000.0,310000.0,235000.0
Apartment,South,Zabbar,2.0,Unclassified,25,2.0,90.0,10.0,165000.0,260000.0,235000.0
Penthouse,West,Siggiewi,1.0,Plan,5,1.0,32.5,13.5,225000.0,478400.0,235000.0
Apartment,South,Zurrieq,2.0,Unclassified,3,2.0,110.25,13.4,202000.0,310000.0,235000.0
Apartment,South,Tarxien,3.0,Finished,74,2.0,123.0,18.0,220000.0,280000.0,234500.0
Apartment,Central,Hamrun,4.0,Shell,4,2.5,77.0,10.0,228000.0,240000.0,234000.0
Apartment,South,Gudja,2.0,Unclassified,5,1.0,75.0,15.0,229000.0,270000.0,234000.0
Penthouse,Central,Birkirkara,1.0,Plan,7,2.0,53.0,26.0,195000.0,256000.0,234000.0
Apartment,South,Zurrieq,2.0,Finished,30,2.0,82.0,9.0,189000.0,360000.0,233500.0
Apartment,Central,Hamrun,4.0,Unclassified,2,2.0,154.0,10.0,228000.0,239000.0,233500.0
Penthouse,South,Zabbar,1.0,Finished,9,1.0,56.0,37.5,205000.0,266000.0,233000.0
Apartment,South,Fgura,3.0,Unclassified,24,2.0,118.0,9.5,200000.0,372000.0,233000.0
House of Character,Central,Qormi,1.0,Furnished,2,1.0,,,145000.0,320000.0,232500.0
House of Character,South,Zejtun,1.0,Furnished,2,2.0,119.0,16.0,120000.0,345000.0,232500.0
Maisonette,South,Ghaxaq,2.0,Plan,2,2.0,94.0,9.0,225000.0,240000.0,232500.0
Penthouse,Gozo,Gozo - Ghajnsielem,2.0,Furnished,2,2.0,62.5,21.0,200000.0,265000.0,232500.0
Apartment,Central,Hamrun,3.0,Finished,20,2.0,100.0,15.0,170000.0,281000.0,232000.0
Apartment,East,Gzira,1.0,Finished,48,1.0,82.0,5.0,165000.0,500000.0,232000.0
Penthouse,North,Qawra,1.0,Furnished,2,1.0,,,213000.0,250000.0,231500.0
Apartment,Gozo,Gozo - Sannat,2.0,Shell,5,2.0,83.5,12.0,110000.0,306000.0,231000.0
Penthouse,South,Paola,3.0,Shell,6,2.0,84.0,17.5,180000.0,308000.0,231000.0
Apartment,East,Ta' Xbiex,1.0,Furnished,4,1.0,50.0,5.0,170000.0,315000.0,230000.0
Penthouse,Central,Birkirkara,1.0,Furnished,2,1.5,,,230000.0,230000.0,230000.0
Penthouse,East,Msida,1.0,Shell,5,2.0,58.0,27.0,195000.0,265750.0,230000.0
Apartment,North,Qawra,2.0,Plan,91,2.0,89.0,11.0,180000.0,371000.0,230000.0
Apartment,North,Qawra,2.0,Unclassified,33,2.0,84.6,9.55,139000.0,360000.0,230000.0
Apartment,South,Paola,3.0,Plan,12,2.0,141.0,21.0,165000.0,280000.0,230000.0
Apartment,South,Mqabba,3.0,Shell,4,2.0,95.0,25.0,220000.0,399000.0,230000.0
Penthouse,Central,Santa Venera,1.0,Finished,2,1.0,,,225000.0,235000.0,230000.0
Maisonette,Gozo,Gozo - Nadur,3.0,Shell,3,3.0,0.0,30.0,230000.0,295000.0,230000.0
Apartment,South,Xghajra,3.0,Plan,7,2.0,,,229000.0,239000.0,230000.0
Penthouse,Gozo,Gozo - Xaghra,3.0,Shell,2,1.5,0.0,20.0,210000.0,250000.0,230000.0
Apartment,South,Tarxien,3.0,Unclassified,5,2.0,,,225000.0,276000.0,230000.0
Maisonette,North,Saint Paul's Bay,3.0,Plan,6,2.0,102.5,33.5,230000.0,285000.0,230000.0
Apartment,East,San Gwann,3.0,Unclassified,84,2.0,110.0,10.0,230000.0,405500.0,230000.0
Apartment,South,Marsaxlokk,2.0,Finished,11,2.0,103.5,11.0,193000.0,245000.0,230000.0
Apartment,Gozo,Gozo - Ghajnsielem,2.0,Furnished,2,2.0,72.5,6.5,185000.0,275000.0,230000.0
Apartment,South,Ghaxaq,2.0,Plan,6,2.0,92.0,9.0,220000.0,245000.0,229500.0
Maisonette,East,Msida,1.0,Finished,2,2.0,,,225000.0,233000.0,229000.0
Apartment,East,Gzira,2.0,Shell,33,2.0,98.0,17.0,190000.0,339000.0,229000.0
Maisonette,East,San Gwann,2.0,Finished,4,2.0,,,225000.0,245000.0,229000.0
Apartment Duplex,South,Zabbar,2.0,Finished,2,2.0,,,202000.0,255000.0,228500.0
Apartment,West,Zebbug,1.0,Unclassified,2,2.5,85.0,12.0,210000.0,246000.0,228000.0
Apartment,Gozo,Gozo - Xewkija,2.0,Plan,3,2.0,0.0,13.0,135000.0,248000.0,228000.0
Apartment,Central,Santa Venera,2.0,Finished,62,2.0,86.0,8.0,160000.0,372000.0,227500.0
Penthouse,South,Zabbar,2.0,Shell,4,1.0,78.5,32.5,213000.0,345000.0,227500.0
Apartment,Gozo,Gozo - Marsalforn,3.0,Furnished,2,2.0,95.0,10.5,220000.0,235000.0,227500.0
Apartment,South,Zejtun,2.0,Unclassified,10,2.0,113.5,13.95,185000.0,286000.0,226000.0
Penthouse,Gozo,Gozo - Xewkija,2.0,Plan,2,2.0,0.0,27.0,138000.0,313000.0,225500.0
Penthouse,Central,Hamrun,1.0,Plan,3,1.0,73.0,18.0,150000.0,225000.0,225000.0
Apartment,North,Saint Paul's Bay,2.0,Shell,12,2.0,80.5,9.5,162000.0,245000.0,225000.0
Apartment,North,Saint Paul's Bay,3.0,Unclassified,333,1.0,90.0,5.0,185000.0,585000.0,225000.0
Penthouse,Central,Hamrun,1.0,Unclassified,9,1.0,64.5,18.0,225000.0,247000.0,225000.0
Apartment,East,San Gwann,2.0,Shell,11,2.0,102.0,7.0,199000.0,253000.0,225000.0
Maisonette,North,Saint Paul's Bay,1.0,Finished,3,1.0,0.0,0.0,225000.0,255000.0,225000.0
Apartment,East,Msida,1.0,Furnished,5,1.0,61.0,35.0,170000.0,250000.0,225000.0
Apartment,Gozo,Gozo - Gharb,3.0,Plan,6,2.0,115.5,9.5,162000.0,368000.0,225000.0
Apartment,Central,Qormi,2.0,Plan,25,2.0,92.0,15.0,170000.0,245000.0,225000.0
Apartment,North,Bugibba,3.0,Furnished,291,1.0,103.5,14.0,191000.0,550000.0,225000.0
Apartment,North,Bugibba,2.0,Furnished,17,2.0,75.5,8.5,144000.0,394000.0,225000.0
Apartment,Gozo,Gozo - Xaghra,2.0,Furnished,3,2.0,81.0,10.0,197000.0,505000.0,225000.0
Townhouse,Central,Birkirkara,3.0,Unclassified,125,2.0,120.0,14.0,225000.0,744000.0,225000.0
Maisonette,Gozo,Gozo - Victoria,3.0,Plan,2,2.5,165.5,19.5,225000.0,225000.0,225000.0
Apartment,South,Tarxien,3.0,Plan,22,2.0,106.0,13.0,220000.0,277000.0,225000.0
Apartment,Central,Santa Venera,2.0,Plan,50,2.0,100.0,6.0,165000.0,265000.0,225000.0
Apartment,South,Zabbar,2.0,Furnished,10,1.5,80.0,22.0,197000.0,298000.0,225000.0
Apartment,East,Pieta,2.0,Shell,10,2.0,95.0,11.0,187000.0,240000.0,225000.0
Penthouse,Central,Birkirkara,1.0,Unclassified,3,2.0,71.0,51.0,218000.0,233000.0,225000.0
Apartment,North,Mellieha,1.0,Shell,2,1.5,60.0,7.0,190000.0,260000.0,225000.0
Apartment,South,Ghaxaq,3.0,Unclassified,3,2.0,115.0,7.0,225000.0,265000.0,225000.0
Apartment,Central,Hamrun,2.0,Unclassified,47,2.0,87.0,8.0,158000.0,245000.0,225000.0
Apartment,South,Fgura,3.0,Finished,95,2.0,122.0,10.0,155000.0,287000.0,225000.0
Apartment,South,Fgura,2.0,Furnished,3,1.0,,,215000.0,240000.0,225000.0
Penthouse,South,Marsaskala,1.0,Finished,4,1.0,68.5,50.0,213000.0,233000.0,225000.0
Apartment,Central,Hamrun,3.0,Unclassified,14,2.0,106.0,5.9,183000.0,275000.0,225000.0
Penthouse,South,Paola,3.0,Finished,5,2.0,,,165000.0,404000.0,225000.0
Apartment,South,Ghaxaq,2.0,Finished,33,2.0,96.0,7.5,220000.0,255000.0,225000.0
Apartment,South,Marsa,3.0,Unclassified,4,1.0,,,198000.0,233000.0,224000.0
Penthouse,Gozo,Gozo - Sannat,2.0,Plan,8,2.0,93.0,22.0,155000.0,398000.0,224000.0
Penthouse,East,Gzira,1.0,Plan,4,1.0,54.5,21.0,215000.0,270000.0,224000.0
Apartment,South,Marsaskala,2.0,Plan,49,2.0,90.0,6.0,186000.0,300000.0,224000.0
Apartment,North,Qawra,2.0,Furnished,39,2.0,78.0,7.0,158000.0,425000.0,223200.0
Apartment,Central,Hamrun,3.0,Plan,3,2.0,115.0,12.0,197000.0,229000.0,223000.0
Townhouse,Central,Mosta,1.0,Unclassified,2,1.0,,,223000.0,223000.0,223000.0
Apartment,Central,Santa Venera,2.0,Furnished,5,1.0,,,215000.0,250000.0,223000.0
Apartment,South,Fgura,2.0,Finished,46,2.0,90.0,11.0,158000.0,299000.0,223000.0
Apartment,North,Qawra,2.0,Finished,103,2.0,96.0,14.0,165000.0,318000.0,223000.0
Apartment,Central,Balzan,2.0,Plan,24,3.0,97.0,15.0,195000.0,385000.0,222500.0
Apartment,South,Kalkara,2.0,Shell,8,1.0,82.0,11.0,195000.0,240000.0,222500.0
Apartment,East,Pieta,2.0,Finished,64,2.0,90.0,6.0,154000.0,395000.0,222500.0
Penthouse,Central,Birkirkara,1.0,Finished,14,1.0,62.0,34.0,185000.0,245000.0,221500.0
Penthouse,East,Gzira,1.0,Shell,4,1.0,52.0,20.5,206000.0,450000.0,221000.0
Penthouse,East,Msida,1.0,Furnished,2,1.0,,,160000.0,280000.0,220000.0
House of Character,South,Zejtun,1.0,Unclassified,3,1.0,,,199000.0,490000.0,220000.0
Apartment,North,Bugibba,2.0,Finished,14,2.0,81.5,12.5,170000.0,380000.0,220000.0
Penthouse,Central,Hamrun,1.0,Finished,6,1.0,60.0,50.0,220000.0,266000.0,220000.0
Penthouse,Central,Hamrun,2.0,Finished,13,2.0,80.0,22.5,200000.0,370000.0,220000.0
Penthouse,South,Fgura,2.0,Unclassified,4,2.0,40.5,51.0,210000.0,325000.0,220000.0
Penthouse,East,Msida,1.0,Finished,30,1.0,65.0,38.0,179000.0,290000.0,220000.0
Apartment,North,Manikata,1.0,Unclassified,2,1.0,,,220000.0,220000.0,220000.0
Apartment,North,Saint Paul's Bay,2.0,Furnished,37,2.0,76.0,12.0,130000.0,495000.0,220000.0
Apartment,East,Msida,4.0,Plan,2,2.0,,,220000.0,220000.0,220000.0
Apartment,North,Saint Paul's Bay,2.0,Unclassified,36,2.0,87.0,10.0,145000.0,385000.0,220000.0
Apartment,Central,Birkirkara,2.0,Finished,84,2.0,89.0,9.0,175000.0,305000.0,220000.0
Apartment,South,Tarxien,3.0,Shell,9,2.0,110.0,19.0,210000.0,260000.0,220000.0
Apartment,East,Swieqi,1.0,Furnished,3,1.0,45.0,4.0,213000.0,290000.0,220000.0
Apartment,West,Zebbug,2.0,Finished,15,2.0,80.0,8.0,209000.0,350000.0,219900.0
House of Character,South,Ghaxaq,3.0,Shell,2,2.0,,,219000.0,219000.0,219000.0
Apartment,Central,Hamrun,4.0,Furnished,2,1.0,70.0,1.0,215000.0,223000.0,219000.0
Penthouse,Central,Santa Venera,1.0,Plan,8,1.0,60.0,18.0,180000.0,225000.0,218500.0
Apartment,East,Gzira,1.0,Unclassified,13,1.0,48.0,4.0,165000.0,355000.0,218500.0
Apartment,East,Saint Julian's,1.0,Shell,14,1.0,52.0,3.0,210000.0,385000.0,218000.0
Apartment Duplex,East,Msida,2.0,Plan,2,1.0,,,215000.0,220000.0,217500.0
Apartment,South,Kalkara,2.0,Finished,32,2.0,94.0,10.0,185000.0,530000.0,217500.0
Apartment,South,Zejtun,2.0,Shell,16,2.0,111.5,14.0,168000.0,260000.0,217500.0
Penthouse,Gozo,Gozo - Sannat,2.0,Unclassified,2,2.0,94.5,46.74,216000.0,218000.0,217000.0
Penthouse,North,Qawra,1.0,Finished,6,2.0,60.0,50.0,183000.0,290000.0,216500.0
Apartment,East,Pieta,1.0,Furnished,2,1.5,100.0,10.0,207000.0,225000.0,216000.0
Apartment,East,Msida,2.0,Finished,125,2.0,73.0,5.0,136000.0,285000.0,215000.0
Maisonette Duplex,West,Rabat,1.0,Finished,2,1.0,,,215000.0,215000.0,215000.0
Apartment,North,Mellieha,1.0,Finished,4,1.5,68.0,14.0,215000.0,218000.0,215000.0
Penthouse,Gozo,Gozo - Munxar,3.0,Finished,3,2.0,,,215000.0,215000.0,215000.0
Apartment,North,Saint Paul's Bay,2.0,Plan,105,2.0,82.0,10.5,160000.0,595000.0,215000.0
Apartment,Central,Birkirkara,2.0,Unclassified,28,2.0,85.0,6.8,195000.0,300000.0,215000.0
Apartment,Central,Birkirkara,2.0,Plan,63,2.0,86.0,5.0,197000.0,255000.0,215000.0
Apartment,East,Paceville,1.0,Plan,2,1.0,52.0,4.0,210000.0,220000.0,215000.0
Apartment,South,Mqabba,3.0,Plan,10,2.0,118.0,10.0,190000.0,295000.0,215000.0
Apartment,Central,Santa Venera,3.0,Shell,5,2.0,98.0,12.0,178000.0,229000.0,215000.0
Penthouse,Central,Santa Venera,3.0,Shell,2,2.0,,,215000.0,215000.0,215000.0
Penthouse,Gozo,Gozo - Xewkija,3.0,Plan,5,2.0,0.0,32.0,149000.0,388000.0,215000.0
House of Character,South,Tarxien,2.0,Furnished,2,1.5,65.0,5.0,213000.0,215000.0,214000.0
Penthouse,South,Paola,2.0,Plan,4,2.0,87.0,21.0,192000.0,302500.0,213500.0
Apartment,South,Marsaxlokk,2.0,Shell,8,2.0,0.0,7.0,195000.0,225000.0,213500.0
Apartment,East,Ta' Xbiex,2.0,Shell,3,2.0,60.0,8.0,213000.0,215000.0,213000.0
Penthouse,South,Safi,1.0,Furnished,2,1.0,49.0,31.0,212600.0,213000.0,212800.0
Apartment,Central,Qormi,2.0,Unclassified,28,2.0,87.0,8.0,175000.0,280650.0,212500.0
Apartment,North,Manikata,2.0,Plan,6,1.0,78.0,5.0,198000.0,239000.0,212500.0
Apartment,Central,Qormi,2.0,Finished,54,2.0,86.0,10.0,171000.0,350000.0,212000.0
Apartment,Gozo,Gozo - Ghajnsielem,2.0,Plan,7,2.0,83.0,8.0,143000.0,300000.0,211000.0
Penthouse,Central,Qormi,1.0,Unclassified,4,1.0,50.0,78.0,197000.0,230000.0,211000.0
Apartment,North,Bugibba,2.0,Unclassified,11,2.0,88.0,15.0,159000.0,414000.0,210000.0
Apartment,Central,Hamrun,2.0,Plan,19,2.0,85.0,10.0,157000.0,239000.0,210000.0
Apartment Duplex,South,Zurrieq,2.0,Finished,2,2.0,,,197000.0,223000.0,210000.0
Apartment Duplex,East,Gzira,1.0,Finished,2,2.0,55.0,3.0,210000.0,210000.0,210000.0
Penthouse,South,Zabbar,1.0,Plan,6,1.0,57.0,38.5,185000.0,271000.0,209000.0
Penthouse,Central,Qormi,1.0,Finished,7,1.0,56.0,56.0,181000.0,230000.0,208000.0
Townhouse,Central,Santa Venera,1.0,Finished,2,1.0,,,128000.0,288000.0,208000.0
Penthouse,South,Tarxien,1.0,Finished,7,1.0,57.0,25.0,175000.0,265000.0,207500.0
Apartment,South,Birzebbuga,3.0,Shell,2,2.0,90.0,20.0,199000.0,215000.0,207000.0
Apartment,South,Zurrieq,2.0,Plan,9,2.0,43.0,14.5,200000.0,260000.0,207000.0
Apartment Duplex,South,Fgura,2.0,Finished,2,1.5,,,200000.0,213000.0,206500.0
Apartment,East,Gzira,1.0,Plan,16,1.0,52.5,7.5,170000.0,385000.0,205750.0
Penthouse,East,Msida,1.0,Unclassified,5,1.0,102.0,30.0,169000.0,295000.0,205000.0
Apartment,South,Fgura,3.0,Plan,54,2.0,102.0,20.0,183000.0,318000.0,205000.0
Apartment Duplex,North,Saint Paul's Bay,2.0,Plan,3,2.0,77.5,14.5,165000.0,205000.0,205000.0
Apartment,South,Zabbar,2.0,Plan,28,2.0,86.0,5.0,170000.0,250000.0,205000.0
Penthouse,West,Zebbug,1.0,Finished,4,2.0,77.5,23.5,194000.0,360000.0,204900.0
Apartment,East,Msida,2.0,Unclassified,34,2.0,62.5,7.5,170000.0,270000.0,202500.0
