Is_Sale,Source,Reference,Town,Type,Latitude,Longitude,Rooms,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
False,Sara Grech,W-01DPTV,Ibrag,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-01EB6B,Swieqi,Penthouse,,,,2,2,2,,,1300
False,Sara Grech,W-01CYCG,Sliema,Apartment,,,,4,3,4,,,2900
False,Sara Grech,W-0258X7,Valletta,Apartment,,,,2,1,2,,,1300
False,Sara Grech,W-0240KV,Sliema,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-01DR1Q,Gharb,House of Character,,,,3,3,3,,,1165
False,Sara Grech,W-01F76P,Ta' Xbiex,Apartment,,,,3,4,3,,,3000
False,Sara Grech,W-01DVP1,Ta' Xbiex,Apartment,,,,3,4,3,,,3000
False,Sara Grech,W-01DU28,Balzan,House of Character,,,,2,2,201,,,1400
False,Sara Grech,W-02H8N3,Attard,House of Character,,,,3,2,3,,,1500
False,Sara Grech,W-02FSZJ,Naxxar,Terraced House,,,,3,2,3,,,1600
False,Sara Grech,W-028E92,Sliema,Townhouse,,,,2,2,2,,,1400
False,Sara Grech,W-02GJHF,Attard,Terraced House,,,,3,3,3,,,1500
False,Sara Grech,W-01DRI2,Sliema,Townhouse,,,,3,3,136,,,2000
False,Sara Grech,W-02EI4I,Msida,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-01DPVZ,Mellieha,Bungalow,,,,6,5,6,,,4500
False,Sara Grech,W-01DOLO,Mellieha,Villa,,,,6,4,358,,,3500
False,Sara Grech,W-0262YF,Sliema,Apartment,,,,2,1,2,,,1200
False,Sara Grech,W-020KWF,Gharghur,Apartment,,,,3,2,3,,,1300
False,Sara Grech,W-01XLHF,Pembroke,Maisonette,,,,3,3,3,,,1800
False,Sara Grech,W-01DTVZ,Sliema,Apartment,,,,2,2,2,,,1350
False,Sara Grech,W-01DLD4,Ibrag,Bungalow,,,,2,2,156,,,1400
False,Sara Grech,W-01DTBG,Gzira,Penthouse,,,,2,2,2,,,1400
False,Sara Grech,W-02HXES,Sliema,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-01WHTN,Sliema,Apartment,,,,2,2,2,,,1350
False,Sara Grech,W-028K4X,Sliema,Apartment,,,,2,1,2,,,1275
False,Sara Grech,W-01DPTJ,Sliema,Apartment,,,,2,2,2,,,1400
False,Sara Grech,W-02EY0S,Sliema,Apartment,,,,2,2,2,,,1400
False,Sara Grech,W-024EH7,St.Julians,Apartment,,,,3,2,3,,,1300
False,Sara Grech,W-02EO40,Sliema,Apartment,,,,2,2,2,,,1400
False,Sara Grech,W-02HGI5,M'Scala,Apartment,,,,3,2,3,,,1400
False,Sara Grech,W-028NXW,Zebbug,Terraced House,,,,5,2,205,,,1100
False,Sara Grech,W-02M8HB,Sliema,Apartment,,,,2,2,2,,,1250
False,Sara Grech,W-026VDI,Sliema,Maisonette,,,,2,1,2,,,1200
False,Sara Grech,W-0273MW,St.Pauls Bay,Penthouse,,,,3,2,3,,,1200
False,Sara Grech,W-01LA4X,Msida,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-02CY93,Gzira,Maisonette,,,,2,2,2,,,1300
False,Sara Grech,W-027WMP,Msida,Apartment,,,,2,1,2,,,1200
False,Sara Grech,W-02L9KJ,Sliema,Apartment,,,,2,2,2,,,1100
False,Sara Grech,W-023OQH,Sliema,Maisonette,,,,2,1,2,,,1200
False,Sara Grech,W-02BW3J,Kappara,Maisonette,,,,2,2,2,,,1200
False,Sara Grech,W-02HPL9,St.Pauls Bay,Maisonette,,,,2,2,2,,,1050
False,Sara Grech,W-02HD4D,Gzira,Penthouse,,,,2,1,2,,,1450
False,Sara Grech,W-02H8S1,St.Julians,Apartment,,,,2,2,2,,,1300
False,Sara Grech,W-026VDY,G'Mangia,Penthouse,,,,2,2,2,,,1200
False,Sara Grech,W-02OBDV,Xemxija,Apartment,,,,3,3,3,,,3000
False,Sara Grech,W-02A3Z1,Swieqi,Apartment,,,,3,3,3,,,1300
False,Sara Grech,W-02AVVY,Sliema,Apartment,,,,2,1,2,,,1400
False,Sara Grech,W-0264IM,Sliema,Penthouse,,,,1,1,1,,,1200
False,Sara Grech,W-0268TH,Ibrag,Apartment,,,,3,2,3,,,1300
False,Sara Grech,W-026QK7,Ta' Xbiex,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-02A31R,Sliema,Apartment,,,,2,2,2,,,1350
False,Sara Grech,W-029F9A,Sliema,Maisonette,,,,2,2,2,,,1350
False,Sara Grech,W-02GELA,Madliena,Maisonette,,,,3,2,3,,,1500
False,Sara Grech,W-02H7V8,Msida,Apartment,,,,2,2,2,,,1050
False,Sara Grech,W-02J687,Gzira,Apartment,,,,2,1,2,,,1200
False,Sara Grech,W-02HBM6,Pieta,Apartment,,,,3,1,3,,,1500
False,Sara Grech,W-02H89S,Ta' Xbiex,Apartment,,,,2,2,2,,,1250
False,Sara Grech,W-02HHJG,San Gwann,Apartment,,,,2,2,2,,,1000
False,Sara Grech,W-02F2J9,San Gwann,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-02EN9N,San Gwann,Apartment,,,,2,1,2,,,1100
False,Sara Grech,W-020P1B,St.Julians,Apartment,,,,2,2,2,,,1050
False,Sara Grech,W-01DMLA,Swieqi,Penthouse,,,,1,2,1,,,1600
False,Sara Grech,W-027C6T,Swieqi,Penthouse,,,,2,2,2,,,1250
False,Sara Grech,W-02GIYL,M'Scala,Apartment,,,,3,2,3,,,1100
False,Sara Grech,W-02HYP2,Swieqi,Maisonette,,,,3,2,3,,,1400
False,Sara Grech,W-02AZ8V,St.Pauls Bay,Apartment,,,,3,1,3,,,1300
False,Sara Grech,W-02E0JZ,St.Pauls Bay,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-01DT4E,St.Julians,Apartment,,,,4,3,4,,,1500
False,Sara Grech,W-028GZD,Swatar,Apartment,,,,3,2,3,,,1150
False,Sara Grech,W-023WAI,St.Julians,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-02HLYZ,San Pawl Tat-Targa,Penthouse,,,,3,2,3,,,1200
False,Sara Grech,W-0275OG,Swieqi,Apartment,,,,3,2,3,,,1100
False,Sara Grech,W-02F1BU,Swieqi,Maisonette,,,,3,2,3,,,1500
False,Sara Grech,W-02FD7B,Swieqi,Penthouse,,,,1,1,1,,,1350
False,Sara Grech,W-01DW7D,Swieqi,Apartment,,,,3,4,3,,,1750
False,Sara Grech,W-02BG5U,B'Kara,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-02E507,Zejtun,Townhouse,,,,2,2,2,,,1000
False,Sara Grech,W-02FJAD,Mellieha,Apartment,,,,3,2,3,,,1600
False,Sara Grech,W-029WSF,Mellieha,Apartment,,,,3,2,3,,,1700
False,Sara Grech,W-02EGT0,Mellieha,Apartment,,,,2,2,2,,,1800
False,Sara Grech,W-02E01L,Mellieha,Penthouse,,,,2,2,2,,,1500
False,Sara Grech,W-02H8S6,St.Julians,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-02AIZA,St.Pauls Bay,Apartment,,,,2,2,2,,,1500
False,Sara Grech,W-028BY1,St.Julians,Apartment,,,,2,2,2,,,1250
False,Sara Grech,W-01DRTF,St.Julians,Villa,,,,2,2,360,,,1200
False,Sara Grech,W-02LRZ5,St.Julians,Apartment,,,,2,2,2,,,1250
False,Sara Grech,W-02IJHA,St.Julians,Apartment,,,,2,2,2,,,1050
False,Sara Grech,W-02IAPW,St.Julians,Apartment,,,,2,2,2,,,1150
False,Sara Grech,W-02I1QL,St.Julians,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-02IAPV,St.Julians,Apartment,,,,2,2,2,,,1250
False,Sara Grech,W-01DN7O,Madliena,Maisonette,,,,1,2,1,,,1500
False,Sara Grech,W-02GGRQ,Gharghur,Penthouse,,,,2,2,2,,,1200
False,Sara Grech,W-01DQCX,San Pawl Tat-Targa,Villa,,,,4,4,4,,,9000
False,Sara Grech,W-01DT7Z,Madliena,Maisonette,,,,3,2,3,,,1400
False,Sara Grech,W-02G3VN,Madliena,Apartment,,,,2,1,2,,,1500
False,Sara Grech,W-020ZZ4,Madliena,Maisonette,,,,3,2,3,,,1400
False,Sara Grech,W-02EJHI,Bahar Ic Caghaq,Apartment,,,,3,3,3,,,1500
False,Sara Grech,W-020U0Q,Bahar Ic Caghaq,Penthouse,,,,3,2,3,,,1500
False,Sara Grech,W-020R8W,Sliema,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-02H5N0,G'Mangia,Apartment,,,,2,2,2,,,1100
False,Sara Grech,W-02H5MZ,G'Mangia,Apartment,,,,2,2,2,,,1100
False,Sara Grech,W-02H5MV,G'Mangia,Apartment,,,,2,2,2,,,1100
False,Sara Grech,W-02H5MY,G'Mangia,Apartment,,,,2,2,2,,,1100
False,Sara Grech,W-02H5MU,G'Mangia,Apartment,,,,2,2,2,,,1100
False,Sara Grech,W-02HLNI,Msida,Apartment,,,,3,2,3,,,1140
False,Sara Grech,W-01DL0B,Ibrag,Maisonette,,,,3,2,3,,,1400
False,Sara Grech,W-0290PO,Swieqi,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-0290PP,Swieqi,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-02KETK,Swieqi,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-0243D3,Swieqi,Apartment,,,,2,1,2,,,1200
False,Sara Grech,W-02N02I,Swieqi,Maisonette,,,,2,2,2,,,1200
False,Sara Grech,W-02DAEP,Swieqi,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-0265U3,Ta' Xbiex,Apartment,,,,3,2,3,,,2400
False,Sara Grech,W-02GUWR,Sliema,Apartment,,,,3,2,3,,,2600
False,Sara Grech,W-02E3CS,Sliema,Maisonette,,,,2,2,2,,,1200
False,Sara Grech,W-02GOHE,Gzira,Apartment,,,,3,4,3,,,4900
False,Sara Grech,W-02DVQ9,Sliema,Apartment,,,,2,1,2,,,1200
False,Sara Grech,W-02E7SE,Zejtun,Terraced House,,,,3,3,105,,,2000
False,Sara Grech,W-0260AQ,St.Julians,Apartment,,,,2,2,2,,,1000
False,Sara Grech,W-028ODQ,Swieqi,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-02ALUZ,Sliema,Townhouse,,,,3,3,3,,,1250
False,Sara Grech,W-02A9JI,Kappara,Apartment,,,,3,2,3,,,1100
False,Sara Grech,W-02A93G,Swieqi,Apartment,,,,4,3,4,,,1300
False,Sara Grech,W-02BE27,Naxxar,Maisonette,,,,3,2,3,,,1350
False,Sara Grech,W-01N48W,Ibrag,Maisonette,,,,3,2,3,,,1300
False,Sara Grech,W-02HBI5,Sliema,Apartment,,,,3,2,3,,,1350
False,Sara Grech,W-02H89H,Gzira,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-01DULN,Sliema,Townhouse,,,,3,2,165,,,2700
False,Sara Grech,W-02DP6W,Mellieha,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-01DOH4,Sliema,Apartment,,,,3,3,3,,,3000
False,Sara Grech,W-01D83Y,Madliena,Villa,,,,4,4,"1,254",,,6500
False,Sara Grech,W-01GHG9,St.Julians,Apartment,,,,2,1,2,,,1250
False,Sara Grech,W-020RWG,St.Julians,Maisonette,,,,2,2,2,,,1200
False,Sara Grech,W-01DETN,Sliema,Apartment,,,,3,2,3,,,1400
False,Sara Grech,W-02DUW1,Sliema,Apartment,,,,2,1,2,,,1100
False,Sara Grech,W-01DQGR,Attard,Maisonette,,,,2,2,2,,,1200
False,Sara Grech,W-01DWO7,Attard,Maisonette,,,,3,2,3,,,1500
False,Sara Grech,W-01DRHU,Sliema,Penthouse,,,,2,2,2,,,1100
False,Sara Grech,W-024GON,Sliema,Apartment,,,,2,1,2,,,1100
False,Sara Grech,W-020JMT,Sliema,Maisonette,,,,2,1,2,,,1000
False,Sara Grech,W-01DOCL,Sliema,Apartment,,,,2,1,2,,,1000
False,Sara Grech,W-01DQOO,Attard,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-025SW4,Sliema,Apartment,,,,2,2,2,,,1300
False,Sara Grech,W-01U95Y,Kalkara,Apartment,,,,2,2,2,,,2400
False,Sara Grech,W-01U960,Kalkara,Apartment,,,,2,2,2,,,4000
False,Sara Grech,W-01U92Z,Kalkara,Apartment,,,,2,2,2,,,4000
False,Sara Grech,W-02JT32,Swieqi,Apartment,,,,3,2,3,,,1100
False,Sara Grech,W-01DMUY,St.Julians,Apartment,,,,3,2,3,,,1100
False,Sara Grech,W-02PGXA,Zebbug,House of Character,,,,3,3,3,,,2600
False,Sara Grech,W-0245Q6,Valletta,Apartment,,,,1,1,1,,,1350
False,Sara Grech,W-01DRAH,Sliema,Apartment,,,,3,2,3,,,1500
False,Sara Grech,W-02IA8C,Swieqi,Apartment,,,,3,2,3,,,1400
False,Sara Grech,W-01DP4W,Sliema,Apartment,,,,2,2,2,,,1600
False,Sara Grech,W-026PLO,Sliema,Apartment,,,,3,2,3,,,1350
False,Sara Grech,W-02C0ZU,Mellieha,Apartment,,,,3,2,3,,,1300
False,Sara Grech,W-01DWW2,St.Julians,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-01DQU3,St.Julians,Apartment,,,,2,2,2,,,1100
False,Sara Grech,W-01DTE9,St.Julians,Penthouse,,,,3,2,3,,,1400
False,Sara Grech,W-01DPAH,St.Julians,Apartment,,,,1,1,1,,,1400
False,Sara Grech,W-01DPAI,St.Julians,Apartment,,,,2,2,2,,,1600
False,Sara Grech,W-01DPAJ,St.Julians,Apartment,,,,1,1,1,,,1400
False,Sara Grech,W-02FC5V,Gzira,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-02I6K0,Mosta,Maisonette,,,,3,2,3,,,1200
False,Sara Grech,W-01XEPK,Sliema,Apartment,,,,3,3,3,,,1300
False,Sara Grech,W-024MFA,Sliema,Apartment,,,,3,2,3,,,1400
False,Sara Grech,W-01DM6W,Sliema,Apartment,,,,3,2,3,,,1300
False,Sara Grech,W-02HMQP,St.Julians,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-026DZB,St.Julians,Maisonette,,,,3,2,3,,,1200
False,Sara Grech,W-02IDPR,St.Julians,Maisonette,,,,3,3,3,,,3500
False,Sara Grech,W-02ISL0,Sliema,Penthouse,,,,3,4,3,,,5500
False,Sara Grech,W-02BK7F,Sliema,Apartment,,,,3,2,3,,,1670
False,Sara Grech,W-024L12,Sliema,Apartment,,,,3,2,3,,,1050
False,Sara Grech,W-01O6X4,Gzira,Apartment,,,,3,2,3,,,1500
False,Sara Grech,W-01DOUD,Sliema,Penthouse,,,,3,2,3,,,2500
False,Sara Grech,W-01DRBJ,San Pawl Tat-Targa,Villa,,,,3,3,228,,,2000
False,Sara Grech,W-02GIMX,Ghadira,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-01DQ4W,Sliema,Apartment,,,,2,2,2,,,1500
False,Sara Grech,W-02DVHD,Sliema,Maisonette,,,,2,2,2,,,1500
False,Sara Grech,W-01YMY0,Bahar Ic Caghaq,Villa,,,,4,3,4,,,3300
False,Sara Grech,W-01ZO3Q,Bahar Ic Caghaq,Penthouse,,,,4,2,4,,,1400
False,Sara Grech,W-02FDH9,Balzan,Villa,,,,3,4,3,,,2600
False,Sara Grech,W-02CHDQ,Attard,Bungalow,,,,3,3,3,,,2800
False,Sara Grech,W-01DTLO,St.Julians,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-02M4B9,St.Julians,Apartment,,,,2,1,2,,,1200
False,Sara Grech,W-0221RH,St.Julians,Apartment,,,,2,1,2,,,1400
False,Sara Grech,W-02LN74,St.Julians,Apartment,,,,2,2,2,,,1350
False,Sara Grech,W-0254ZG,Ibrag,Maisonette,,,,3,2,3,,,1200
False,Sara Grech,W-02AOQ6,St.Julians,Apartment,,,,2,2,2,,,1650
False,Sara Grech,W-01YKSL,St.Julians,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-01DRWH,Sliema,Apartment,,,,3,2,3,,,2750
False,Sara Grech,W-0251NG,Sliema,Apartment,,,,3,1,3,,,2200
False,Sara Grech,W-02CW3Z,Gzira,Apartment,,,,2,1,2,,,1350
False,Sara Grech,W-02CW83,Gzira,Apartment,,,,1,1,1,,,1350
False,Sara Grech,W-01DQWD,Gzira,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-02H4E3,Lija,House of Character,,,,2,2,2,,,1250
False,Sara Grech,W-021SNH,Swieqi,Apartment,,,,2,1,2,,,1000
False,Sara Grech,W-02HYGN,Ta' Xbiex,Apartment,,,,3,2,3,,,2250
False,Sara Grech,W-01DT4P,St.Julians,Apartment,,,,3,2,3,,,2500
False,Sara Grech,W-01DPYH,M'Scala,Apartment,,,,3,2,3,,,1250
False,Sara Grech,W-01YY6X,St.Pauls Bay,House of Character,,,,4,4,4,,,4000
False,Sara Grech,W-02J8TT,Sliema,Apartment,,,,3,2,3,,,1350
False,Sara Grech,W-01DRI1,Bugibba,Apartment,,,,3,2,3,,,1500
False,Sara Grech,W-024OXE,St.Pauls Bay,Penthouse,,,,2,1,2,,,1000
False,Sara Grech,W-02EVSY,Bugibba,Apartment,,,,3,2,3,,,1100
False,Sara Grech,W-0252FO,Sliema,Apartment,,,,2,3,2,,,3000
False,Sara Grech,W-02304P,Sliema,Apartment,,,,2,1,2,,,2200
False,Sara Grech,W-02F7OH,Sliema,Apartment,,,,3,2,3,,,1800
False,Sara Grech,W-01PPD3,St.Julians,Apartment,,,,2,2,2,,,2200
False,Sara Grech,W-025ZW2,St.Pauls Bay,Penthouse,,,,2,2,2,,,1000
False,Sara Grech,W-01DUZL,Qawra,Penthouse,,,,2,2,2,,,1000
False,Sara Grech,W-01DSQK,San Gwann,Terraced House,,,,3,2,3,,,1500
False,Sara Grech,W-02FSK4,Sliema,Apartment,,,,3,2,3,,,1400
False,Sara Grech,W-02DP20,Zejtun,Townhouse,,,,2,2,2,,,1250
False,Sara Grech,W-02H4PL,Gzira,Penthouse,,,,2,2,2,,,1200
False,Sara Grech,W-026BMB,Salina,Apartment,,,,3,3,3,,,1500
False,Sara Grech,W-02AQ81,Xemxija,Apartment,,,,3,2,3,,,1100
False,Sara Grech,W-02L0EF,Gzira,Apartment,,,,3,4,3,,,1800
False,Sara Grech,W-01D54V,St.Julians,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-02HV5T,Madliena,Villa,,,,3,3,3,,,4500
False,Sara Grech,W-01DSHH,Sliema,Apartment,,,,2,2,2,,,1300
False,Sara Grech,W-02D1XU,Zebbug,Apartment,,,,3,2,3,,,1050
False,Sara Grech,W-01DSFZ,Ta' Xbiex,Villa,,,,3,3,3,,,1800
False,Sara Grech,W-02F9QN,St.Julians,Apartment,,,,3,2,3,,,1300
False,Sara Grech,W-02HETG,St.Julians,Apartment,,,,2,2,2,,,1700
False,Sara Grech,W-01DND4,Sliema,Apartment,,,,2,2,2,,,1350
False,Sara Grech,W-02HAXQ,Sliema,Penthouse,,,,2,2,2,,,3200
False,Sara Grech,W-02B0RH,St.Julians,Penthouse,,,,3,2,3,,,2000
False,Sara Grech,W-01DOZD,St.Julians,Apartment,,,,3,2,3,,,3000
False,Sara Grech,W-02HMD9,Sliema,Apartment,,,,2,2,2,,,1600
False,Sara Grech,W-01ZOYT,Sliema,Apartment,,,,2,2,2,,,1050
False,Sara Grech,W-021507,St.Julians,Penthouse,,,,3,2,3,,,3750
False,Sara Grech,W-01PPFV,St.Julians,Penthouse,,,,2,2,2,,,2100
False,Sara Grech,W-01QO3N,St.Julians,Apartment,,,,2,2,2,,,1500
False,Sara Grech,W-01DPO3,St.Julians,Apartment,,,,3,2,3,,,1200
False,Sara Grech,W-01DPLO,St.Julians,Apartment,,,,1,1,1,,,1200
False,Sara Grech,W-02IME4,Naxxar,Apartment,,,,1,1,1,,,1200
False,Sara Grech,W-01DONK,Sliema,Apartment,,,,3,1,3,,,1200
False,Sara Grech,W-02JITK,Sliema,Apartment,,,,3,3,3,,,3000
False,Sara Grech,W-02LRI1,Sliema,Apartment,,,,3,3,3,,,3100
False,Sara Grech,W-02C67V,Sliema,Penthouse,,,,3,4,3,,,7000
False,Sara Grech,W-02DC4B,Swieqi,Villa,,,,3,6,3,,,3500
False,Sara Grech,W-029EG1,San Pawl Tat-Targa,Apartment,,,,2,2,2,,,1800
False,Sara Grech,W-029EFL,San Pawl Tat-Targa,Apartment,,,,2,2,2,,,1800
False,Sara Grech,W-029FGT,San Pawl Tat-Targa,Penthouse,,,,2,2,2,,,3000
False,Sara Grech,W-02ERFD,Mosta,Penthouse,,,,3,2,3,,,1250
False,Sara Grech,W-02MRQ0,Swieqi,Maisonette,,,,2,2,2,,,1800
False,Sara Grech,W-01DONA,M'Scala,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-028UDE,Ibrag,Apartment,,,,3,2,3,,,1550
False,Sara Grech,W-02C1U9,Ibrag,Apartment,,,,3,2,3,,,1600
False,Sara Grech,W-02I8KL,Gzira,Maisonette,,,,2,2,2,,,1250
False,Sara Grech,W-01LDAT,Sliema,Apartment,,,,2,2,2,,,1000
False,Sara Grech,W-02OSEQ,St.Julians,Apartment,,,,3,2,3,,,2500
False,Sara Grech,W-0264I7,Sliema,Apartment,,,,2,2,2,,,1200
False,Sara Grech,W-02F4L4,M'Scala,Penthouse,,,,3,2,3,,,1300
False,Sara Grech,W-02ORHF,Sliema,Apartment,,,,3,2,3,,,1650
False,Sara Grech,W-02OR37,Sliema,Apartment,,,,3,2,3,,,1300
False,Sara Grech,W-02FLSP,Sliema,Apartment,,,,2,2,2,,,1400
False,Sara Grech,W-02293W,Sliema,Apartment,,,,3,2,3,,,1100
False,Sara Grech,W-023RO7,St.Julians,Apartment,,,,2,2,2,,,1400
False,Sara Grech,W-01ZVEZ,Sliema,Maisonette,,,,3,2,3,,,1300
False,Sara Grech,W-02OQR4,Naxxar,Maisonette,,,,3,2,3,,,1350
False,Sara Grech,W-02L1MK,Sliema,Penthouse,,,,3,3,3,,,3500
False,Sara Grech,W-023RNU,St.Julians,Apartment,,,,2,2,2,,,1350
False,Sara Grech,W-0245UJ,Sliema,Penthouse,,,,1,1,1,,,1300
False,Sara Grech,W-01DQ5J,Sliema,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-02M078,Sliema,Apartment,,,,3,2,3,,,1500
False,Sara Grech,W-02M07D,Sliema,Penthouse,,,,2,2,2,,,1400
False,Sara Grech,W-02F80L,Sliema,Apartment,,,,3,2,3,,,1600
False,Sara Grech,W-02I5JK,St.Julians,Villa,,,,5,4,450,,,2500
False,Sara Grech,W-02HGG6,Mellieha,Apartment,,,,3,3,3,,,2100
False,Sara Grech,W-02OPJS,Msida,Penthouse,,,,2,2,2,,,2000
False,Sara Grech,W-02DP73,Mellieha,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-02DP2L,Mellieha,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-0299YK,Balzan,Terraced House,,,,5,3,5,,,1900
False,Sara Grech,W-02HGM8,Gzira,Apartment,,,,2,2,2,,,1350
False,Sara Grech,W-01DT4K,St.Julians,Apartment,,,,2,1,2,,,2500
False,Sara Grech,W-02N8JF,St.Julians,Apartment,,,,2,2,2,,,1450
False,Sara Grech,W-02607P,Gzira,Apartment,,,,2,1,2,,,1150
False,Sara Grech,W-02HHGQ,Ta' Xbiex,Apartment,,,,2,2,2,,,1600
False,Sara Grech,W-02N8YX,Sliema,Apartment,,,,2,2,2,,,1350
False,Sara Grech,W-02JFVX,Sliema,Apartment,,,,3,2,3,,,2700
False,Sara Grech,W-02INS7,Sliema,Apartment,,,,3,2,3,,,3200
False,Sara Grech,W-02LYHO,St.Julians,Penthouse,,,,2,3,2,,,3500
False,Sara Grech,W-02AE5B,St.Julians,Apartment,,,,2,2,2,,,1400
False,Sara Grech,W-01TZEN,St.Julians,Penthouse,,,,2,1,2,,,1350
False,Sara Grech,W-01LRHV,Swieqi,Penthouse,,,,2,1,2,,,1400
False,Sara Grech,W-028BFA,San Pawl Tat-Targa,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-01DOLC,Sliema,Apartment,,,,3,2,3,,,2200
False,Sara Grech,W-01ZPIX,Swieqi,Apartment,,,,1,1,1,,,1800
False,Sara Grech,W-02OLYE,Qawra,Maisonette,,,,3,2,3,,,2000
False,Sara Grech,W-02H914,Msida,Apartment,,,,2,2,2,,,1000
False,Sara Grech,W-02H91B,Msida,Apartment,,,,2,2,2,,,1000
False,Sara Grech,W-02FNRU,Msida,Penthouse,,,,2,2,2,,,1600
False,Sara Grech,W-0269ZJ,St.Julians,Apartment,,,,2,2,2,,,1800
False,Sara Grech,W-02OIIA,Sliema,Apartment,,,,3,1,3,,,1500
False,Sara Grech,W-01DTUZ,Sliema,Apartment,,,,3,1,3,,,1000
False,Sara Grech,W-01H5W9,Sliema,Townhouse,,,,3,2,3,,,1900
False,Sara Grech,W-025HGX,Swieqi,Apartment,,,,1,2,1,,,1300
False,Sara Grech,W-01DMXU,Sliema,Penthouse,,,,2,2,2,,,1600
False,Sara Grech,W-01DQ5H,Sliema,Penthouse,,,,3,2,3,,,9500
False,Sara Grech,W-02CRGK,Naxxar,Apartment,,,,3,2,3,,,1000
False,Sara Grech,W-0225ON,Naxxar,Apartment,,,,2,2,2,,,1000
False,Sara Grech,W-01D98V,Ibrag,Penthouse,,,,2,2,2,,,1450
False,Sara Grech,W-028I4A,Sliema,Penthouse,,,,2,2,2,,,4000
False,Sara Grech,W-02OERC,Sliema,Apartment,,,,1,1,1,,,1500
False,Sara Grech,W-02FLJR,Msida,Apartment,,,,2,2,2,,,1000
False,Sara Grech,W-02F91V,Sliema,Apartment,,,,2,1,2,,,1000
False,Sara Grech,W-02MAW5,St.Julians,Maisonette,,,,2,2,2,,,3500
False,Sara Grech,W-02ER55,Gharghur,Penthouse,,,,3,2,3,,,1200
False,Sara Grech,W-01UUD3,Sliema,Apartment,,,,3,2,3,,,2000
False,Sara Grech,W-02L8TW,Sliema,Apartment,,,,2,3,2,,,1800
False,Sara Grech,W-01GZSA,Sliema,Apartment,,,,2,1,2,,,3450
False,Sara Grech,W-01DR23,St.Julians,Maisonette,,,,3,2,3,,,1200
False,Sara Grech,W-02OB15,Sliema,Apartment,,,,2,2,2,,,1400
False,Sara Grech,W-025S89,Sliema,Apartment,,,,3,2,3,,,1600
False,Sara Grech,W-01DWNO,Ibrag,Maisonette,,,,3,2,3,,,1000
False,Sara Grech,W-02146W,Sliema,Apartment,,,,3,2,3,,,1400
False,Sara Grech,W-01DOJ7,Sliema,Apartment,,,,3,1,3,,,1300
False,Sara Grech,W-02D5AO,Sliema,Apartment,,,,2,2,2,,,1650
False,Sara Grech,W-02EGG0,Msida,Apartment,,,,3,1,3,,,1250
False,Sara Grech,W-02EBTN,Msida,Apartment,,,,3,2,3,,,1100
False,Sara Grech,W-01DQN9,Iklin,Bungalow,,,,5,6,5,,,7000
False,Sara Grech,W-01DKXG,Sliema,Apartment,,,,3,2,3,,,1800
False,Sara Grech,W-02642S,Gzira,Apartment,,,,2,2,2,,,1300
False,Sara Grech,W-02IJEY,Msida,Penthouse,,,,2,2,2,,,1200
False,Sara Grech,W-02EYWJ,Msida,Apartment,,,,2,1,2,,,1100
False,Sara Grech,W-02O46J,Sliema,Penthouse,,,,2,3,2,,,3000
False,Sara Grech,W-01YA5R,Sliema,Apartment,,,,1,1,1,,,1250
False,Sara Grech,W-01DLAW,Sliema,Apartment,,,,3,2,3,,,1500
False,Sara Grech,W-01OULV,Rabat,Townhouse,,,,4,2,4,,,1350
False,Sara Grech,W-028ACH,Zebbug,Maisonette,,,,3,2,3,,,1000
