Is_Sale,Source,Reference,Town,Type,Stage,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
True,Sara Grech,SA448359,Burmarrad,Apartment,Finished,3,2,185,145,40,515000
True,Sara Grech,SA448351,Burmarrad,Apartment,Finished,3,2,189,169,20,390000
True,Sara Grech,SA448347,Burmarrad,Apartment,Finished,3,2,189,169,20,380000
True,Sara Grech,SA448345,Burmarrad,Apartment,Finished,3,2,133,127,6,360000
True,Sara Grech,SM448340,Burmarrad,Maisonette,Finished,3,2,135,123,12,360000
True,Sara Grech,W-02QGQP,Zabbar,House of Character,Furnished,2,2,125,186,65,375000
True,Sara Grech,W-02NWZI,San Pawl Tat-Targa,Villa,Shell,4,5,360,400,,1900000
True,Sara Grech,SSDV446594,Kappara,Semi Detached Villa,Shell,3,4,300,,,1300000
True,Sara Grech,SSDV446590,Kappara,Semi Detached Villa,Shell,3,5,328,,,1200000
True,Sara Grech,W-02PV2T,Swieqi,Villa,Unclassified,3,3,285,250,80,990000
True,Sara Grech,SA449069,Swieqi,Apartment,Furnished,3,2,116,93,23,365000
True,Sara Grech,SM448912,Mosta,Maisonette,Finished,3,2,173,143,30,425000
True,Sara Grech,W-02K3YA,Naxxar,House of Character,Furnished,4,6,420,350,135,1595000
True,Sara Grech,W-02NFS1,Bahrija,Penthouse,Unclassified,3,2,,140,40,450000
True,Sara Grech,SP448521,Attard,Penthouse,Unclassified,3,2,180,145,32,500000
True,Sara Grech,W-02O4XS,Attard,Penthouse,Furnished,2,2,,102,15,350000
True,Sara Grech,W-02NVOO,Mqabba,House of Character,Furnished,3,2,167,215,,560000
True,Sara Grech,W-02NU8W,Ghajnsielem,Apartment,Furnished,3,3,,,,800000
True,Sara Grech,W-02N980,Gharghur,Maisonette,Unclassified,3,2,,,,470000
True,Sara Grech,W-02JTEJ,Madliena,Villa,Finished,4,6,458,340,195,2900000
True,Sara Grech,W-02O1IG,Zebbug,Penthouse,Plan,3,2,130,108,22,400000
True,Sara Grech,W-02O1IL,Zebbug,Apartment,Plan,3,2,147,137,10,295000
True,Sara Grech,W-02O1IJ,Zebbug,Apartment,Plan,3,2,148,138,10,300000
True,Sara Grech,W-02O1IK,Zebbug,Apartment,Plan,3,2,148,137,10,285000
True,Sara Grech,W-02O1IF,Zebbug,Penthouse,Plan,3,2,145,118,26,450000
True,Sara Grech,W-02LS11,Siggiewi,House of Character,Furnished,3,3,96,,,545000
True,Sara Grech,SSDV446456,Attard,Semi Detached Villa,Unclassified,3,3,260,216,124,1025000
True,Sara Grech,W-02ME2E,Qawra,Apartment,Unclassified,3,3,,147,,365000
True,Sara Grech,SP448963,Mosta,Penthouse,Finished,2,2,120,88,77,585000
True,Sara Grech,SA448959,Mosta,Apartment,Finished,3,2,162,141,21,479000
True,Sara Grech,SP448961,Mosta,Penthouse,Finished,3,2,150,115,151,685000
True,Sara Grech,W-02P0W4,Pieta,Penthouse,Shell,2,2,,107,28,315000
True,Sara Grech,W-02Q5US,Sannat,House of Character,Finished,3,3,280,265,,760000
True,Sara Grech,W-02Q5VP,Sannat,House of Character,Finished,3,3,220,260,,720000
True,Sara Grech,W-02PY2I,Ghasri,House of Character,Shell,3,4,142,250,,378000
True,Sara Grech,W-02PY20,Ghasri,House of Character,Shell,5,6,349,235,202,598000
True,Sara Grech,W-02PFJK,Sannat,Penthouse,Unclassified,3,2,,142,,398000
True,Sara Grech,W-02P2DJ,Cospicua,Townhouse,Furnished,3,3,,,,355000
True,Sara Grech,W-02Q5OW,San Lawrenz,House of Character,Shell,5,4,,110,50,530000
True,Sara Grech,W-028PFN,Ibrag,Villa,Shell,4,8,1055,1679,847,3700000
True,Sara Grech,W-02M6FK,Sliema,Penthouse,Finished,2,3,,122,50,650000
True,Sara Grech,W-01DD3X,San Gwann,Villa,Furnished,3,3,297,240,180,1000000
True,Sara Grech,W-02KR7L,Madliena,Villa,Shell,3,5,900,1100,270,3400000
True,Sara Grech,W-02OB3M,B'Kara,Penthouse,Plan,3,2,130,103,23,360000
True,Sara Grech,W-02OYK5,Siggiewi,House of Character,Furnished,3,4,,250,,745000
True,Sara Grech,W-02OTN9,Rabat,Penthouse,Finished,3,2,,100,24,465000
True,Sara Grech,W-02MLJN,Naxxar,Maisonette,Unclassified,3,2,120,95,25,320000
True,Sara Grech,W-02O06V,Attard,Maisonette,Finished,3,2,,100,34,340000
True,Sara Grech,W-02PY23,Zurrieq,Townhouse,Furnished,3,4,275,350,105,700000
True,Sara Grech,W-02OB3E,B'Kara,Apartment,Plan,3,2,145,129,16,255000
True,Sara Grech,W-02OB3F,B'Kara,Apartment,Plan,3,3,164,150,14,275000
True,Sara Grech,W-02OB3P,B'Kara,Penthouse,Plan,3,2,147,123,24,375000
