Is_Sale,Source,Reference,Town,Type,Stage,Bedrooms,Bathrooms,TotalSqm,IntArea,ExtArea,Price
True,Belair,802304,Mellieha,Apartment,Finished,2,1,99,,,498000
True,Belair,504812,Msida,Townhouse,Unclassified,4,2,105,,,499000
True,Belair,701938,Lija,Townhouse,Furnished,3,2,95,,,510000
True,Belair,503220,Cospicua (Bormla),Townhouse,Finished,6,6,70,,,525000
True,Belair,306785,Zebbug,Terraced House,Unclassified,4,2,110,,,530000
True,Belair,504161,"St Julians, Mercury House",Apartment,Plan,1,1,61,,,530000
True,Belair,505081,Mosta,Penthouse,Finished,1,1,87,,,239000
True,Belair,503009,Ghaxaq,Apartment,Finished,3,2,160,,,240000
True,Belair,307334,Birkirkara,Townhouse,Unclassified,3,2,115,,,225000
True,Belair,505384,San Gwann,Apartment,Unclassified,3,2,141,,,230000
True,Belair,504040,Gwardamangia,Apartment,Furnished,3,2,100,,,235000
True,Belair,505081,Mosta,Penthouse,Finished,1,1,87,,,239000
True,Belair,503009,Ghaxaq,Apartment,Finished,3,2,160,,,240000
True,Belair,800358,Mellieha,House of Character,Furnished,3,3,180,,,535000
True,Belair,306915,St Julians,Apartment,Finished,3,3,186,,,545000
True,Belair,505313,Sliema,Apartment,Unclassified,3,2,157,,,545000
True,Belair,133721,St Julians,Apartment,Finished,1,2,102,,,550000
True,Belair,505054,Zebbug,House of Character,Finished,2,2,85,,,550000
True,Belair,505066,"St. Julians, Portomaso",Duplex Apartment,Plan,2,2,135,,,550000
True,Belair,503658,St Julians,Duplex Penthouse,Finished,3,2,166,,,550000
True,Belair,501489,Naxxar,House of Character,Furnished,3,3,90,,,550000
True,Belair,307569,Sliema,Independent Offices,Shell,,,175,,,560000
True,Belair,504164,Sliema,Penthouse,Finished,2,2,140,,,560000
True,Belair,701652,Lija,House of Character,Furnished,4,2,150,,,585000
True,Belair,504680,St Julians,Apartment,Finished,3,3,123,,,589000
True,Belair,701826,"St Julians, Mercury House",Apartment,Plan,1,1,61,,,590000
True,Belair,701802,St Julians,Penthouse,Furnished,3,2,140,,,590000
True,Belair,800073,Mellieha,Terraced House,Furnished,3,2,155,,,595000
True,Belair,307731,Sliema,Apartment,Finished,2,2,133,,,595000
True,Belair,701675,Naxxar,Townhouse,Finished,4,3,100,,,595000
True,Belair,306916,St Julians,Apartment,Finished,3,3,186,,,595000
True,Belair,307733,Senglea (L-Isla),Townhouse,Finished,2,2,52,,,595000
True,Belair,306587,Sliema,Independent Offices,Finished,,,145,,,600000
True,Belair,505426,Valletta,Apartment,Furnished,1,1,60,,,604000
True,Belair,701091,Mosta,House of Character,Furnished,3,2,168,,,620000
True,Belair,304730,Sliema,Duplex Penthouse,Unclassified,3,4,145,,,620000
True,Belair,801388,Swieqi,Apartment,Unclassified,4,2,175,,,635000
True,Belair,505385,Sliema,Apartment,Furnished,3,2,200,,,640000
True,Belair,500962,Birkirkara,Townhouse,Unclassified,3,2,395,,,640000
True,Belair,503401,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,503394,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,503396,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,503397,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,503400,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,503402,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,503395,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,503399,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,503393,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,503398,Attard,Terraced House,Plan,3,2,110,,,650000
True,Belair,137391,Gharghur,Semi-detached Bungalow,Finished,3,3,195,,,675000
True,Belair,503413,Attard,Terraced House,Plan,3,2,110,,,680000
True,Belair,306170,Swieqi,Apartment,Finished,3,2,222,,,680000
True,Belair,701831,"St Julians, Pender Gardens",Apartment,Unclassified,2,2,141,,,690000
True,Belair,019606,St Julians,Penthouse,Unclassified,3,2,160,,,690000
True,Belair,307309,Vittoriosa (Birgu),Terraced House,Finished,3,2,65,,,695000
True,Belair,505181,Zebbug,House of Character,Finished,5,1,178,,,695000
True,Belair,700950,Gzira,Penthouse,Furnished,3,2,207,,,735000
True,Belair,701381,"Sliema, Fort Cambridge",Apartment,Plan,2,2,155,,,739000
True,Belair,307844,Mgarr,Terraced House,Furnished,4,2,280,,,740000
True,Belair,504581,Siggiewi,Townhouse,Furnished,4,2,220,,,742000
True,Belair,306047,Sliema,Penthouse,Furnished,1,1,170,,,750000
